V_sim16 trades on 2025-12-18 - Total: 169

Entry Time                     | Exit Time                      | Price In   | Price Out  | Qty | PnL       
2025-12-18T05:30:00.575000     | 2025-12-18T06:25:20.758000     | 25085.5    | 25086.75   | 2   | 41.60     
2025-12-18T06:09:16.191000     | 2025-12-18T06:25:20.758000     | 25090.25   | 25086.75   | 1   | -74.20    
2025-12-18T06:09:16.191000     | 2025-12-18T06:35:12.269000     | 25090.25   | 25099.25   | 1   | 175.80    
2025-12-18T06:09:16.191000     | 2025-12-18T06:37:32.913000     | 25090.25   | 25096.25   | 1   | 115.80    
2025-12-18T06:25:48.439000     | 2025-12-18T06:37:32.913000     | 25083.25   | 25096.25   | 1   | 255.80    
2025-12-18T06:25:54.219000     | 2025-12-18T06:39:30.269000     | 25079.0    | 25092.5    | 1   | 265.80    
2025-12-18T06:27:00.622000     | 2025-12-18T06:39:30.269000     | 25085.0    | 25092.5    | 1   | 145.80    
2025-12-18T06:34:18.760000     | 2025-12-18T06:39:30.269000     | 25095.75   | 25092.5    | 1   | -69.20    
2025-12-18T06:34:18.760000     | 2025-12-18T07:01:57.800000     | 25095.75   | 25096.75   | 2   | 31.60     
2025-12-18T06:43:20.786000     | 2025-12-18T07:01:57.800000     | 25089.0    | 25096.75   | 1   | 150.80    
2025-12-18T06:43:42.923000     | 2025-12-18T07:05:05.779000     | 25084.5    | 25111.25   | 1   | 530.80    
2025-12-18T06:46:24.395000     | 2025-12-18T07:05:53.207000     | 25091.75   | 25107.5    | 1   | 310.80    
2025-12-18T07:00:16.362000     | 2025-12-18T07:05:53.207000     | 25106.0    | 25107.5    | 1   | 25.80     
2025-12-18T07:00:16.362000     | 2025-12-18T07:43:41.264000     | 25106.0    | 25105.25   | 1   | -19.20    
2025-12-18T07:00:16.362000     | 2025-12-18T07:45:03.424000     | 25106.0    | 25101.5    | 1   | -94.20    
2025-12-18T07:04:10.252000     | 2025-12-18T07:45:03.424000     | 25107.5    | 25101.5    | 1   | -124.20   
2025-12-18T07:04:10.252000     | 2025-12-18T07:51:54.524000     | 25107.5    | 25092.75   | 2   | -598.40   
2025-12-18T07:37:30.147000     | 2025-12-18T07:51:54.524000     | 25101.25   | 25092.75   | 1   | -174.20   
2025-12-18T07:37:30.147000     | 2025-12-18T08:10:31.374000     | 25101.25   | 25096.5    | 1   | -99.20    
2025-12-18T07:37:30.147000     | 2025-12-18T08:11:16.597000     | 25101.25   | 25091.75   | 1   | -194.20   
2025-12-18T07:52:36.064000     | 2025-12-18T08:11:16.597000     | 25088.5    | 25091.75   | 1   | 60.80     
2025-12-18T07:53:09.255000     | 2025-12-18T08:13:20.391000     | 25092.5    | 25104.75   | 1   | 240.80    
2025-12-18T07:53:09.255000     | 2025-12-18T08:15:11.696000     | 25092.5    | 25110.5    | 1   | 355.80    
2025-12-18T08:10:24.341000     | 2025-12-18T08:17:36.607000     | 25091.5    | 25110.25   | 1   | 370.80    
2025-12-18T08:10:24.341000     | 2025-12-18T08:21:00.066000     | 25091.5    | 25100.0    | 2   | 331.60    
2025-12-18T08:12:21.379000     | 2025-12-18T08:21:00.066000     | 25099.75   | 25100.0    | 1   | 0.80      
2025-12-18T08:12:21.379000     | 2025-12-18T08:38:08.488000     | 25099.75   | 25193.0    | 1   | 1860.80   
2025-12-18T08:12:21.379000     | 2025-12-18T08:38:31.361000     | 25099.75   | 25201.25   | 1   | 2025.80   
2025-12-18T08:24:11.559000     | 2025-12-18T08:38:56.863000     | 25111.75   | 25209.75   | 1   | 1955.80   
2025-12-18T08:24:11.559000     | 2025-12-18T08:40:12.543000     | 25111.75   | 25226.0    | 1   | 2280.80   
2025-12-18T08:24:11.559000     | 2025-12-18T08:40:18.573000     | 25111.75   | 25235.0    | 1   | 2460.80   
2025-12-18T08:37:28.589000     | 2025-12-18T08:40:39.558000     | 25186.25   | 25230.25   | 1   | 875.80    
2025-12-18T08:37:28.589000     | 2025-12-18T08:44:19.518000     | 25186.25   | 25253.25   | 1   | 1335.80   
2025-12-18T08:37:28.589000     | 2025-12-18T08:44:36.723000     | 25186.25   | 25246.25   | 1   | 1195.80   
2025-12-18T08:39:42.866000     | 2025-12-18T08:44:36.723000     | 25219.0    | 25246.25   | 1   | 540.80    
2025-12-18T08:39:42.866000     | 2025-12-18T08:52:49.334000     | 25219.0    | 25233.0    | 2   | 551.60    
2025-12-18T08:43:02.936000     | 2025-12-18T08:52:49.334000     | 25245.75   | 25233.0    | 1   | -259.20   
2025-12-18T08:43:02.936000     | 2025-12-18T09:17:06.979000     | 25245.75   | 25250.75   | 2   | 191.60    
2025-12-18T08:53:20.927000     | 2025-12-18T09:17:06.979000     | 25225.0    | 25250.75   | 1   | 510.80    
2025-12-18T08:53:50.259000     | 2025-12-18T10:24:49.896000     | 25232.75   | 25278.5    | 1   | 910.80    
2025-12-18T08:53:50.259000     | 2025-12-18T10:26:15.468000     | 25232.75   | 25297.25   | 1   | 1285.80   
2025-12-18T09:25:25.122000     | 2025-12-18T10:29:46.210000     | 25273.25   | 25316.5    | 1   | 860.80    
2025-12-18T09:25:25.122000     | 2025-12-18T10:57:12.362000     | 25273.25   | 25360.0    | 2   | 3461.60   
2025-12-18T10:24:05.316000     | 2025-12-18T10:57:12.362000     | 25263.75   | 25360.0    | 1   | 1920.80   
2025-12-18T10:24:05.316000     | 2025-12-18T11:11:51.210000     | 25263.75   | 25405.25   | 1   | 2825.80   
2025-12-18T10:24:05.316000     | 2025-12-18T11:14:11.040000     | 25263.75   | 25390.0    | 1   | 2520.80   
2025-12-18T10:55:13.121000     | 2025-12-18T11:14:11.040000     | 25383.5    | 25390.0    | 1   | 125.80    
2025-12-18T10:55:13.121000     | 2025-12-18T11:36:49.090000     | 25383.5    | 25398.0    | 1   | 285.80    
2025-12-18T10:55:13.121000     | 2025-12-18T11:39:45.622000     | 25383.5    | 25386.0    | 1   | 45.80     
2025-12-18T11:06:08.770000     | 2025-12-18T11:39:45.622000     | 25390.0    | 25386.0    | 1   | -84.20    
2025-12-18T11:06:08.770000     | 2025-12-18T11:51:06.245000     | 25390.0    | 25385.0    | 2   | -208.40   
2025-12-18T11:36:06.114000     | 2025-12-18T11:51:06.245000     | 25385.5    | 25385.0    | 1   | -14.20    
2025-12-18T11:36:06.114000     | 2025-12-18T11:56:44.980000     | 25385.5    | 25383.75   | 2   | -78.40    
2025-12-18T11:52:36.356000     | 2025-12-18T11:56:44.980000     | 25400.5    | 25383.75   | 1   | -339.20   
2025-12-18T11:52:36.356000     | 2025-12-18T12:00:18.524000     | 25400.5    | 25378.25   | 2   | -898.40   
2025-12-18T11:54:14.795000     | 2025-12-18T12:00:18.524000     | 25409.5    | 25378.25   | 1   | -629.20   
2025-12-18T12:01:53.732000     | 2025-12-18T12:08:20.435000     | 25368.5    | 25280.0    | 1   | -1774.20  
2025-12-18T12:04:14.168000     | 2025-12-18T12:51:01.361000     | 25356.5    | 25307.0    | 1   | -994.20   
2025-12-18T12:08:20.361000     | 2025-12-18T12:51:01.361000     | 25281.75   | 25307.0    | 1   | 500.80    
2025-12-18T12:09:00.041000     | 2025-12-18T12:51:01.361000     | 25270.0    | 25307.0    | 1   | 735.80    
2025-12-18T12:09:35.925000     | 2025-12-18T13:03:19.707000     | 25257.25   | 25320.5    | 1   | 1260.80   
2025-12-18T12:10:01.051000     | 2025-12-18T13:03:19.707000     | 25259.0    | 25320.5    | 1   | 1225.80   
2025-12-18T12:58:32.545000     | 2025-12-18T13:03:19.707000     | 25342.75   | 25320.5    | 1   | -449.20   
2025-12-18T12:58:32.545000     | 2025-12-18T13:43:35.581000     | 25342.75   | 25381.0    | 2   | 1521.60   
2025-12-18T13:10:07.324000     | 2025-12-18T13:43:35.581000     | 25357.0    | 25381.0    | 1   | 475.80    
2025-12-18T13:10:07.324000     | 2025-12-18T14:32:05.167000     | 25357.0    | 25257.0    | 2   | -4008.40  
2025-12-18T13:45:00.956000     | 2025-12-18T14:32:05.167000     | 25369.25   | 25257.0    | 1   | -2249.20  
2025-12-18T13:46:50.839000     | 2025-12-18T14:44:12.040000     | 25354.75   | 25237.5    | 1   | -2349.20  
2025-12-18T13:48:01.661000     | 2025-12-18T14:44:12.040000     | 25359.5    | 25237.5    | 1   | -2444.20  
2025-12-18T14:30:44.931000     | 2025-12-18T14:44:12.040000     | 25282.5    | 25237.5    | 1   | -904.20   
2025-12-18T14:30:44.931000     | 2025-12-18T14:46:00.009000     | 25282.5    | 25231.25   | 2   | -2058.40  
2025-12-18T14:42:00.601000     | 2025-12-18T14:46:00.009000     | 25267.5    | 25231.25   | 1   | -729.20   
2025-12-18T14:42:00.601000     | 2025-12-18T14:52:08.525000     | 25267.5    | 25246.0    | 2   | -868.40   
2025-12-18T14:50:39.532000     | 2025-12-18T14:52:08.525000     | 25271.0    | 25246.0    | 1   | -504.20   
2025-12-18T14:50:39.532000     | 2025-12-18T14:55:01.388000     | 25271.0    | 25227.5    | 2   | -1748.40  
2025-12-18T14:51:02.529000     | 2025-12-18T14:55:01.388000     | 25277.5    | 25227.5    | 1   | -1004.20  
2025-12-18T14:51:02.529000     | 2025-12-18T15:13:21.386000     | 25277.5    | 25288.75   | 1   | 220.80    
2025-12-18T14:51:02.529000     | 2025-12-18T15:16:02.712000     | 25277.5    | 25300.75   | 1   | 460.80    
2025-12-18T14:55:10.699000     | 2025-12-18T15:16:19.726000     | 25216.5    | 25290.75   | 1   | 1480.80   
2025-12-18T14:55:20.345000     | 2025-12-18T15:25:12.194000     | 25227.25   | 25311.0    | 1   | 1670.80   
2025-12-18T14:55:20.345000     | 2025-12-18T15:25:58.312000     | 25227.25   | 25299.75   | 1   | 1445.80   
2025-12-18T15:12:04.211000     | 2025-12-18T15:25:58.312000     | 25274.5    | 25299.75   | 1   | 500.80    
2025-12-18T15:12:04.211000     | 2025-12-18T15:35:01.993000     | 25274.5    | 25324.75   | 1   | 1000.80   
2025-12-18T15:12:04.211000     | 2025-12-18T15:35:31.313000     | 25274.5    | 25314.0    | 1   | 785.80    
2025-12-18T15:24:03.168000     | 2025-12-18T15:35:31.313000     | 25299.25   | 25314.0    | 1   | 290.80    
2025-12-18T15:24:03.168000     | 2025-12-18T15:54:10.321000     | 25299.25   | 25296.0    | 2   | -138.40   
2025-12-18T15:34:03.586000     | 2025-12-18T15:54:10.321000     | 25313.75   | 25296.0    | 1   | -359.20   
2025-12-18T15:34:03.586000     | 2025-12-18T16:12:56.651000     | 25313.75   | 25218.25   | 2   | -3828.40  
2025-12-18T15:55:02.144000     | 2025-12-18T16:12:56.651000     | 25285.5    | 25218.25   | 1   | -1349.20  
2025-12-18T15:58:25.792000     | 2025-12-18T16:41:30.669000     | 25272.5    | 25207.25   | 1   | -1309.20  
2025-12-18T15:59:49.550000     | 2025-12-18T16:41:30.669000     | 25274.25   | 25207.25   | 1   | -1344.20  
2025-12-18T16:09:04.335000     | 2025-12-18T16:41:30.669000     | 25231.25   | 25207.25   | 1   | -484.20   
2025-12-18T16:09:04.335000     | 2025-12-18T16:55:07.911000     | 25231.25   | 25218.0    | 1   | -269.20   
2025-12-18T16:09:04.335000     | 2025-12-18T16:59:00.037000     | 25231.25   | 25218.25   | 1   | -264.20   
2025-12-18T16:24:29.404000     | 2025-12-18T16:59:00.037000     | 25213.75   | 25218.25   | 1   | 85.80     
2025-12-18T16:24:29.404000     | 2025-12-18T18:15:22.033000     | 25213.75   | 25235.75   | 1   | 435.80    
2025-12-18T16:24:29.404000     | 2025-12-18T18:16:27.105000     | 25213.75   | 25243.25   | 1   | 585.80    
2025-12-18T16:52:08.778000     | 2025-12-18T18:18:50.466000     | 25211.75   | 25235.0    | 1   | 460.80    
2025-12-18T16:52:08.778000     | 2025-12-18T18:37:44.035000     | 25211.75   | 25233.5    | 1   | 430.80    
2025-12-18T16:52:08.778000     | 2025-12-18T18:40:17.201000     | 25211.75   | 25239.25   | 1   | 545.80    
2025-12-18T18:14:24.800000     | 2025-12-18T18:40:27.661000     | 25229.75   | 25229.0    | 1   | -19.20    
2025-12-18T18:14:24.800000     | 2025-12-18T18:51:59.750000     | 25229.75   | 25248.0    | 1   | 360.80    
2025-12-18T18:14:24.800000     | 2025-12-18T18:52:32.996000     | 25229.75   | 25244.5    | 1   | 290.80    
2025-12-18T18:31:16.967000     | 2025-12-18T18:52:32.996000     | 25228.75   | 25244.5    | 1   | 310.80    
2025-12-18T18:31:16.967000     | 2025-12-18T18:58:39.367000     | 25228.75   | 25255.0    | 1   | 520.80    
2025-12-18T18:31:16.967000     | 2025-12-18T19:00:08.025000     | 25228.75   | 25260.5    | 1   | 630.80    
2025-12-18T18:51:06.691000     | 2025-12-18T19:00:44.372000     | 25243.5    | 25250.5    | 1   | 135.80    
2025-12-18T18:51:06.691000     | 2025-12-18T19:06:07.324000     | 25243.5    | 25243.25   | 2   | -18.40    
2025-12-18T18:58:24.944000     | 2025-12-18T19:06:07.324000     | 25249.75   | 25243.25   | 1   | -134.20   
2025-12-18T18:58:24.944000     | 2025-12-18T19:36:15.436000     | 25249.75   | 25221.75   | 2   | -1128.40  
2025-12-18T19:07:46.805000     | 2025-12-18T19:36:15.436000     | 25238.0    | 25221.75   | 1   | -329.20   
2025-12-18T19:08:11.435000     | 2025-12-18T19:58:14.766000     | 25243.75   | 25246.75   | 1   | 55.80     
2025-12-18T19:08:11.435000     | 2025-12-18T20:00:43.331000     | 25243.75   | 25242.0    | 1   | -39.20    
2025-12-18T19:37:03.594000     | 2025-12-18T20:00:43.331000     | 25234.25   | 25242.0    | 1   | 150.80    
2025-12-18T19:37:03.594000     | 2025-12-18T20:45:14.731000     | 25234.25   | 25226.25   | 2   | -328.40   
2025-12-18T19:55:19.079000     | 2025-12-18T20:45:14.731000     | 25241.5    | 25226.25   | 1   | -309.20   
2025-12-18T19:55:19.079000     | 2025-12-18T20:51:47.956000     | 25241.5    | 25256.25   | 1   | 290.80    
2025-12-18T19:55:19.079000     | 2025-12-18T20:53:06.286000     | 25241.5    | 25262.75   | 1   | 420.80    
2025-12-18T20:47:22.937000     | 2025-12-18T20:59:38.428000     | 25221.5    | 25266.5    | 1   | 895.80    
2025-12-18T20:47:40.765000     | 2025-12-18T21:21:29.307000     | 25226.5    | 25260.0    | 2   | 1331.60   
2025-12-18T20:51:38.868000     | 2025-12-18T21:21:29.307000     | 25251.0    | 25260.0    | 1   | 175.80    
2025-12-18T20:51:38.868000     | 2025-12-18T21:48:02.326000     | 25251.0    | 25264.0    | 2   | 511.60    
2025-12-18T21:24:52.974000     | 2025-12-18T21:48:02.326000     | 25272.75   | 25264.0    | 1   | -179.20   
2025-12-18T21:57:03.265000     | 2025-12-18T23:18:25.405000     | 25263.25   | 25307.5    | 2   | 1761.60   
2025-12-18T23:09:27.211000     | 2025-12-18T23:24:09.090000     | 25318.0    | 25296.0    | 1   | -444.20   
2025-12-18T23:09:27.211000     | 2025-12-18T23:46:58.680000     | 25318.0    | 25302.75   | 1   | -309.20   
2025-12-18T23:09:27.211000     | 2025-12-18T23:48:55.050000     | 25318.0    | 25297.25   | 1   | -419.20   
2025-12-18T23:27:32.832000     | 2025-12-18T23:48:55.050000     | 25290.25   | 25297.25   | 1   | 135.80    
2025-12-18T23:28:27.480000     | 2025-12-18T23:52:54.574000     | 25296.25   | 25295.75   | 2   | -28.40    
2025-12-18T23:45:00.744000     | 2025-12-18T23:52:54.574000     | 25297.5    | 25295.75   | 1   | -39.20    
2025-12-18T23:45:00.744000     | 2025-12-19T00:00:32.601000     | 25297.5    | 25302.5    | 2   | 191.60    
2025-12-18T23:56:09.223000     | 2025-12-19T00:00:32.601000     | 25303.0    | 25302.5    | 1   | -14.20    
2025-12-18T23:56:09.223000     | 2025-12-19T00:33:40.128000     | 25303.0    | 25301.5    | 1   | -34.20    
2025-12-18T23:56:09.223000     | 2025-12-19T00:34:42.994000     | 25303.0    | 25298.5    | 1   | -94.20    
