Symbol	Trade Type	Entry DateTime	Exit DateTime	Entry Price	Exit Price	Trade Quantity	Max Open Quantity	Max Closed Quantity	Profit/Loss (C)	Cumulative Profit/Loss (C)	Note	Open Position Quantity	Close Position Quantity	Duration	Commission (C)	High Price While Open	Low Price While Open	Exit Efficiency	Entry Efficiency	FlatToFlat Profit/Loss (C)	FlatToFlat Max Open Profit (C)	FlatToFlat Max Open Loss (C)	Max Open Profit (C)	Max Open Loss (C)	Total Efficiency	Account	Highest Cumulative P/L (C)	Lowest Cumulative P/L (C)	Maximum Runup (C)	Maximum Drawdown (C)
NQH26	Short	2025-12-18  01:54:07.334 BP	2025-12-18  01:57:27.211 EP	24955.00	24969.50	3	3	3	-882.60	-2788.20	AT_NQ_TM(D-R-2+last50)	3	0	00:03:19	12.60	24969.50	24953.75	-1.3%	100.0%	-882.60 F	75.00	-870.00	75.00	-870.00	-93.4%	V_sim16	442.40	-2788.20	442.40	-3230.60
NQH26	Long	2025-12-18  02:00:01.903 BP	2025-12-18  02:00:12.319	24985.75	24990.00	1	3	1	80.80	-2707.40	AT_NQ_TM(D-R-2+last50)	3	2	00:00:10	4.20	24990.00	24983.25	96.9%	100.0%	80.80	85.00	-50.00	85.00	-50.00	59.9%	V_sim16	442.40	-2788.20	442.40	-3230.60
NQH26	Long	2025-12-18  02:00:01.903	2025-12-18  02:00:34.955	24985.75	24995.25	1	3	2	185.80	-2521.60	AT_NQ_TM(D-R-2+last50)	3	1	00:00:33	4.20	24995.25	24983.25	76.2%	100.0%	266.60	275.00	-100.00	190.00	-50.00	49.5%	V_sim16	442.40	-2788.20	442.40	-3230.60
NQH26	Long	2025-12-18  02:00:01.903	2025-12-18  02:02:05.928 EP	24985.75	24997.75	1	3	3	235.80	-2285.80	AT_NQ_TM(D-R-2+last50)	3	0	00:02:04	4.20	25008.25	24983.25	44.1%	100.0%	502.40 F	725.00	-150.00	450.00	-50.00	26.9%	V_sim16	442.40	-2788.20	502.40	-3230.60
NQH26	Long	2025-12-18  02:12:14.306 BP	2025-12-18  02:12:41.758	25020.50	25025.25	1	3	1	90.80	-2195.00	AT_NQ_TM(D-R-2+last50)	3	2	00:00:27	4.20	25025.25	25019.25	96.5%	100.0%	90.80	95.00	-25.00	95.00	-25.00	75.7%	V_sim16	442.40	-2788.20	593.20	-3230.60
NQH26	Long	2025-12-18  02:12:14.306	2025-12-18  02:12:48.439 EP	25020.50	25019.75	2	3	3	-38.40	-2233.40	AT_NQ_TM(D-R-2+last50)	3	0	00:00:34	8.40	25025.50	25019.25	9.9%	100.0%	52.40 F	295.00	-75.00	200.00	-50.00	-10.4%	V_sim16	442.40	-2788.20	593.20	-3230.60
NQH26	Long	2025-12-18  02:15:23.806 BP	2025-12-18  02:18:14.374	25026.00	25030.75	1	3	1	90.80	-2142.60	AT_NQ_TM(D-R-2+last50)	3	2	00:02:50	4.20	25030.75	25018.25	98.3%	100.0%	90.80	95.00	-155.00	95.00	-155.00	36.3%	V_sim16	442.40	-2788.20	645.60	-3230.60
NQH26	Long	2025-12-18  02:15:23.806	2025-12-18  02:18:56.257 EP	25026.00	25026.25	2	3	3	1.60	-2141.00	AT_NQ_TM(D-R-2+last50)	3	0	00:03:32	8.40	25031.50	25018.25	59.8%	100.0%	92.40 F	315.00	-465.00	220.00	-310.00	0.2%	V_sim16	442.40	-2788.20	647.20	-3230.60
NQH26	Long	2025-12-18  02:26:26.539 BP	2025-12-18  04:18:30.933	25039.00	25030.75	3	5	3	-507.60	-2648.60	AT_NQ_TM(D-R-2+last50)	3	2	01:52:04	12.60	25073.00	25030.75	-0.5%	100.0%	-507.60	2040.00	-495.00	2040.00	-495.00	-20.0%	V_sim16	442.40	-2788.20	647.20	-3230.60
NQH26	Long	2025-12-18  04:05:56.915	2025-12-18  04:46:12.010	25046.75	25084.25	1	8	4	745.80	-1902.80	AT_NQ_TM(D-R-2+last50)	5	7	00:40:15	4.20	25084.25	25030.75	43.3%	65.2%	238.20	2790.00	-815.00	750.00	-320.00	20.7%	V_sim16	442.40	-2788.20	885.40	-3230.60
NQH26	Long	2025-12-18  04:05:56.915	2025-12-18  04:46:12.123	25046.75	25080.75	1	8	5	675.80	-1227.00	AT_NQ_TM(D-R-2+last50)	5	6	00:40:15	4.20	25084.25	25030.75	38.7%	65.2%	914.00	3540.00	-1135.00	750.00	-320.00	14.5%	V_sim16	442.40	-2788.20	1561.20	-3230.60
NQH26	Long	2025-12-18  04:18:47.320	2025-12-18  04:46:12.123	25037.50	25080.75	1	8	3	860.80	-366.20	AT_NQ_TM(D-R-2+last50)	5	5	00:27:24	4.20	25084.25	25037.50	55.9%	84.0%	1774.80	2435.00	-1135.00	935.00	0.00	24.1%	V_sim16	442.40	-2788.20	2422.00	-3230.60
NQH26	Long	2025-12-18  04:18:47.320	2025-12-18  04:52:47.070	25037.50	25094.25	1	8	4	1130.80	764.60	AT_NQ_TM(D-R-2+last50)	5	7	00:33:59	4.20	25094.25	25037.50	48.2%	84.0%	2905.60	3570.00	-1135.00	1135.00	0.00	24.0%	V_sim16	764.60	-2788.20	3552.80	-3230.60
NQH26	Long	2025-12-18  04:18:47.320	2025-12-18  04:54:48.108	25037.50	25092.00	1	8	5	1085.80	1850.40	AT_NQ_TM(D-R-2+last50)	5	6	00:36:00	4.20	25096.75	25037.50	37.7%	84.0%	3991.40	4755.00	-1135.00	1185.00	0.00	18.4%	V_sim16	1850.40	-2788.20	4638.60	-3230.60
NQH26	Long	2025-12-18  04:46:08.280	2025-12-18  04:54:48.108	25082.00	25092.00	1	8	6	195.80	2046.20	AT_NQ_TM(D-R-2+last50)	8	5	00:08:39	4.20	25096.75	25080.75	21.8%	0.0%	4187.20	5050.00	-1160.00	295.00	-25.00	3.2%	V_sim16	2046.20	-2788.20	4834.40	-3230.60
