ActivityType	DateTime	TransDateTime	ServiceOrderID	OrderType	Quantity	OrderStatus	TradeAccount	BuySell	Price	Price2	FillPrice	FilledQuantity	Note	PositionQuantity	OrderActionSource	InternalOrderID	OpenClose	IsAutomated	Symbol	ParentInternalOrderID	FillExecutionServiceID	HighDuringPosition	LowDuringPosition	AccountBalance	ExchangeOrderID	ClientOrderID	TimeInForce	Username
Orders	2025-12-18  12:10:01.237246	2025-12-18  12:10:01.237244	36826127	Limit	1	Pending Cancel	V_sim16	Buy	25179.00				AT_NQ_TM(D-R-2+last50)		Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  12:09:00.000	20108244	Close	Y	NQH26					0.00	36826127	20108244.45728	Good till Canceled	
Orders	2025-12-18  12:10:01.237494	2025-12-18  12:10:01.237493	36826383	Trailing Stop	1	Pending Cancel	V_sim16	Buy	25259.00		25259.00	1	AT_NQ_TM(D-R-2+last50)		Canceling of order is being delayed. (Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  12:09:00.000)	20108409	Close	Y	NQH26		36826383.1			0.00	36826383	20108409.46601	Good till Canceled	
Orders	2025-12-18  12:10:01.418461	2025-12-18  12:10:01.418458	36826383	Trailing Stop	1	Filled	V_sim16	Buy	25259.00		25259.00	1	AT_NQ_TM(D-R-2+last50)		Order cancellation failed | Trading Evaluator (Order cancel reject). Info: Message rate limit reached	20108409	Close	Y	NQH26		36826383.1			0.00	36826383	20108409.46601	Good till Canceled	
Orders	2025-12-18  12:10:01.418495	2025-12-18  12:10:01.418494	36826127	Limit	1	Open	V_sim16	Buy	25179.00				AT_NQ_TM(D-R-2+last50)		Order cancellation failed | Trading Evaluator (Order cancel reject). Info: Message rate limit reached	20108244	Close	Y	NQH26					0.00	36826127	20108244.45728	Good till Canceled	
Orders	2025-12-18  12:10:01.553159	2025-12-18  12:10:01.553157	36826127	Limit	1	Open	V_sim16	Buy	25179.00				AT_NQ_TM(D-R-2+last50)		Initiating: Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  12:09:00.000	20108244	Close	Y	NQH26					0.00	36826127	20108244.45728	Good till Canceled	
Orders	2025-12-18  12:10:01.553181	2025-12-18  12:10:01.553178	36826127	Limit	1	Pending Cancel	V_sim16	Buy	25179.00				AT_NQ_TM(D-R-2+last50)		Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  12:09:00.000	20108244	Close	Y	NQH26					0.00	36826127	20108244.45728	Good till Canceled	
Orders	2025-12-18  12:10:01.762108	2025-12-18  12:10:01.762104	36826127	Limit	1	Open	V_sim16	Buy	25179.00				AT_NQ_TM(D-R-2+last50)		Order cancellation failed | Trading Evaluator (Order cancel reject). Info: Message rate limit reached	20108244	Close	Y	NQH26					0.00	36826127	20108244.45728	Good till Canceled	
Orders	2025-12-18  12:50:59.689028	2025-12-18  12:50:59.689011		Market	3	Order Sent	V_sim16	Sell					AT_NQ_TM(D-R-2+last50)		Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | SellEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  12:51:00.000 | Last: 25307.5 | AOE=false | AOU=false	20111016	Open	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  12:50:59.899985	2025-12-18  12:50:59.899980	36831838	Market	3	Pending Open	V_sim16	Sell					AT_NQ_TM(D-R-2+last50)		Trading Evaluator (New). Info: Order from DTC client #32630. Sierra Chart. 109.186.11.119 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20111016	Open	Y	NQH26					0.00		20111016.76474	Good till Canceled	shimishon
Orders	2025-12-18  12:50:59.940331	2025-12-18  12:50:59.940320	36831838	Market	3	Open	V_sim16	Sell					AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111016	Open	Y	NQH26					0.00	36831838	20111016.76474	Good till Canceled	shimishon
Orders	2025-12-18  12:50:59.940385	2025-12-18  12:50:59.940383	36831838	Market	3	Filled	V_sim16	Sell			25307.00	3	AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Filled). Info: Trade simulation fill. Bid: 25307.00 Ask: 25307.50 Last: 25307.50. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111016	Open	Y	NQH26		36831838.1			0.00	36831838	20111016.76474	Good till Canceled	shimishon
Positions	2025-12-18  12:50:59.940395	00:00:00.000000			3	Unspecified	V_sim16							-3	Updated Internal Position Quantity to -3. Previous: 0. Fill of InternalOrderID: 20111016			N	NQH26					0.00				
Fills	2025-12-18  12:50:59.940400	2025-12-18  12:51:01.361000	36831838	Market	3	Filled	V_sim16	Sell			25307.00	3	AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (Filled). Info: Trade simulation fill. Bid: 25307.00 Ask: 25307.50 Last: 25307.50. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111016	Open	Y	NQH26		36831838.1			0.00	36831838	20111016.76474	Good till Canceled	shimishon
Positions	2025-12-18  12:50:59.940606	00:00:00.000000				Unspecified	V_sim16							-3	Updated Service Position Quantity to -3			N	NQH26					0.00				
Orders	2025-12-18  12:51:00.005607	2025-12-18  12:51:00.005596		Stop Limit	3	Order Sent	V_sim16	Buy	25342.75	25352.75			AT_NQ_TM(D-R-2+last50)	-3	Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | BuyEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  12:51:00.000 | Last: 25307.5 | Scaling out | AOE=false | AOU=false	20111017	Close	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  12:51:00.006132	2025-12-18  12:51:00.006123		Limit	1	Order Sent	V_sim16	Buy	25294.25				AT_NQ_TM(D-R-2+last50)	-3	Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | BuyEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  12:51:00.000 | Last: 25307.5 | Scaling out | AOE=false | AOU=false	20111018	Close	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  12:51:00.006371	2025-12-18  12:51:00.006363		Limit	1	Order Sent	V_sim16	Buy	25278.25				AT_NQ_TM(D-R-2+last50)	-3	Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | BuyEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  12:51:00.000 | Last: 25307.5 | Scaling out | AOE=false | AOU=false	20111019	Close	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  12:51:00.006589	2025-12-18  12:51:00.006583		Limit	1	Order Sent	V_sim16	Buy	25179.00				AT_NQ_TM(D-R-2+last50)	-3	Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | BuyEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  12:51:00.000 | Last: 25307.5 | Scaling out | AOE=false | AOU=false	20111020	Close	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  12:51:00.295977	2025-12-18  12:51:00.295971	36831839	Stop Limit	3	Pending Open	V_sim16	Buy	25342.75	25352.75			AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (New). Info: Order from DTC client #32630. Sierra Chart. 109.186.11.119 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20111017	Close	Y	NQH26					0.00		20111017.80008	Good till Canceled	shimishon
Orders	2025-12-18  12:51:00.296016	2025-12-18  12:51:00.296015	36831839	Stop Limit	3	Open	V_sim16	Buy	25342.75	25352.75			AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111017	Close	Y	NQH26					0.00	36831839	20111017.80008	Good till Canceled	shimishon
Orders	2025-12-18  12:51:00.296610	2025-12-18  12:51:00.296607	36831840	Limit	1	Pending Open	V_sim16	Buy	25294.25				AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (New). Info: Order from DTC client #32630. Sierra Chart. 109.186.11.119 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20111018	Close	Y	NQH26					0.00		20111018.24964	Good till Canceled	shimishon
Orders	2025-12-18  12:51:00.459358	2025-12-18  12:51:00.459349	36831840	Limit	1	Open	V_sim16	Buy	25294.25				AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111018	Close	Y	NQH26					0.00	36831840	20111018.24964	Good till Canceled	shimishon
Orders	2025-12-18  12:51:00.459476	2025-12-18  12:51:00.459475	36831841	Limit	1	Pending Open	V_sim16	Buy	25278.25				AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (New). Info: Order from DTC client #32630. Sierra Chart. 109.186.11.119 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20111019	Close	Y	NQH26					0.00		20111019.71525	Good till Canceled	shimishon
Orders	2025-12-18  12:51:00.459492	2025-12-18  12:51:00.459491	36831841	Limit	1	Open	V_sim16	Buy	25278.25				AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111019	Close	Y	NQH26					0.00	36831841	20111019.71525	Good till Canceled	shimishon
Orders	2025-12-18  12:51:00.459510	2025-12-18  12:51:00.459509	36831842	Limit	1	Pending Open	V_sim16	Buy	25179.00				AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (New). Info: Order from DTC client #32630. Sierra Chart. 109.186.11.119 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20111020	Close	Y	NQH26					0.00		20111020.28959	Good till Canceled	shimishon
Orders	2025-12-18  12:51:00.459519	2025-12-18  12:51:00.459518	36831842	Limit	1	Open	V_sim16	Buy	25179.00				AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111020	Close	Y	NQH26					0.00	36831842	20111020.28959	Good till Canceled	shimishon
Orders	2025-12-18  12:58:30.907097	2025-12-18  12:58:30.907089	36831839	Stop Limit	3	Filled	V_sim16	Buy	25342.75	25352.75	25342.75	3	AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (Filled). Info: Trade simulation fill. Bid: 25342.25 Ask: 25342.75 Last: 25342.75. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111017	Close	Y	NQH26		36831839.1			0.00	36831839	20111017.80008	Good till Canceled	shimishon
Positions	2025-12-18  12:58:30.907122	00:00:00.000000			3	Unspecified	V_sim16								Updated Internal Position Quantity to 0. Previous: -3. Fill of InternalOrderID: 20111017			N	NQH26					0.00				
Fills	2025-12-18  12:58:30.907127	2025-12-18  12:58:32.545000	36831839	Stop Limit	3	Filled	V_sim16	Buy	25342.75	25352.75	25342.75	3	AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Filled). Info: Trade simulation fill. Bid: 25342.25 Ask: 25342.75 Last: 25342.75. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111017	Close	Y	NQH26		36831839.1	25342.75	25302.25	0.00	36831839	20111017.80008	Good till Canceled	shimishon
Positions	2025-12-18  12:58:30.907338	00:00:00.000000				Unspecified	V_sim16								Updated Service Position Quantity to 0			N	NQH26					0.00				
Orders	2025-12-18  12:58:31.037932	2025-12-18  12:58:31.037929	36826127	Limit	1	Open	V_sim16	Buy	25179.00				AT_NQ_TM(D-R-2+last50)		Initiating: Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  12:57:00.000	20108244	Close	Y	NQH26					0.00	36826127	20108244.45728	Good till Canceled	
Orders	2025-12-18  12:58:31.037957	2025-12-18  12:58:31.037954	36826127	Limit	1	Pending Cancel	V_sim16	Buy	25179.00				AT_NQ_TM(D-R-2+last50)		Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  12:57:00.000	20108244	Close	Y	NQH26					0.00	36826127	20108244.45728	Good till Canceled	
Orders	2025-12-18  12:58:31.037998	2025-12-18  12:58:31.037997	36831840	Limit	1	Pending Cancel	V_sim16	Buy	25294.25				AT_NQ_TM(D-R-2+last50)		Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  12:57:00.000	20111018	Close	Y	NQH26					0.00	36831840	20111018.24964	Good till Canceled	
Orders	2025-12-18  12:58:31.038008	2025-12-18  12:58:31.038007	36831841	Limit	1	Pending Cancel	V_sim16	Buy	25278.25				AT_NQ_TM(D-R-2+last50)		Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  12:57:00.000	20111019	Close	Y	NQH26					0.00	36831841	20111019.71525	Good till Canceled	
Orders	2025-12-18  12:58:31.038019	2025-12-18  12:58:31.038018	36831842	Limit	1	Pending Cancel	V_sim16	Buy	25179.00				AT_NQ_TM(D-R-2+last50)		Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  12:57:00.000	20111020	Close	Y	NQH26					0.00	36831842	20111020.28959	Good till Canceled	
Orders	2025-12-18  12:58:31.294024	2025-12-18  12:58:31.294019	36826127	Limit	1	Canceled	V_sim16	Buy	25179.00				AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Canceled). Info: Simulated order canceled. Text: Tag: AT_NQ_TM(D-R-2+last50)	20108244	Close	Y	NQH26					0.00	36826127	20108244.45728	Good till Canceled	shimishon
Orders	2025-12-18  12:58:31.294209	2025-12-18  12:58:31.294206	36831840	Limit	1	Canceled	V_sim16	Buy	25294.25				AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Canceled). Info: Simulated order canceled. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111018	Close	Y	NQH26					0.00	36831840	20111018.24964	Good till Canceled	shimishon
Orders	2025-12-18  12:58:31.294241	2025-12-18  12:58:31.294240	36831841	Limit	1	Canceled	V_sim16	Buy	25278.25				AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Canceled). Info: Simulated order canceled. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111019	Close	Y	NQH26					0.00	36831841	20111019.71525	Good till Canceled	shimishon
Orders	2025-12-18  12:58:31.294266	2025-12-18  12:58:31.294265	36831842	Limit	1	Canceled	V_sim16	Buy	25179.00				AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Canceled). Info: Simulated order canceled. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111020	Close	Y	NQH26					0.00	36831842	20111020.28959	Good till Canceled	shimishon
Positions	2025-12-18  12:58:39.984879	00:00:00.000000				Unspecified	V_sim16								Removing Position with quantity of 0			N	NQH26					0.00				
Orders	2025-12-18  13:03:18.364983	2025-12-18  13:03:18.364978		Market	3	Order Sent	V_sim16	Sell					AT_NQ_TM(D-R-2+last50)		Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | SellEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  13:03:00.000 | Last: 25321.5 | AOE=false | AOU=false	20111318	Open	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  13:03:18.564364	2025-12-18  13:03:18.564362	36832729	Market	3	Pending Open	V_sim16	Sell					AT_NQ_TM(D-R-2+last50)		Trading Evaluator (New). Info: Order from DTC client #32630. Sierra Chart. 109.186.11.119 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20111318	Open	Y	NQH26					0.00		20111318.42727	Good till Canceled	shimishon
Orders	2025-12-18  13:03:18.564410	2025-12-18  13:03:18.564408	36832729	Market	3	Open	V_sim16	Sell					AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111318	Open	Y	NQH26					0.00	36832729	20111318.42727	Good till Canceled	shimishon
Orders	2025-12-18  13:03:18.564506	2025-12-18  13:03:18.564500	36832729	Market	3	Filled	V_sim16	Sell			25320.50	3	AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Filled). Info: Trade simulation fill. Bid: 25320.50 Ask: 25321.25 Last: 25320.50. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111318	Open	Y	NQH26		36832729.1			0.00	36832729	20111318.42727	Good till Canceled	shimishon
Positions	2025-12-18  13:03:18.564533	00:00:00.000000			3	Unspecified	V_sim16							-3	Updated Internal Position Quantity to -3. Previous: 0. Fill of InternalOrderID: 20111318			N	NQH26					0.00				
Fills	2025-12-18  13:03:18.564541	2025-12-18  13:03:19.707000	36832729	Market	3	Filled	V_sim16	Sell			25320.50	3	AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (Filled). Info: Trade simulation fill. Bid: 25320.50 Ask: 25321.25 Last: 25320.50. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111318	Open	Y	NQH26		36832729.1			0.00	36832729	20111318.42727	Good till Canceled	shimishon
Positions	2025-12-18  13:03:18.564747	00:00:00.000000				Unspecified	V_sim16							-3	Updated Service Position Quantity to -3			N	NQH26					0.00				
Orders	2025-12-18  13:03:18.626162	2025-12-18  13:03:18.626153		Stop Limit	3	Order Sent	V_sim16	Buy	25357.00	25367.00			AT_NQ_TM(D-R-2+last50)	-3	Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | BuyEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  13:03:00.000 | Last: 25320.75 | Scaling out | AOE=false | AOU=false	20111319	Close	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  13:03:18.626620	2025-12-18  13:03:18.626613		Limit	1	Order Sent	V_sim16	Buy	25307.50				AT_NQ_TM(D-R-2+last50)	-3	Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | BuyEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  13:03:00.000 | Last: 25320.75 | Scaling out | AOE=false | AOU=false	20111320	Close	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  13:03:18.626800	2025-12-18  13:03:18.626797		Limit	1	Order Sent	V_sim16	Buy	25291.00				AT_NQ_TM(D-R-2+last50)	-3	Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | BuyEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  13:03:00.000 | Last: 25320.75 | Scaling out | AOE=false | AOU=false	20111321	Close	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  13:03:18.626962	2025-12-18  13:03:18.626958		Limit	1	Order Sent	V_sim16	Buy	25189.75				AT_NQ_TM(D-R-2+last50)	-3	Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | BuyEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  13:03:00.000 | Last: 25320.75 | Scaling out | AOE=false | AOU=false	20111322	Close	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  13:03:19.067026	2025-12-18  13:03:19.067018	36832730	Stop Limit	3	Pending Open	V_sim16	Buy	25357.00	25367.00			AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (New). Info: Order from DTC client #32630. Sierra Chart. 109.186.11.119 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20111319	Close	Y	NQH26					0.00		20111319.44405	Good till Canceled	shimishon
Orders	2025-12-18  13:03:19.067086	2025-12-18  13:03:19.067085	36832730	Stop Limit	3	Open	V_sim16	Buy	25357.00	25367.00			AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111319	Close	Y	NQH26					0.00	36832730	20111319.44405	Good till Canceled	shimishon
Orders	2025-12-18  13:03:19.067115	2025-12-18  13:03:19.067114	36832731	Limit	1	Pending Open	V_sim16	Buy	25307.50				AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (New). Info: Order from DTC client #32630. Sierra Chart. 109.186.11.119 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20111320	Close	Y	NQH26					0.00		20111320.70800	Good till Canceled	shimishon
Orders	2025-12-18  13:03:19.067126	2025-12-18  13:03:19.067125	36832731	Limit	1	Open	V_sim16	Buy	25307.50				AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111320	Close	Y	NQH26					0.00	36832731	20111320.70800	Good till Canceled	shimishon
Orders	2025-12-18  13:03:19.067143	2025-12-18  13:03:19.067142	36832732	Limit	1	Pending Open	V_sim16	Buy	25291.00				AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (New). Info: Order from DTC client #32630. Sierra Chart. 109.186.11.119 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20111321	Close	Y	NQH26					0.00		20111321.45989	Good till Canceled	shimishon
Orders	2025-12-18  13:03:19.067154	2025-12-18  13:03:19.067154	36832732	Limit	1	Open	V_sim16	Buy	25291.00				AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111321	Close	Y	NQH26					0.00	36832732	20111321.45989	Good till Canceled	shimishon
Orders	2025-12-18  13:03:19.067169	2025-12-18  13:03:19.067168	36832733	Limit	1	Pending Open	V_sim16	Buy	25189.75				AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (New). Info: Order from DTC client #32630. Sierra Chart. 109.186.11.119 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20111322	Close	Y	NQH26					0.00		20111322.66957	Good till Canceled	shimishon
Orders	2025-12-18  13:03:19.067178	2025-12-18  13:03:19.067177	36832733	Limit	1	Open	V_sim16	Buy	25189.75				AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111322	Close	Y	NQH26					0.00	36832733	20111322.66957	Good till Canceled	shimishon
Orders	2025-12-18  13:10:05.893846	2025-12-18  13:10:05.893844	36832730	Stop Limit	3	Filled	V_sim16	Buy	25357.00	25367.00	25357.00	3	AT_NQ_TM(D-R-2+last50)	-3	Trading Evaluator (Filled). Info: Trade simulation fill. Bid: 25356.75 Ask: 25357.00 Last: 25357.00. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111319	Close	Y	NQH26		36832730.1			0.00	36832730	20111319.44405	Good till Canceled	shimishon
Positions	2025-12-18  13:10:05.893854	00:00:00.000000			3	Unspecified	V_sim16								Updated Internal Position Quantity to 0. Previous: -3. Fill of InternalOrderID: 20111319			N	NQH26					0.00				
Fills	2025-12-18  13:10:05.893857	2025-12-18  13:10:07.324000	36832730	Stop Limit	3	Filled	V_sim16	Buy	25357.00	25367.00	25357.00	3	AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Filled). Info: Trade simulation fill. Bid: 25356.75 Ask: 25357.00 Last: 25357.00. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111319	Close	Y	NQH26		36832730.1	25357.00	25317.25	0.00	36832730	20111319.44405	Good till Canceled	shimishon
Positions	2025-12-18  13:10:05.894045	00:00:00.000000				Unspecified	V_sim16								Updated Service Position Quantity to 0			N	NQH26					0.00				
Orders	2025-12-18  13:10:05.974499	2025-12-18  13:10:05.974498	36832731	Limit	1	Open	V_sim16	Buy	25307.50				AT_NQ_TM(D-R-2+last50)		Initiating: Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  13:09:00.000	20111320	Close	Y	NQH26					0.00	36832731	20111320.70800	Good till Canceled	shimishon
Orders	2025-12-18  13:10:05.974522	2025-12-18  13:10:05.974518	36832731	Limit	1	Pending Cancel	V_sim16	Buy	25307.50				AT_NQ_TM(D-R-2+last50)		Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  13:09:00.000	20111320	Close	Y	NQH26					0.00	36832731	20111320.70800	Good till Canceled	
Orders	2025-12-18  13:10:05.974562	2025-12-18  13:10:05.974561	36832732	Limit	1	Pending Cancel	V_sim16	Buy	25291.00				AT_NQ_TM(D-R-2+last50)		Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  13:09:00.000	20111321	Close	Y	NQH26					0.00	36832732	20111321.45989	Good till Canceled	
Orders	2025-12-18  13:10:05.974572	2025-12-18  13:10:05.974571	36832733	Limit	1	Pending Cancel	V_sim16	Buy	25189.75				AT_NQ_TM(D-R-2+last50)		Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  13:09:00.000	20111322	Close	Y	NQH26					0.00	36832733	20111322.66957	Good till Canceled	
Orders	2025-12-18  13:10:06.355726	2025-12-18  13:10:06.355717	36832731	Limit	1	Canceled	V_sim16	Buy	25307.50				AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Canceled). Info: Simulated order canceled. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111320	Close	Y	NQH26					0.00	36832731	20111320.70800	Good till Canceled	shimishon
Orders	2025-12-18  13:10:06.355816	2025-12-18  13:10:06.355815	36832732	Limit	1	Canceled	V_sim16	Buy	25291.00				AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Canceled). Info: Simulated order canceled. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111321	Close	Y	NQH26					0.00	36832732	20111321.45989	Good till Canceled	shimishon
Orders	2025-12-18  13:10:06.355906	2025-12-18  13:10:06.355902	36832733	Limit	1	Canceled	V_sim16	Buy	25189.75				AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Canceled). Info: Simulated order canceled. Text: Tag: AT_NQ_TM(D-R-2+last50)	20111322	Close	Y	NQH26					0.00	36832733	20111322.66957	Good till Canceled	shimishon
Positions	2025-12-18  13:10:15.020602	00:00:00.000000				Unspecified	V_sim16								Removing Position with quantity of 0			N	NQH26					0.00				
