ActivityType	DateTime	TransDateTime	ServiceOrderID	OrderType	Quantity	OrderStatus	TradeAccount	BuySell	Price	Price2	FillPrice	FilledQuantity	Note	OrderActionSource	InternalOrderID	Symbol	OpenClose	ParentInternalOrderID	PositionQuantity	FillExecutionServiceID	HighDuringPosition	LowDuringPosition	AccountBalance	ExchangeOrderID	ClientOrderID	TimeInForce	Username	IsAutomated
Fills	2026-01-19  15:02:43.740066	2026-01-19  15:02:45.000000	20523878	Limit	1	Filled	3Q_sim14	Sell	59.4799987		59.4799987	1		Order update (Filled). Info: Trading Evaluator (Filled). Info: Trade simulation fill. Bid: 59.48 Ask: 59.50 Last: 59.47	20479603	CLG26	Close		2	37537251.1	59.4799987	59.2500000	0.00	37537251	20479603.54849	Good till Canceled	shimishon	Y
Positions	2026-01-19  15:02:43.740148	00:00:00.000000				Unspecified	3Q_sim14							Updated Service Position Quantity to 2		CLG26			2				0.00					N
Orders	2026-01-19  15:02:43.768253	2026-01-19  15:02:43.768250	20523879	Stop Limit	3	Pending Cancel	3Q_sim14	Sell	59.0299987	58.9899987				Auto-trade canceled order: CLG26 [CBV]  500 Volume #3 | Autotrader V1.3	20479604	CLG26	Close		2				0.00	37537252	20479604.96826	Good till Canceled	shimishon	Y
Orders	2026-01-19  15:02:43.768512	2026-01-19  15:02:43.768507		Stop Limit	2	Order Sent	3Q_sim14	Sell	59.0299987	58.9899987			AutoTrader_	Auto-trade: CLG26 [CBV]  500 Volume #3 | Autotrader V1.3 | SellEntry | AutoTrader_ | Bar start date-time: 2026-01-19  09:30:33.016 | Last: 59.469997 | Scaling out | AOE=false | AOU=false	20480146	CLG26	Close		2				0.00			Good till Canceled		Y
Orders	2026-01-19  15:02:43.787083	2026-01-19  15:02:43.787080	20524421	Stop Limit	2	Pending Open	3Q_sim14	Sell	59.0299987	58.9899987			AutoTrader_	Order update (New). Info: Order from DTC client #3. Sierra Chart. 127.0.0.1 | Client text: Tag: AutoTrader_. Text: Tag: AutoTrader_	20480146	CLG26	Close		2				0.00		20480146.32830	Good till Canceled	shimishon	Y
Orders	2026-01-19  15:02:44.020965	2026-01-19  15:02:44.020963	20523879	Stop Limit	3	Canceled	3Q_sim14	Sell	59.0299987	58.9899987				Order update (Canceled). Info: Trading Evaluator (Canceled). Info: Simulated order canceled	20479604	CLG26	Close		2				0.00	37537252	20479604.96826	Good till Canceled	shimishon	Y
Orders	2026-01-19  15:02:44.020978	2026-01-19  15:02:44.020977	20524421	Stop Limit	2	Open	3Q_sim14	Sell	59.0299987	58.9899987			AutoTrader_	Order update (Order update). Info: Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: Tag: AutoTrader_. Text: Tag: AutoTrader_	20480146	CLG26	Close		2				0.00	37538597	20480146.32830	Good till Canceled	shimishon	Y
Orders	2026-01-19  21:59:28.075189	2026-01-19  21:59:28.075179	20523880	Limit	1	Pending Cancel	3Q_sim14	Sell	59.8799987					Order update (Order update). Info: Trading Evaluator (Order update). Info: Canceling orders for Flatten Position operation Flatten Position for symbol where trading has ended	20479605	CLG26	Close		2				0.00	37537253	20479605.16056	Good till Canceled	shimishon	Y
Orders	2026-01-19  21:59:28.075262	2026-01-19  21:59:28.075260	20523880	Limit	1	Canceled	3Q_sim14	Sell	59.8799987					Order update (Canceled). Info: Trading Evaluator (Canceled). Info: Simulated order canceled	20479605	CLG26	Close		2				0.00	37537253	20479605.16056	Good till Canceled	shimishon	Y
Orders	2026-01-19  21:59:28.079157	2026-01-19  21:59:28.079151	20523881	Limit	1	Pending Cancel	3Q_sim14	Sell	61.2799986					Order update (Order update). Info: Trading Evaluator (Order update). Info: Canceling orders for Flatten Position operation Flatten Position for symbol where trading has ended	20479606	CLG26	Close		2				0.00	37537254	20479606.93745	Good till Canceled	shimishon	Y
Orders	2026-01-19  21:59:28.168378	2026-01-19  21:59:28.168368	20523881	Limit	1	Canceled	3Q_sim14	Sell	61.2799986					Order update (Canceled). Info: Trading Evaluator (Canceled). Info: Simulated order canceled	20479606	CLG26	Close		2				0.00	37537254	20479606.93745	Good till Canceled	shimishon	Y
