Symbol	Trade Type	Entry DateTime	Exit DateTime	Entry Price	Exit Price	Trade Quantity	Max Open Quantity	Max Closed Quantity	Profit/Loss (C)	Cumulative Profit/Loss (C)	Duration	Commission (C)	High Price While Open	Low Price While Open	Exit Efficiency	Account	Entry Efficiency	FlatToFlat Profit/Loss (C)	FlatToFlat Max Open Profit (C)	FlatToFlat Max Open Loss (C)	Max Open Profit (C)	Max Open Loss (C)	Note	Total Efficiency	Open Position Quantity	Close Position Quantity	Highest Cumulative P/L (C)	Lowest Cumulative P/L (C)	Maximum Runup (C)	Maximum Drawdown (C)
CLF26	Short	2025-12-03  10:56:35.000	2025-12-03  10:58:37.000	59.44	59.52	2	4	3	-168.40	-5032.60	00:02:02	8.40	59.52	59.44	69.8%	IPS_TM_5dupli	100.0%	-675.20	40.00	-650.00	0.00	-160.00	AutoTrader_	-24.4%	4	1	0.00	-5032.60	269.00	-5032.60
CLF26	Short	2025-12-03  10:56:35.000	2025-12-03  11:03:05.000	59.44	59.42	1	4	4	15.80	-5016.80	00:06:30	4.20	59.52	59.42	94.4%	IPS_TM_5dupli	100.0%	-659.40	60.00	-730.00	20.00	-80.00	AutoTrader_	2.0%	4	3	0.00	-5032.60	269.00	-5032.60
CLF26	Short	2025-12-03  11:01:41.000	2025-12-03  11:04:49.000	59.50	59.43	2	4	3	131.60	-4885.20	00:03:08	8.40	59.51	59.38	87.3%	IPS_TM_5dupli	92.3%	-527.80	260.00	-750.00	240.00	-20.00	AutoTrader_	13.0%	4	1	0.00	-5032.60	269.00	-5032.60
CLF26	Short	2025-12-03  11:01:41.000	2025-12-03  11:07:15.000 EP	59.50	59.51	1	4	4	-14.20	-4899.40	00:05:34	4.20	59.51	59.38	65.4%	IPS_TM_5dupli	92.3%	-542.00 F	380.00	-760.00	120.00	-10.00	AutoTrader_	-1.2%	4	0	0.00	-5032.60	269.00	-5032.60
CLF26	Long	2025-12-03  11:07:15.000 BP	2025-12-03  11:09:36.000 EP	59.51	59.44	2	2	2	-148.40	-5047.80	00:02:21	8.40	59.53	59.44	-4.7%	IPS_TM_5dupli	100.0%	-148.40 F	40.00	-140.00	40.00	-140.00	AutoTrader_	-82.4%	2	0	0.00	-5047.80	269.00	-5047.80
CLF26	Short	2025-12-03  11:09:36.000 BP	2025-12-03  11:12:59.000	59.44	59.36	1	4	1	75.80	-4972.00	00:03:23	4.20	59.49	59.36	96.8%	IPS_TM_5dupli	0.0%	75.80	80.00	-50.00	80.00	-50.00	AutoTrader_	58.3%	1	3	0.00	-5047.80	269.00	-5047.80
CLF26	Short	2025-12-03  11:09:36.000	2025-12-03  11:15:12.000	59.44	59.38	2	4	3	111.60	-4860.40	00:05:36	8.40	59.49	59.31	53.4%	IPS_TM_5dupli	0.0%	187.40	340.00	-150.00	260.00	-100.00	AutoTrader_	22.8%	4	1	0.00	-5047.80	269.00	-5047.80
CLF26	Short	2025-12-03  11:09:36.000	2025-12-03  11:31:00.000	59.44	59.36	1	4	4	75.80	-4784.60	00:21:24	4.20	59.49	59.31	41.2%	IPS_TM_5dupli	0.0%	263.20	470.01	-200.00	130.00	-50.00	AutoTrader_	11.3%	4	3	0.00	-5047.80	269.00	-5047.80
CLF26	Short	2025-12-03  11:23:13.000	2025-12-03  11:33:30.000	59.43	59.37	2	4	3	111.60	-4673.00	00:10:17	8.40	59.47	59.29	32.6%	IPS_TM_5dupli	54.5%	374.80	610.00	-130.00	280.00	-80.00	AutoTrader_	15.1%	4	1	0.00	-5047.80	374.80	-5047.80
CLF26	Short	2025-12-03  11:23:13.000	2025-12-03  11:41:55.000 EP	59.43	59.21	1	4	4	215.80	-4457.20	00:18:42	4.20	59.47	59.21	38.6%	IPS_TM_5dupli	54.5%	590.60 F	830.00	-170.00	220.00	-40.00	AutoTrader_	21.6%	4	0	0.00	-5047.80	590.60	-5047.80
CLF26	Long	2025-12-03  11:41:55.000 BP	2025-12-03  11:43:03.000	59.21	59.28	1	2	1	65.80	-4391.40	00:01:08	4.20	59.28	59.20	94.7%	IPS_TM_5dupli	100.0%	65.80	70.00	-10.00	70.00	-10.00	AutoTrader_	82.2%	2	1	0.00	-5047.80	656.40	-5047.80
CLF26	Long	2025-12-03  11:41:55.000	2025-12-03  11:47:44.000 EP	59.21	59.24	1	2	2	25.80	-4365.60	00:05:49	4.20	59.31	59.20	24.1%	IPS_TM_5dupli	100.0%	91.60 F	170.00	-20.00	100.00	-10.00	AutoTrader_	13.6%	2	0	0.00	-5047.80	682.20	-5047.80
CLF26	Short	2025-12-03  11:47:44.000 BP	2025-12-03  11:53:30.000	59.24	59.17	1	6	1	65.80	-4299.80	00:05:46	4.20	59.26	59.17	95.3%	IPS_TM_5dupli	12.5%	65.80	70.00	-20.00	70.00	-20.00	AutoTrader_	73.1%	1	5	0.00	-5047.80	748.00	-5047.80
CLF26	Short	2025-12-03  11:47:44.000	2025-12-03  11:55:03.000	59.24	59.10	1	6	2	135.80	-4164.00	00:07:19	4.20	59.26	59.10	70.3%	IPS_TM_5dupli	12.5%	201.60	210.00	-40.00	140.00	-20.00	AutoTrader_	54.3%	3	4	0.00	-5047.80	883.80	-5047.80
CLF26	Short	2025-12-03  11:47:44.000	2025-12-03  11:59:08.000	59.24	58.98	1	6	3	255.80	-3908.20	00:11:24	4.20	59.26	58.86	48.6%	IPS_TM_5dupli	12.5%	457.40	590.00	-60.00	380.00	-20.00		39.4%	3	3	0.00	-5047.80	1139.60	-5047.80
CLF26	Short	2025-12-03  11:47:44.000	2025-12-03  11:59:08.000	59.24	58.98	2	6	5	511.60	-3396.60	00:11:24	8.40	59.26	58.86	42.2%	IPS_TM_5dupli	12.5%	969.00	1350.01	-100.00	760.00	-40.00	AutoTrader_	35.3%	6	1	0.00	-5047.80	1651.20	-5047.80
CLF26	Short	2025-12-03  11:47:44.000	2025-12-03  11:59:08.000 EP	59.24	58.98	1	6	6	255.80	-3140.80	00:11:24	4.20	59.26	58.86	20.3%	IPS_TM_5dupli	12.5%	1224.80 F	1730.01	-120.00	380.00	-20.00	AutoTrader_	13.8%	6	0	0.00	-5047.80	1907.00	-5047.80
CLF26	Long	2025-12-03  11:59:08.000 BP	2025-12-03  12:05:26.000	58.98	59.05	1	2	1	65.80	-3075.00	00:06:18	4.20	59.05	58.93	96.5%	IPS_TM_5dupli	100.0%	65.80	70.00	-50.00	70.00	-50.00	AutoTrader_	54.8%	2	1	0.00	-5047.80	1972.80	-5047.80
CLF26	Long	2025-12-03  11:59:08.000	2025-12-03  12:09:28.000 EP	58.98	59.12	1	2	2	135.80	-2939.20	00:10:20	4.20	59.12	58.93	76.1%	IPS_TM_5dupli	100.0%	201.60 F	210.00	-100.00	140.00	-50.00	AutoTrader_	43.8%	2	0	0.00	-5047.80	2108.60	-5047.80
CLF26	Short	2025-12-03  12:12:10.000 BP	2025-12-03  12:14:30.000	59.09	59.15	1	4	1	-64.20	-3003.40	00:02:20	4.20	59.15	59.09	-7.0%	IPS_TM_5dupli	0.0%	-64.20	0.00	-60.00	0.00	-60.00	AutoTrader_	-107.0%	1	3	0.00	-5047.80	2108.60	-5047.80
CLF26	Short	2025-12-03  12:12:10.000	2025-12-03  12:14:30.000	59.09	59.15	2	4	3	-128.40	-3131.80	00:02:20	8.40	59.15	59.09	28.7%	IPS_TM_5dupli	0.0%	-192.60	0.00	-180.00	0.00	-120.00	AutoTrader_	-71.3%	4	1	0.00	-5047.80	2108.60	-5047.80
CLF26	Short	2025-12-03  12:12:10.000	2025-12-03  12:31:25.000	59.09	59.33	1	4	4	-244.20	-3376.00	00:19:15	4.20	59.40	59.09	50.2%	IPS_TM_5dupli	0.0%	-436.80	0.00	-490.00	0.00	-310.00	AutoTrader_	-49.8%	4	3	0.00	-5047.80	2108.60	-5047.80
CLF26	Short	2025-12-03  12:29:28.000	2025-12-03  12:33:27.000	59.39	59.34	2	4	3	91.60	-3284.40	00:03:59	8.40	59.40	59.27	80.2%	IPS_TM_5dupli	100.0%	-345.20	240.00	-510.00	240.00	-20.00	AutoTrader_	12.2%	4	1	0.00	-5047.80	2108.60	-5047.80
CLF26	Short	2025-12-03  12:29:28.000	2025-12-03  13:11:50.000 EP	59.39	59.22	1	4	4	165.80	-3118.60	00:42:22	4.20	59.40	59.22	73.7%	IPS_TM_5dupli	100.0%	-179.40 F	410.00	-520.00	170.00	-10.00	AutoTrader_	17.8%	4	0	0.00	-5047.80	2108.60	-5047.80
CLF26	Long	2025-12-03  13:11:50.000 BP	2025-12-03  13:15:08.000	59.22	59.28	1	2	1	55.80	-3062.80	00:03:18	4.20	59.28	59.21	94.0%	IPS_TM_5dupli	100.0%	55.80	60.00	-10.00	60.00	-10.00	AutoTrader_	79.7%	2	1	0.00	-5047.80	2108.60	-5047.80
CLF26	Long	2025-12-03  13:11:50.000	2025-12-03  13:22:56.000 EP	59.22	59.28	1	2	2	55.80	-3007.00	00:11:06	4.20	59.34	59.21	37.9%	IPS_TM_5dupli	100.0%	111.60 F	180.00	-20.00	120.00	-10.00	AutoTrader_	27.9%	2	0	0.00	-5047.80	2108.60	-5047.80
CLF26	Short	2025-12-03  13:22:56.000 BP	2025-12-03  13:26:54.000 EP	59.28	59.25	1	1	1	25.80	-2981.20	00:03:58	4.20	59.28	59.25	86.0%	IPS_TM_5dupli	25.0%	25.80 F	30.00	0.00	30.00	0.00	AutoTrader_	86.0%	1	0	0.00	-5047.80	2108.60	-5047.80
CLF26	Long	2025-12-03  13:26:54.000 BP	2025-12-03  13:31:53.000 EP	59.25	59.18	2	2	2	-148.40	-3129.60	00:04:59	8.40	59.27	59.15	21.5%	IPS_TM_5dupli	100.0%	-148.40 F	40.00	-200.00	40.00	-200.00	AutoTrader_	-61.8%	2	0	0.00	-5047.80	2108.60	-5047.80
CLF26	Short	2025-12-03  13:31:53.000 BP	2025-12-03  13:35:46.000 EP	59.18	59.11	1	1	1	65.80	-3063.80	00:03:53	4.20	59.18	59.11	94.0%	IPS_TM_5dupli	25.0%	65.80 F	70.00	0.00	70.00	0.00	AutoTrader_	94.0%	1	0	0.00	-5047.80	2108.60	-5047.80
CLF26	Long	2025-12-03  13:35:46.000 BP	2025-12-03  13:40:31.000	59.11	59.17	1	2	1	55.80	-3008.00	00:04:45	4.20	59.20	59.07	73.7%	IPS_TM_5dupli	100.0%	55.80	90.00	-40.00	90.00	-40.00	AutoTrader_	42.9%	2	1	0.00	-5047.80	2108.60	-5047.80
CLF26	Long	2025-12-03  13:35:46.000	2025-12-03  13:46:20.000 EP	59.11	59.14	1	2	2	25.80	-2982.20	00:10:34	4.20	59.20	59.07	40.7%	IPS_TM_5dupli	100.0%	81.60 F	180.00	-80.00	90.00	-40.00	AutoTrader_	9.9%	2	0	0.00	-5047.80	2108.60	-5047.80
CLF26	Short	2025-12-03  13:46:20.000 BP	2025-12-03  14:07:03.000 EP	59.14	59.06	1	1	1	75.80	-2906.40	00:20:43	4.20	59.14	59.06	94.8%	IPS_TM_5dupli	16.7%	75.80 F	80.00	0.00	80.00	0.00	AutoTrader_	94.8%	1	0	0.00	-5047.80	2141.40	-5047.80
CLF26	Long	2025-12-03  14:07:03.000 BP	2025-12-03  14:18:55.000 EP	59.06	58.99	2	2	2	-148.40	-3054.80	00:11:52	8.40	59.11	58.99	-3.5%	IPS_TM_5dupli	100.0%	-148.40 F	100.00	-140.00	100.00	-140.00	AutoTrader_	-61.8%	2	0	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-03  14:18:55.000 BP	2025-12-03  14:20:36.000 EP	58.99	59.03	1	1	1	-44.20	-3099.00	00:01:41	4.20	59.03	58.99	-10.5%	IPS_TM_5dupli	0.0%	-44.20 F	0.00	-40.00	0.00	-40.00	AutoTrader_	-110.5%	1	0	0.00	-5047.80	2141.40	-5047.80
CLF26	Long	2025-12-03  14:20:36.000 BP	2025-12-03  14:23:12.000 EP	59.03	58.96	2	2	2	-148.40	-3247.40	00:02:36	8.40	59.03	58.96	-6.0%	IPS_TM_5dupli	100.0%	-148.40 F	0.00	-140.00	0.00	-140.00	AutoTrader_	-106.0%	2	0	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-03  14:23:12.000 BP	2025-12-03  14:24:50.000 EP	58.96	58.97	1	1	1	-14.20	-3261.60	00:01:38	4.20	58.97	58.96	-42.0%	IPS_TM_5dupli	0.0%	-14.20 F	0.00	-10.00	0.00	-10.00	AutoTrader_	-142.0%	1	0	0.00	-5047.80	2141.40	-5047.80
CLF26	Long	2025-12-03  14:24:50.000 BP	2025-12-03  14:25:22.000 EP	58.97	58.92	2	2	2	-108.40	-3370.00	00:00:32	8.40	58.97	58.92	-8.4%	IPS_TM_5dupli	100.0%	-108.40 F	0.00	-100.00	0.00	-100.00	AutoTrader_	-108.4%	2	0	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-03  14:25:22.000 BP	2025-12-03  14:25:56.000 EP	58.92	58.99	1	1	1	-74.20	-3444.20	00:00:34	4.20	58.99	58.92	-6.0%	IPS_TM_5dupli	0.0%	-74.20 F	0.00	-70.00	0.00	-70.00	AutoTrader_	-106.0%	1	0	0.00	-5047.80	2141.40	-5047.80
CLF26	Long	2025-12-03  14:25:56.000 BP	2025-12-03  14:30:44.000 EP	58.99	58.89	2	2	2	-208.40	-3652.60	00:04:48	8.40	59.01	58.89	-3.5%	IPS_TM_5dupli	100.0%	-208.40 F	40.00	-200.00	40.00	-200.00	AutoTrader_	-86.8%	2	0	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-03  14:30:44.000 BP	2025-12-03  14:31:34.000 EP	58.89	58.89	1	1	1	-4.20	-3656.80	00:00:50	4.20	58.89	58.89	0.0%	IPS_TM_5dupli	0.0%	-4.20 F	0.00	0.00	0.00	0.00	AutoTrader_	0.0%	1	0	0.00	-5047.80	2141.40	-5047.80
CLF26	Long	2025-12-03  14:31:34.000 BP	2025-12-03  14:44:17.000	58.89	58.93	1	2	1	35.80	-3621.00	00:12:43	4.20	58.94	58.84	85.8%	IPS_TM_5dupli	100.0%	35.80	50.00	-50.00	50.00	-50.00	AutoTrader_	35.8%	2	1	0.00	-5047.80	2141.40	-5047.80
CLF26	Long	2025-12-03  14:31:34.000	2025-12-03  14:47:32.000 EP	58.89	58.97	1	2	2	75.80	-3545.20	00:15:58	4.20	58.97	58.84	76.4%	IPS_TM_5dupli	100.0%	111.60 F	130.00	-100.00	80.00	-50.00	AutoTrader_	33.0%	2	0	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-03  15:00:11.000 BP	2025-12-03  15:12:04.000	58.94	59.01	1	4	1	-74.20	-3619.40	00:11:53	4.20	59.01	58.94	-6.0%	IPS_TM_5dupli	0.0%	-74.20	0.00	-70.00	0.00	-70.00	AutoTrader_	-106.0%	1	3	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-03  15:00:11.000	2025-12-03  15:12:04.000	58.94	59.01	2	4	3	-148.40	-3767.80	00:11:53	8.40	59.01	58.94	29.3%	IPS_TM_5dupli	0.0%	-222.60	0.00	-210.00	0.00	-140.00	AutoTrader_	-70.7%	4	1	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-03  15:00:11.000	2025-12-03  16:59:01.000	58.94	59.11	1	4	4	-174.20	-3942.00	01:58:50	4.20	59.13	58.94	56.4%	IPS_TM_5dupli	0.0%	-396.80	0.00	-400.00	0.00	-190.00	AutoTrader_	-43.6%	4	3	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-03  16:31:41.000	2025-12-03  16:59:01.000	59.10	59.11	2	4	3	-28.40	-3970.40	00:27:20	8.40	59.13	59.09	89.9%	IPS_TM_5dupli	100.0%	-425.20	20.00	-460.00	20.00	-60.00	AutoTrader_	-5.9%	4	1	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-03  16:31:41.000	2025-12-03  18:00:01.000	59.10	59.09	1	4	4	5.80	-3964.60	01:28:20	4.20	59.13	59.07	91.8%	IPS_TM_5dupli	100.0%	-419.40	50.00	-489.99	30.00	-30.00	AutoTrader_	1.1%	4	3	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-03  18:00:01.000	2025-12-03  18:00:01.000	59.07	59.09	2	4	3	-48.40	-4013.00	00:00:00	8.40	59.09	59.07	84.3%	IPS_TM_5dupli	68.4%	-467.80	30.00	-470.00	0.00	-40.00	AutoTrader_	-9.7%	4	1	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-03  18:00:01.000	2025-12-03  20:01:04.000	59.07	59.08	1	4	4	-14.20	-4027.20	02:01:03	4.20	59.09	58.98	78.0%	IPS_TM_5dupli	68.4%	-482.00	120.00	-490.00	90.00	-20.00	AutoTrader_	-2.3%	4	3	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-03  18:23:42.000	2025-12-03  20:01:04.000	58.99	59.08	2	4	3	-188.40	-4215.60	01:37:22	8.40	59.08	58.98	59.7%	IPS_TM_5dupli	26.3%	-670.40	110.00	-630.00	20.00	-180.00	AutoTrader_	-25.5%	4	1	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-03  18:23:42.000	2025-12-03  21:01:26.000	58.99	59.06	1	4	4	-74.20	-4289.80	02:37:44	4.20	59.12	58.98	77.9%	IPS_TM_5dupli	26.3%	-744.60	120.00	-760.00	10.00	-130.00	AutoTrader_	-8.4%	4	3	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-03  20:58:22.000	2025-12-03  21:24:15.000	59.11	59.19	2	4	3	-168.40	-4458.20	00:25:53	8.40	59.19	59.04	70.0%	IPS_TM_5dupli	89.5%	-913.00	150.00	-910.00	140.00	-160.00	AutoTrader_	-15.9%	4	1	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-03  20:58:22.000	2025-12-04  00:13:22.000	59.11	59.30	1	4	4	-194.20	-4652.40	03:15:00	4.20	59.30	59.04	68.6%	IPS_TM_5dupli	89.5%	-1107.20	220.00	-1100.00	70.00	-190.00	AutoTrader_	-14.7%	4	3	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-03  22:32:59.000	2025-12-04  00:13:22.000	59.21	59.30	2	4	3	-188.40	-4840.80	01:40:23	8.40	59.30	59.21	80.0%	IPS_TM_5dupli	100.0%	-1295.60	70.00	-1220.00	0.00	-180.00	AutoTrader_	-14.6%	4	1	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-03  22:32:59.000	2025-12-04  01:11:37.000	59.21	59.31	1	4	4	-104.20	-4945.00	02:38:38	4.20	59.31	59.18	85.6%	IPS_TM_5dupli	100.0%	-1399.80	100.00	-1320.00	30.00	-100.00	AutoTrader_	-7.3%	4	3	0.00	-5047.80	2141.40	-5047.80
CLF26	Short	2025-12-04  00:50:17.000	2025-12-04  01:11:37.000	59.19	59.31	2	4	3	-248.40	-5193.40	00:21:20	8.40	59.31	59.18	81.5%	IPS_TM_5dupli	69.4%	-1648.20	50.00	-1560.00	20.00	-240.00	AutoTrader_	-15.4%	4	1	0.00	-5193.40	2141.40	-5193.40
CLF26	Short	2025-12-04  00:50:17.000	2025-12-04  01:30:10.000 EP	59.19	59.33	1	4	4	-144.20	-5337.60	00:39:53	4.20	59.33	59.18	88.4%	IPS_TM_5dupli	69.4%	-1792.40 F	59.99	-1700.00	10.00	-140.00	AutoTrader_	-8.2%	4	0	0.00	-5337.60	2141.40	-5337.60
CLF26	Long	2025-12-04  01:30:10.000 BP	2025-12-04  01:54:24.000	59.33	59.40	1	2	1	65.80	-5271.80	00:24:14	4.20	59.40	59.32	94.7%	IPS_TM_5dupli	100.0%	65.80	70.00	-10.00	70.00	-10.00	AutoTrader_	82.3%	2	1	0.00	-5337.60	2141.40	-5337.60
CLF26	Long	2025-12-04  01:30:10.000	2025-12-04  02:24:06.000 EP	59.33	59.32	1	2	2	-14.20	-5286.00	00:53:56	4.20	59.45	59.32	2.8%	IPS_TM_5dupli	100.0%	51.60 F	190.00	-20.00	120.00	-10.00	AutoTrader_	-6.8%	2	0	0.00	-5337.60	2141.40	-5337.60
CLF26	Short	2025-12-04  02:24:06.000 BP	2025-12-04  02:41:29.000 EP	59.32	59.39	1	1	1	-74.20	-5360.20	00:17:23	4.20	59.39	59.32	-6.0%	IPS_TM_5dupli	0.0%	-74.20 F	0.00	-70.00	0.00	-70.00	AutoTrader_	-106.0%	1	0	0.00	-5360.20	2141.40	-5360.20
CLF26	Long	2025-12-04  02:41:29.000 BP	2025-12-04  03:01:01.000 EP	59.39	59.29	2	2	2	-208.40	-5568.60	00:19:32	8.40	59.40	59.29	-3.8%	IPS_TM_5dupli	100.0%	-208.40 F	20.00	-200.00	20.00	-200.00	AutoTrader_	-94.7%	2	0	0.00	-5568.60	2141.40	-5568.60
CLF26	Short	2025-12-04  03:01:01.000 BP	2025-12-04  03:21:12.000 EP	59.29	59.26	1	1	1	25.80	-5542.80	00:20:11	4.20	59.29	59.26	86.0%	IPS_TM_5dupli	0.0%	25.80 F	30.00	0.00	30.00	0.00	AutoTrader_	86.0%	1	0	0.00	-5568.60	2141.40	-5568.60
CLF26	Long	2025-12-04  03:21:12.000 BP	2025-12-04  03:29:55.000 EP	59.26	59.16	2	2	2	-208.40	-5751.20	00:08:43	8.40	59.26	59.16	-4.2%	IPS_TM_5dupli	100.0%	-208.40 F	0.00	-200.00	0.00	-200.00	AutoTrader_	-104.2%	2	0	0.00	-5751.20	2141.40	-5751.20
CLF26	Short	2025-12-04  03:29:55.000 BP	2025-12-04  03:33:33.000 EP	59.16	59.24	1	1	1	-84.20	-5835.40	00:03:38	4.20	59.24	59.16	-5.3%	IPS_TM_5dupli	0.0%	-84.20 F	0.00	-80.00	0.00	-80.00	AutoTrader_	-105.3%	1	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  03:33:33.000 BP	2025-12-04  03:53:46.000	59.24	59.32	1	2	1	75.80	-5759.60	00:20:13	4.20	59.32	59.11	98.0%	IPS_TM_5dupli	100.0%	75.80	80.00	-130.00	80.00	-130.00	AutoTrader_	36.1%	2	1	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  03:33:33.000	2025-12-04  03:55:29.000 EP	59.24	59.41	1	2	2	165.80	-5593.80	00:21:56	4.20	59.41	59.11	83.5%	IPS_TM_5dupli	100.0%	241.60 F	250.00	-260.00	170.00	-130.00	AutoTrader_	32.5%	2	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  04:00:52.000 BP	2025-12-04  04:10:09.000	59.34	59.25	1	4	1	85.80	-5508.00	00:09:17	4.20	59.37	59.25	96.5%	IPS_TM_5dupli	0.0%	85.80	90.00	-30.00	90.00	-30.00	AutoTrader_	71.5%	1	3	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  04:00:52.000	2025-12-04  04:11:27.000	59.34	59.15	1	4	2	185.80	-5322.20	00:10:35	4.20	59.37	59.15	72.3%	IPS_TM_5dupli	0.0%	271.60	280.00	-60.00	190.00	-30.00	AutoTrader_	54.6%	4	2	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  04:00:52.000	2025-12-04  04:27:02.000	59.34	59.18	1	4	3	155.80	-5166.40	00:26:10	4.20	59.37	59.09	39.6%	IPS_TM_5dupli	0.0%	427.40	530.00	-90.00	250.00	-30.00	AutoTrader_	25.1%	4	1	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  04:00:52.000	2025-12-04  04:27:02.000 EP	59.34	59.18	1	4	4	155.80	-5010.60	00:26:10	4.20	59.37	59.09	30.6%	IPS_TM_5dupli	0.0%	583.20 F	780.00	-120.00	250.00	-30.00	AutoTrader_	17.3%	4	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  04:27:02.000 BP	2025-12-04  04:35:00.000	59.18	59.27	1	2	1	85.80	-4924.80	00:07:58	4.20	59.27	59.16	96.2%	IPS_TM_5dupli	100.0%	85.80	90.00	-20.00	90.00	-20.00	AutoTrader_	78.0%	2	1	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  04:27:02.000	2025-12-04  04:49:34.000 EP	59.18	59.21	1	2	2	25.80	-4899.00	00:22:32	4.20	59.31	59.16	25.3%	IPS_TM_5dupli	100.0%	111.60 F	220.00	-40.00	130.00	-20.00	AutoTrader_	9.9%	2	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  04:49:34.000 BP	2025-12-04  05:56:45.000	59.21	59.32	1	4	1	-114.20	-5013.20	01:07:11	4.20	59.32	59.19	-3.2%	IPS_TM_5dupli	0.0%	-114.20	20.00	-110.00	20.00	-110.00	AutoTrader_	-87.8%	1	3	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  05:45:42.000	2025-12-04  05:56:45.000	59.20	59.32	2	4	3	-248.40	-5261.60	00:11:03	8.40	59.32	59.19	26.1%	IPS_TM_5dupli	0.0%	-362.60	40.00	-350.00	20.00	-240.00	AutoTrader_	-63.7%	4	1	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  05:45:42.000	2025-12-04  06:51:26.000 EP	59.20	59.27	1	4	4	-74.20	-5335.80	01:05:44	4.20	59.32	59.19	76.1%	IPS_TM_5dupli	0.0%	-436.80 F	50.00	-470.00	10.00	-120.00	AutoTrader_	-14.3%	4	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  06:51:26.000 BP	2025-12-04  07:17:34.000	59.27	59.37	1	2	1	95.80	-5240.00	00:26:08	4.20	59.37	59.22	97.2%	IPS_TM_5dupli	100.0%	95.80	100.00	-50.00	100.00	-50.00	AutoTrader_	63.9%	2	1	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  06:51:26.000	2025-12-04  07:20:36.000 EP	59.27	59.26	1	2	2	-14.20	-5254.20	00:29:10	4.20	59.38	59.22	27.7%	IPS_TM_5dupli	100.0%	81.60 F	210.00	-100.00	110.00	-50.00	AutoTrader_	-4.6%	2	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  07:20:36.000 BP	2025-12-04  07:30:17.000 EP	59.26	59.28	1	1	1	-24.20	-5278.40	00:09:41	4.20	59.28	59.26	-21.0%	IPS_TM_5dupli	0.0%	-24.20 F	0.00	-20.00	0.00	-20.00	AutoTrader_	-121.0%	1	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  07:30:17.000 BP	2025-12-04  08:00:56.000	59.28	59.38	1	2	1	95.80	-5182.60	00:30:39	4.20	59.38	59.24	97.0%	IPS_TM_5dupli	100.0%	95.80	100.00	-40.00	100.00	-40.00	AutoTrader_	68.4%	2	1	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  07:30:17.000	2025-12-04  08:09:11.000 EP	59.28	59.34	1	2	2	55.80	-5126.80	00:38:54	4.20	59.40	59.24	45.3%	IPS_TM_5dupli	100.0%	151.60 F	220.00	-80.00	120.00	-40.00	AutoTrader_	18.6%	2	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  08:09:11.000 BP	2025-12-04  08:21:09.000	59.34	59.39	1	4	1	-54.20	-5181.00	00:11:58	4.20	59.43	59.33	35.8%	IPS_TM_5dupli	14.3%	-54.20	10.00	-90.00	10.00	-90.00	AutoTrader_	-54.2%	1	3	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  08:14:29.000	2025-12-04  08:21:09.000	59.41	59.39	2	4	3	31.60	-5149.40	00:06:40	8.40	59.43	59.33	53.9%	IPS_TM_5dupli	100.0%	-22.60	170.00	-130.00	160.00	-40.00	AutoTrader_	10.5%	4	1	0.00	-5835.40	2141.40	-5835.40
