Symbol	Trade Type	Entry DateTime	Exit DateTime	Entry Price	Exit Price	Trade Quantity	Max Open Quantity	Max Closed Quantity	Profit/Loss (C)	Cumulative Profit/Loss (C)	Duration	Commission (C)	High Price While Open	Low Price While Open	Exit Efficiency	Account	Entry Efficiency	FlatToFlat Profit/Loss (C)	FlatToFlat Max Open Profit (C)	FlatToFlat Max Open Loss (C)	Max Open Profit (C)	Max Open Loss (C)	Note	Total Efficiency	Open Position Quantity	Close Position Quantity	Highest Cumulative P/L (C)	Lowest Cumulative P/L (C)	Maximum Runup (C)	Maximum Drawdown (C)
CLF26	Short	2025-12-04  08:14:29.000	2025-12-04  08:21:09.000 EP	59.41	59.39	1	4	4	15.80	-5133.60	00:06:40	4.20	59.43	59.33	41.5%	IPS_TM_5dupli	100.0%	-6.80 F	250.00	-150.01	80.00	-20.00	AutoTrader_	3.9%	4	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  08:21:09.000 BP	2025-12-04  08:27:13.000 EP	59.39	59.32	2	2	2	-148.40	-5282.00	00:06:04	8.40	59.41	59.32	-4.7%	IPS_TM_5dupli	100.0%	-148.40 F	40.00	-140.00	40.00	-140.00	AutoTrader_	-82.4%	2	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  08:27:13.000 BP	2025-12-04  08:45:58.000 EP	59.32	59.40	1	1	1	-84.20	-5366.20	00:18:45	4.20	59.40	59.32	-5.3%	IPS_TM_5dupli	0.0%	-84.20 F	0.00	-80.00	0.00	-80.00	AutoTrader_	-105.3%	1	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  08:45:58.000 BP	2025-12-04  08:51:20.000	59.40	59.49	1	2	1	85.80	-5280.40	00:05:22	4.20	59.49	59.38	96.2%	IPS_TM_5dupli	100.0%	85.80	90.00	-20.00	90.00	-20.00	AutoTrader_	78.0%	2	1	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  08:45:58.000	2025-12-04  08:56:50.000 EP	59.40	59.43	1	2	2	25.80	-5254.60	00:10:52	4.20	59.49	59.38	29.9%	IPS_TM_5dupli	100.0%	111.60 F	180.00	-40.00	90.00	-20.00	AutoTrader_	11.7%	2	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  08:56:50.000 BP	2025-12-04  09:02:02.000 EP	59.43	59.22	1	1	1	205.80	-5048.80	00:05:12	4.20	59.43	59.22	98.0%	IPS_TM_5dupli	0.0%	205.80 F	210.00	0.00	210.00	0.00	AutoTrader_	98.0%	1	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  09:02:02.000 BP	2025-12-04  09:02:55.000	59.22	59.29	1	2	1	65.80	-4983.00	00:00:53	4.20	59.30	59.19	87.1%	IPS_TM_5dupli	100.0%	65.80	80.00	-30.00	80.00	-30.00	AutoTrader_	59.8%	2	1	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  09:02:02.000	2025-12-04  09:08:30.000 EP	59.22	59.28	1	2	2	55.80	-4927.20	00:06:28	4.20	59.35	59.19	42.9%	IPS_TM_5dupli	100.0%	121.60 F	210.00	-60.00	130.00	-30.00	AutoTrader_	20.7%	2	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  09:08:30.000 BP	2025-12-04  09:13:00.000	59.28	59.20	1	4	1	75.80	-4851.40	00:04:30	4.20	59.28	59.20	94.7%	IPS_TM_5dupli	22.2%	75.80	80.00	-0.00	80.00	-0.00	AutoTrader_	94.7%	1	3	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  09:11:37.000	2025-12-04  09:15:38.000	59.27	59.23	2	4	3	71.60	-4779.80	00:04:01	8.40	59.28	59.15	26.9%	IPS_TM_5dupli	11.1%	147.40	320.00	-20.00	240.00	-20.00	AutoTrader_	21.1%	4	1	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  09:11:37.000	2025-12-04  09:15:38.000 EP	59.27	59.23	1	4	4	35.80	-4744.00	00:04:01	4.20	59.28	59.15	14.0%	IPS_TM_5dupli	11.1%	183.20 F	440.00	-30.00	120.00	-10.00	AutoTrader_	7.6%	4	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  09:15:38.000 BP	2025-12-04  09:18:37.000	59.23	59.14	1	4	1	-94.20	-4838.20	00:02:59	4.20	59.24	59.14	-4.2%	IPS_TM_5dupli	100.0%	-94.20	10.00	-90.00	10.00	-90.00	AutoTrader_	-94.2%	1	3	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  09:15:38.000	2025-12-04  09:18:37.000	59.23	59.14	2	4	3	-188.40	-5026.60	00:02:59	8.40	59.24	59.14	27.2%	IPS_TM_5dupli	100.0%	-282.60	30.00	-270.00	20.00	-180.00	AutoTrader_	-62.8%	4	1	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  09:15:38.000	2025-12-04  09:18:39.000 EP	59.23	59.14	1	4	4	-94.20	-5120.80	00:03:01	4.20	59.24	59.14	66.5%	IPS_TM_5dupli	100.0%	-376.80 F	40.00	-360.00	10.00	-90.00	AutoTrader_	-23.6%	4	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  09:18:39.000 BP	2025-12-04  09:24:24.000 EP	59.14	59.11	1	1	1	25.80	-5095.00	00:05:45	4.20	59.14	59.11	86.0%	IPS_TM_5dupli	0.0%	25.80 F	30.00	0.00	30.00	0.00	AutoTrader_	86.0%	1	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  09:24:24.000 BP	2025-12-04  09:30:22.000 EP	59.11	59.05	2	2	2	-128.40	-5223.40	00:05:58	8.40	59.15	59.05	-4.2%	IPS_TM_5dupli	100.0%	-128.40 F	80.00	-120.00	80.00	-120.00	AutoTrader_	-64.2%	2	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  09:30:22.000 BP	2025-12-04  09:45:45.000	59.05	58.98	1	4	1	65.80	-5157.60	00:15:23	4.20	59.05	58.88	38.7%	IPS_TM_5dupli	0.0%	65.80	170.00	0.00	170.00	0.00	AutoTrader_	38.7%	1	3	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  09:43:15.000	2025-12-04  09:45:45.000	58.89	58.98	2	4	3	-188.40	-5346.00	00:02:30	8.40	58.98	58.88	-2.3%	IPS_TM_5dupli	0.0%	-122.60	190.00	-180.00	20.00	-180.00	AutoTrader_	-50.9%	4	1	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  09:43:15.000	2025-12-04  09:52:00.000	58.89	58.85	1	4	4	35.80	-5310.20	00:08:45	4.20	58.98	58.85	61.2%	IPS_TM_5dupli	0.0%	-86.80	230.00	-270.00	40.00	-90.00	AutoTrader_	7.2%	4	3	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  09:46:50.000	2025-12-04  09:53:01.000	58.91	58.87	2	4	3	71.60	-5238.60	00:06:11	8.40	58.95	58.81	67.6%	IPS_TM_5dupli	11.1%	-15.20	240.00	-280.00	200.00	-80.00	AutoTrader_	13.8%	4	1	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  09:46:50.000	2025-12-04  09:54:55.000 EP	58.91	58.93	1	4	4	-24.20	-5262.80	00:08:05	4.20	58.95	58.81	44.8%	IPS_TM_5dupli	11.1%	-39.40 F	340.00	-319.99	100.00	-40.00	AutoTrader_	-3.7%	4	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  09:54:55.000 BP	2025-12-04  10:05:31.000	58.93	58.99	1	2	1	55.80	-5207.00	00:10:36	4.20	58.99	58.86	96.8%	IPS_TM_5dupli	100.0%	55.80	60.00	-70.00	60.00	-70.00	AutoTrader_	42.9%	2	1	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  09:54:55.000	2025-12-04  10:07:26.000 EP	58.93	58.96	1	2	2	25.80	-5181.20	00:12:31	4.20	59.02	58.86	57.2%	IPS_TM_5dupli	100.0%	81.60 F	150.00	-140.00	90.00	-70.00	AutoTrader_	8.9%	2	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  10:07:26.000 BP	2025-12-04  10:26:01.000	58.96	59.06	1	4	1	-104.20	-5285.40	00:18:35	4.20	59.13	58.96	38.7%	IPS_TM_5dupli	0.0%	-104.20	0.00	-170.00	0.00	-170.00	AutoTrader_	-61.3%	1	3	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  10:25:29.000	2025-12-04  10:27:43.000	59.12	59.14	2	4	3	-48.40	-5333.80	00:02:14	8.40	59.14	59.02	39.4%	IPS_TM_5dupli	100.0%	-152.60	200.00	-210.00	200.00	-40.00	AutoTrader_	-11.8%	4	1	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  10:25:29.000	2025-12-04  10:27:43.000 EP	59.12	59.14	1	4	4	-24.20	-5358.00	00:02:14	4.20	59.14	59.02	38.8%	IPS_TM_5dupli	100.0%	-176.80 F	299.99	-230.00	100.00	-20.00	AutoTrader_	-4.6%	4	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  10:27:43.000 BP	2025-12-04  10:35:04.000	59.14	59.20	1	2	1	55.80	-5302.20	00:07:21	4.20	59.20	59.09	96.2%	IPS_TM_5dupli	100.0%	55.80	60.00	-50.00	60.00	-50.00	AutoTrader_	50.7%	2	1	0.00	-5835.40	2141.40	-5835.40
CLF26	Long	2025-12-04  10:27:43.000	2025-12-04  10:37:57.000 EP	59.14	59.27	1	2	2	125.80	-5176.40	00:10:14	4.20	59.28	59.09	75.3%	IPS_TM_5dupli	100.0%	181.60 F	200.00	-100.00	140.00	-50.00	AutoTrader_	41.9%	2	0	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  10:41:01.000 BP	2025-12-04  10:42:04.000	59.34	59.40	1	4	1	-64.20	-5240.60	00:01:03	4.20	59.40	59.33	-6.0%	IPS_TM_5dupli	58.3%	-64.20	10.00	-60.00	10.00	-60.00	AutoTrader_	-91.7%	1	3	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  10:41:01.000	2025-12-04  10:42:04.000	59.34	59.40	2	4	3	-128.40	-5369.00	00:01:03	8.40	59.40	59.33	24.6%	IPS_TM_5dupli	58.3%	-192.60	30.00	-180.00	20.00	-120.00	AutoTrader_	-61.1%	4	1	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  10:41:01.000	2025-12-04  10:46:32.000	59.34	59.50	1	4	4	-164.20	-5533.20	00:05:31	4.20	59.50	59.33	46.3%	IPS_TM_5dupli	58.3%	-356.80	40.00	-340.00	10.00	-160.00	AutoTrader_	-43.2%	4	3	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  10:43:47.000	2025-12-04  10:46:32.000	59.45	59.50	2	4	3	-108.40	-5641.60	00:02:45	8.40	59.50	59.41	62.6%	IPS_TM_5dupli	100.0%	-465.20	90.00	-440.00	80.00	-100.00	AutoTrader_	-20.5%	4	1	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  10:43:47.000	2025-12-04  10:50:23.000	59.45	59.52	1	4	4	-74.20	-5715.80	00:06:36	4.20	59.52	59.41	68.1%	IPS_TM_5dupli	100.0%	-539.40	130.00	-510.00	40.00	-70.00	AutoTrader_	-11.6%	4	3	0.00	-5835.40	2141.40	-5835.40
CLF26	Short	2025-12-04  10:47:11.000	2025-12-04  10:50:23.000	59.45	59.52	2	4	3	-148.40	-5864.20	00:03:12	8.40	59.52	59.41	65.1%	IPS_TM_5dupli	78.3%	-687.80	120.00	-650.00	80.00	-140.00	AutoTrader_	-19.3%	4	1	0.00	-5864.20	2141.40	-5864.20
CLF26	Short	2025-12-04  10:47:11.000	2025-12-04  10:51:57.000	59.45	59.55	1	4	4	-104.20	-5968.40	00:04:46	4.20	59.55	59.41	71.0%	IPS_TM_5dupli	78.3%	-792.00	160.00	-750.00	40.00	-100.00	AutoTrader_	-11.5%	4	3	0.00	-5968.40	2141.40	-5968.40
CLF26	Short	2025-12-04  10:51:01.000	2025-12-04  10:51:57.000	59.48	59.55	2	4	3	-148.40	-6116.80	00:00:56	8.40	59.55	59.48	79.7%	IPS_TM_5dupli	84.0%	-940.40	40.00	-890.00	0.00	-140.00	AutoTrader_	-16.0%	4	1	0.00	-6116.80	2141.40	-6116.80
CLF26	Short	2025-12-04  10:51:01.000	2025-12-04  10:55:03.000	59.48	59.53	1	4	4	-54.20	-6171.00	00:04:02	4.20	59.62	59.48	91.2%	IPS_TM_5dupli	84.0%	-994.60	40.00	-1030.00	0.00	-140.00	AutoTrader_	-5.1%	4	3	0.00	-6171.00	2141.40	-6171.00
CLF26	Short	2025-12-04  10:53:35.000	2025-12-04  10:57:20.000	59.59	59.46	1	4	2	125.80	-6045.20	00:03:45	4.20	59.62	59.46	99.6%	IPS_TM_5dupli	100.0%	-868.80	130.00	-1060.00	130.00	-30.00	AutoTrader_	10.6%	4	2	0.00	-6171.00	2141.40	-6171.00
CLF26	Short	2025-12-04  10:53:35.000	2025-12-04  11:01:55.000	59.59	59.49	1	4	3	95.80	-5949.40	00:08:20	4.20	59.62	59.42	85.3%	IPS_TM_5dupli	100.0%	-773.00	300.00	-1090.00	170.00	-30.00	AutoTrader_	6.9%	4	1	0.00	-6171.00	2141.40	-6171.00
CLF26	Short	2025-12-04  10:53:35.000	2025-12-04  11:01:55.000 EP	59.59	59.49	1	4	4	95.80	-5853.60	00:08:20	4.20	59.62	59.42	76.5%	IPS_TM_5dupli	100.0%	-677.20 F	470.00	-1120.00	170.00	-30.00	AutoTrader_	6.0%	4	0	0.00	-6171.00	2141.40	-6171.00
CLF26	Long	2025-12-04  11:01:55.000 BP	2025-12-04  11:15:19.000	59.49	59.55	1	2	1	55.80	-5797.80	00:13:24	4.20	59.56	59.46	85.8%	IPS_TM_5dupli	100.0%	55.80	70.00	-30.00	70.00	-30.00	AutoTrader_	55.8%	2	1	0.00	-6171.00	2141.40	-6171.00
CLF26	Long	2025-12-04  11:01:55.000	2025-12-04  11:20:00.000 EP	59.49	59.61	1	2	2	115.80	-5682.00	00:18:05	4.20	59.61	59.46	70.3%	IPS_TM_5dupli	100.0%	171.60 F	190.00	-60.00	120.00	-30.00	AutoTrader_	46.3%	2	0	0.00	-6171.00	2141.40	-6171.00
CLF26	Short	2025-12-04  11:20:39.000 BP	2025-12-04  11:30:08.000	59.62	59.69	1	4	1	-74.20	-5756.20	00:09:29	4.20	59.70	59.58	4.8%	IPS_TM_5dupli	14.3%	-74.20	40.00	-80.00	40.00	-80.00	AutoTrader_	-61.8%	1	3	0.00	-6171.00	2141.40	-6171.00
CLF26	Short	2025-12-04  11:20:39.000	2025-12-04  11:30:08.000	59.62	59.69	2	4	3	-148.40	-5904.60	00:09:29	8.40	59.70	59.58	25.4%	IPS_TM_5dupli	14.3%	-222.60	120.00	-239.99	80.00	-160.00	AutoTrader_	-41.2%	4	1	0.00	-6171.00	2141.40	-6171.00
CLF26	Short	2025-12-04  11:20:39.000	2025-12-04  11:33:31.000	59.62	59.90	1	4	4	-284.20	-6188.80	00:12:52	4.20	59.91	59.58	35.6%	IPS_TM_5dupli	14.3%	-506.80	160.00	-530.00	40.00	-290.00	AutoTrader_	-41.2%	4	3	0.00	-6188.80	2141.40	-6188.80
CLF26	Short	2025-12-04  11:32:04.000	2025-12-04  11:33:31.000	59.83	59.90	2	4	3	-148.40	-6337.20	00:01:27	8.40	59.91	59.81	69.1%	IPS_TM_5dupli	100.0%	-655.20	80.00	-660.00	40.00	-160.00	AutoTrader_	-20.1%	4	1	0.00	-6337.20	2141.40	-6337.20
CLF26	Short	2025-12-04  11:32:04.000	2025-12-04  11:35:44.000	59.83	59.93	1	4	4	-104.20	-6441.40	00:03:40	4.20	59.99	59.81	77.8%	IPS_TM_5dupli	100.0%	-759.40	100.00	-820.00	20.00	-160.00	AutoTrader_	-11.3%	4	3	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  11:34:35.000	2025-12-04  11:36:02.000	59.98	59.88	1	4	2	95.80	-6345.60	00:01:27	4.20	59.99	59.87	96.3%	IPS_TM_5dupli	100.0%	-663.60	130.00	-800.00	110.00	-10.00	AutoTrader_	10.3%	4	2	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  11:34:35.000	2025-12-04  11:36:29.000	59.98	59.84	1	4	3	135.80	-6209.80	00:01:54	4.20	59.99	59.77	82.2%	IPS_TM_5dupli	100.0%	-527.80	340.00	-810.00	210.00	-10.00	AutoTrader_	11.8%	4	1	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  11:34:35.000	2025-12-04  11:36:29.000 EP	59.98	59.84	1	4	4	135.80	-6074.00	00:01:54	4.20	59.99	59.77	69.8%	IPS_TM_5dupli	100.0%	-392.00 F	550.00	-820.00	210.00	-10.00	AutoTrader_	9.9%	4	0	0.00	-6441.40	2141.40	-6441.40
CLF26	Long	2025-12-04  11:36:29.000 BP	2025-12-04  11:39:22.000	59.84	59.90	1	2	1	55.80	-6018.20	00:02:53	4.20	59.90	59.79	96.2%	IPS_TM_5dupli	100.0%	55.80	60.00	-50.00	60.00	-50.00	AutoTrader_	50.7%	2	1	0.00	-6441.40	2141.40	-6441.40
CLF26	Long	2025-12-04  11:36:29.000	2025-12-04  11:40:13.000 EP	59.84	59.88	1	2	2	35.80	-5982.40	00:03:44	4.20	59.92	59.79	56.6%	IPS_TM_5dupli	100.0%	91.60 F	140.00	-100.00	80.00	-50.00	AutoTrader_	14.9%	2	0	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  11:40:13.000 BP	2025-12-04  11:40:33.000	59.88	59.93	1	6	1	-54.20	-6036.60	00:00:20	4.20	59.93	59.88	-8.4%	IPS_TM_5dupli	0.0%	-54.20	0.00	-50.00	0.00	-50.00	AutoTrader_	-108.4%	1	5	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  11:40:13.000	2025-12-04  11:40:33.000	59.88	59.93	2	6	3	-108.40	-6145.00	00:00:20	8.40	59.93	59.88	27.7%	IPS_TM_5dupli	0.0%	-162.60	0.00	-150.00	0.00	-100.00	AutoTrader_	-72.3%	3	3	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  11:40:13.000	2025-12-04  11:40:35.000	59.88	59.93	2	6	5	-108.40	-6253.40	00:00:22	8.40	59.93	59.88	56.6%	IPS_TM_5dupli	0.0%	-271.00	0.01	-250.01	0.00	-100.00	AutoTrader_	-43.4%	6	1	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  11:40:13.000	2025-12-04  11:48:04.000	59.88	59.81	1	4	6	65.80	-6187.60	00:07:51	4.20	59.93	59.81	98.9%	IPS_TM_5dupli	0.0%	-205.20	70.01	-300.01	70.00	-50.00	AutoTrader_	17.8%	6	3	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  11:41:43.000	2025-12-04  11:49:50.000	59.87	59.85	2	4	3	31.60	-6156.00	00:08:07	8.40	59.91	59.77	63.3%	IPS_TM_5dupli	0.0%	-173.60	270.00	-380.00	200.00	-80.00	AutoTrader_	4.9%	4	1	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  11:41:43.000	2025-12-04  11:50:13.000 EP	59.87	59.87	1	4	4	-4.20	-6160.20	00:08:30	4.20	59.91	59.77	52.6%	IPS_TM_5dupli	0.0%	-177.80 F	370.00	-420.01	100.00	-40.00	AutoTrader_	-0.5%	4	0	0.00	-6441.40	2141.40	-6441.40
CLF26	Long	2025-12-04  11:50:13.000 BP	2025-12-04  11:51:43.000	59.87	59.92	1	2	1	45.80	-6114.40	00:01:30	4.20	59.92	59.86	93.0%	IPS_TM_5dupli	100.0%	45.80	50.00	-10.00	50.00	-10.00	AutoTrader_	76.3%	2	1	0.00	-6441.40	2141.40	-6441.40
CLF26	Long	2025-12-04  11:50:13.000	2025-12-04  11:52:42.000 EP	59.87	59.88	1	2	2	5.80	-6108.60	00:02:29	4.20	59.92	59.86	21.5%	IPS_TM_5dupli	100.0%	51.60 F	100.00	-20.00	50.00	-10.00	AutoTrader_	4.8%	2	0	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  11:52:42.000 BP	2025-12-04  12:02:54.000	59.88	59.83	1	4	1	45.80	-6062.80	00:10:12	4.20	59.90	59.83	94.0%	IPS_TM_5dupli	0.0%	45.80	50.00	-20.00	50.00	-20.00	AutoTrader_	65.4%	1	3	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  11:58:55.000	2025-12-04  12:05:24.000	59.88	59.77	1	4	2	105.80	-5957.00	00:06:29	4.20	59.90	59.77	72.9%	IPS_TM_5dupli	0.0%	151.60	160.00	-40.00	110.00	-20.00	AutoTrader_	52.9%	4	2	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  11:58:55.000	2025-12-04  12:08:48.000	59.88	59.80	1	4	3	75.80	-5881.20	00:09:53	4.20	59.90	59.70	33.9%	IPS_TM_5dupli	0.0%	227.40	340.00	-60.00	180.00	-20.00	AutoTrader_	19.0%	4	1	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  11:58:55.000	2025-12-04  12:08:48.000 EP	59.88	59.80	1	4	4	75.80	-5805.40	00:09:53	4.20	59.90	59.70	26.0%	IPS_TM_5dupli	0.0%	303.20 F	520.00	-80.00	180.00	-20.00	AutoTrader_	12.6%	4	0	0.00	-6441.40	2141.40	-6441.40
CLF26	Long	2025-12-04  12:08:48.000 BP	2025-12-04  12:12:34.000	59.80	59.86	1	2	1	55.80	-5749.60	00:03:46	4.20	59.86	59.76	95.8%	IPS_TM_5dupli	100.0%	55.80	60.00	-40.00	60.00	-40.00	AutoTrader_	55.8%	2	1	0.00	-6441.40	2141.40	-6441.40
CLF26	Long	2025-12-04  12:08:48.000	2025-12-04  12:13:29.000 EP	59.80	59.91	1	2	2	105.80	-5643.80	00:04:41	4.20	59.91	59.76	74.3%	IPS_TM_5dupli	100.0%	161.60 F	170.00	-80.00	110.00	-40.00	AutoTrader_	42.3%	2	0	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  13:35:43.000 BP	2025-12-04  13:59:32.000	59.91	59.85	1	4	1	55.80	-5588.00	00:23:49	4.20	59.93	59.85	94.7%	IPS_TM_5dupli	72.7%	55.80	60.00	-20.00	60.00	-20.00	AutoTrader_	69.7%	1	3	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  13:35:43.000	2025-12-04  14:04:42.000	59.91	59.87	2	4	3	71.60	-5516.40	00:28:59	8.40	59.93	59.81	41.1%	IPS_TM_5dupli	72.7%	127.40	260.00	-60.00	200.00	-40.00	AutoTrader_	22.4%	4	1	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  13:35:43.000	2025-12-04  14:13:45.000 EP	59.91	59.79	1	4	4	115.80	-5400.60	00:38:02	4.20	59.93	59.79	42.6%	IPS_TM_5dupli	72.7%	243.20 F	380.00	-80.01	120.00	-20.00	AutoTrader_	25.2%	4	0	0.00	-6441.40	2141.40	-6441.40
CLF26	Long	2025-12-04  14:13:45.000 BP	2025-12-04  14:15:34.000 EP	59.79	59.71	2	2	2	-168.40	-5569.00	00:01:49	8.40	59.80	59.71	-4.7%	IPS_TM_5dupli	100.0%	-168.40 F	20.00	-160.00	20.00	-160.00	AutoTrader_	-93.6%	2	0	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  14:15:34.000 BP	2025-12-04  14:17:49.000 EP	59.71	59.74	1	1	1	-34.20	-5603.20	00:02:15	4.20	59.74	59.71	-14.0%	IPS_TM_5dupli	0.0%	-34.20 F	0.00	-30.00	0.00	-30.00	AutoTrader_	-114.0%	1	0	0.00	-6441.40	2141.40	-6441.40
CLF26	Long	2025-12-04  14:17:49.000 BP	2025-12-04  14:22:41.000 EP	59.74	59.65	2	2	2	-188.40	-5791.60	00:04:52	8.40	59.75	59.65	-4.2%	IPS_TM_5dupli	100.0%	-188.40 F	20.00	-180.00	20.00	-180.00	AutoTrader_	-94.2%	2	0	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  14:22:41.000 BP	2025-12-04  14:26:26.000 EP	59.65	59.68	1	1	1	-34.20	-5825.80	00:03:45	4.20	59.68	59.65	-14.0%	IPS_TM_5dupli	0.0%	-34.20 F	0.00	-30.00	0.00	-30.00	AutoTrader_	-114.0%	1	0	0.00	-6441.40	2141.40	-6441.40
CLF26	Long	2025-12-04  14:26:26.000 BP	2025-12-04  15:02:24.000	59.68	59.73	1	2	1	45.80	-5780.00	00:35:58	4.20	59.73	59.62	96.2%	IPS_TM_5dupli	100.0%	45.80	50.00	-60.00	50.00	-60.00	AutoTrader_	41.6%	2	1	0.00	-6441.40	2141.40	-6441.40
CLF26	Long	2025-12-04  14:26:26.000	2025-12-04  15:11:22.000 EP	59.68	59.68	1	2	2	-4.20	-5784.20	00:44:56	4.20	59.75	59.62	48.2%	IPS_TM_5dupli	100.0%	41.60 F	120.00	-120.00	70.00	-60.00	AutoTrader_	-1.7%	2	0	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  15:11:22.000 BP	2025-12-04  15:46:08.000	59.68	59.64	1	4	1	35.80	-5748.40	00:34:46	4.20	59.71	59.63	82.2%	IPS_TM_5dupli	0.0%	35.80	50.00	-30.00	50.00	-30.00	AutoTrader_	44.7%	1	3	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  15:34:24.000	2025-12-04  15:54:55.000	59.69	59.72	2	4	3	-68.40	-5816.80	00:20:31	8.40	59.72	59.63	8.3%	IPS_TM_5dupli	14.3%	-32.60	170.00	-90.00	120.00	-60.00	AutoTrader_	-26.3%	4	1	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  15:34:24.000	2025-12-04  18:39:30.000 EP	59.69	59.73	1	4	4	-44.20	-5861.00	03:05:06	4.20	59.73	59.63	23.8%	IPS_TM_5dupli	14.3%	-76.80 F	230.01	-130.00	60.00	-40.00	AutoTrader_	-12.3%	4	0	0.00	-6441.40	2141.40	-6441.40
CLF26	Long	2025-12-04  18:39:30.000 BP	2025-12-04  20:00:02.000 EP	59.73	59.63	2	2	2	-208.40	-6069.40	01:20:32	8.40	59.73	59.63	-4.2%	IPS_TM_5dupli	100.0%	-208.40 F	0.00	-200.00	0.00	-200.00	AutoTrader_	-104.2%	2	0	0.00	-6441.40	2141.40	-6441.40
CLF26	Short	2025-12-04  20:00:02.000 BP	2025-12-04  22:29:40.000 EP	59.63	59.50	1	1	1	125.80	-5943.60	02:29:38	4.20	59.63	59.50	96.8%	IPS_TM_5dupli	0.0%	125.80 F	130.00	0.00	130.00	0.00	AutoTrader_	96.8%	1	0	0.00	-6441.40	2141.40	-6441.40
CLF26	Long	2025-12-04  22:29:40.000 BP		59.50		2	2	0	-8.40	0.00		8.40	59.50	59.50	0.0%	IPS_TM_5dupli	100.0%	0.00	0.00	0.00	0.00	0.00	AutoTrader_	0.0%	2	0	0.00	0.00	0.00	0.00
									Total: -5943.60																					
