SECTION A: BAR SIGNAL LIST (from GraphData export - RAW)
Date,Bar_Time,Direction,Entry_Price,Target1,Stop_Loss,Auto_Executed
2026-06-12,10:21:52,SELL,29817.75,29817.5,29895.75,YES
2026-06-12,10:22:41,SELL,29814.0,29813.75,29859.5,YES
2026-06-12,10:23:36,SELL,29785.25,29785.0,29833.5,YES
2026-06-12,10:28:47,SELL,29806.5,29806.25,29845.75,YES
2026-06-12,10:31:32,SELL,29819.25,29819.0,29858.75,YES
2026-06-12,10:33:25,SELL,29812.75,29812.5,29846.75,YES
2026-06-12,10:36:15,SELL,29838.0,29837.75,29880.5,YES
2026-06-12,10:36:46,SELL,29833.5,29833.25,29902.25,YES
2026-06-12,10:39:57,SELL,29831.5,29831.25,29860.75,YES
2026-06-12,10:41:13,SELL,29784.0,29783.75,29843.25,YES
2026-06-12,10:42:07,SELL,29761.75,29761.5,29800.5,YES
2026-06-12,10:42:58,SELL,29754.75,29754.5,29807.25,YES
2026-06-12,10:43:41,SELL,29715.5,29715.25,29769.0,YES
2026-06-12,10:44:30,SELL,29702.5,29702.25,29734.5,YES
2026-06-12,10:46:13,SELL,29704.25,29704.0,29742.5,YES
2026-06-12,10:46:45,SELL,29682.75,29682.5,29732.25,YES
2026-06-12,10:47:15,SELL,29662.75,29662.5,29692.25,YES
2026-06-12,10:47:57,SELL,29646.75,29646.5,29679.75,YES
2026-06-12,10:52:41,BUY,29759.75,0.25,29759.5,YES
2026-06-12,10:52:51,BUY,29812.75,0.25,29812.5,YES
2026-06-12,10:53:04,BUY,29852.75,0.25,29852.5,YES
2026-06-12,10:55:45,SELL,29864.25,29864.0,29930.75,YES
2026-06-12,10:57:30,SELL,29884.0,29883.75,29928.0,YES
2026-06-12,10:58:47,BUY,29923.25,0.25,29923.0,YES
2026-06-12,11:01:13,SELL,29934.5,29934.25,29962.0,YES
2026-06-12,11:02:30,SELL,29922.75,29922.5,29964.0,YES
2026-06-12,11:03:37,SELL,29913.5,29913.25,29956.5,YES
2026-06-12,11:06:10,SELL,29921.0,29920.75,29971.25,YES
2026-06-12,11:12:00,SELL,29947.5,29947.25,29975.75,YES
2026-06-12,11:14:16,BUY,29992.0,0.25,29991.75,YES
2026-06-12,11:15:19,SELL,29972.25,29972.0,29996.5,YES
2026-06-12,11:16:16,SELL,29961.25,29961.0,30002.25,YES
2026-06-12,11:20:31,SELL,30003.5,30003.25,30023.75,YES
2026-06-12,11:26:35,SELL,30032.0,30031.75,30053.0,YES
2026-06-12,11:28:32,SELL,30026.25,30026.0,30050.25,YES
2026-06-12,11:30:01,SELL,30013.0,30012.75,30041.25,YES
2026-06-12,11:31:26,SELL,30006.25,30006.0,30042.0,YES
2026-06-12,11:32:27,SELL,29992.25,29992.0,30019.75,YES
2026-06-12,11:34:36,SELL,29973.75,29973.5,30001.75,YES
2026-06-12,11:35:44,SELL,29982.25,29982.0,30037.0,YES
2026-06-12,11:36:55,SELL,29969.25,29969.0,30015.0,YES
2026-06-12,11:38:03,SELL,29945.5,29945.25,29998.25,YES
2026-06-12,11:39:11,SELL,29913.0,29912.75,29974.0,YES
2026-06-12,11:40:03,SELL,29910.5,29910.25,29959.25,YES
2026-06-12,11:41:32,SELL,29907.25,29907.0,29951.0,YES
2026-06-12,11:42:41,SELL,29874.25,29874.0,29933.0,YES
2026-06-12,11:44:09,SELL,29872.25,29872.0,29901.25,YES
2026-06-12,11:47:08,SELL,29891.75,29891.5,29915.25,YES
2026-06-12,11:48:04,SELL,29850.5,29850.25,29906.0,YES
2026-06-12,11:49:15,SELL,29805.75,29805.5,29838.75,YES
2026-06-12,11:49:49,SELL,29770.75,29770.5,29809.75,YES
2026-06-12,11:53:21,SELL,29853.0,29852.75,29883.5,YES
2026-06-12,11:54:28,SELL,29849.5,29849.25,29887.0,YES
2026-06-12,11:56:17,SELL,29833.25,29833.0,29867.25,YES
2026-06-12,11:57:52,SELL,29804.25,29804.0,29847.0,YES
2026-06-12,11:59:00,SELL,29755.75,29755.5,29814.75,YES
2026-06-12,11:59:49,SELL,29702.75,29702.5,29762.75,YES
2026-06-12,12:01:34,SELL,29741.75,29741.5,29777.25,YES
2026-06-12,12:02:42,SELL,29725.0,29724.75,29783.25,YES
2026-06-12,12:05:15,SELL,29750.5,29750.25,29783.25,YES
2026-06-12,12:09:02,SELL,29774.25,29774.0,29822.25,YES
2026-06-12,12:10:30,SELL,29773.75,29773.5,29828.5,YES
2026-06-12,12:13:04,BUY,29885.25,0.25,29885.0,YES
2026-06-12,12:13:10,SELL,29883.25,29883.0,29944.0,YES
2026-06-12,12:14:48,SELL,29891.5,29891.25,29927.5,YES
2026-06-12,12:16:25,SELL,29931.75,29931.5,29960.75,YES
2026-06-12,12:17:36,SELL,29911.0,29910.75,29960.25,YES
2026-06-12,12:18:51,SELL,29880.25,29880.0,29935.75,YES
2026-06-12,12:20:05,SELL,29862.25,29862.0,29892.25,YES
2026-06-12,12:21:00,SELL,29843.75,29843.5,29909.25,YES
2026-06-12,12:25:12,SELL,29864.5,29864.25,29896.5,YES
2026-06-12,12:36:04,SELL,29882.75,29882.5,29925.0,YES
2026-06-12,12:42:26,SELL,29892.75,29892.5,29934.0,YES
2026-06-12,12:52:10,SELL,29933.5,29933.25,29955.5,YES
2026-06-12,12:54:13,SELL,29924.25,29924.0,29960.5,YES
2026-06-12,12:56:07,SELL,29898.5,29898.25,29960.5,YES
2026-06-12,13:04:35,BUY,29992.75,0.25,29992.5,YES
2026-06-12,13:06:05,BUY,30029.25,0.25,30029.0,YES
2026-06-12,13:08:27,SELL,30009.25,30009.0,30034.5,YES
2026-06-12,13:10:33,SELL,29996.0,29995.75,30024.25,YES
2026-06-12,13:12:52,SELL,29982.0,29981.75,30011.25,YES
2026-06-12,13:25:51,SELL,30012.25,30012.0,30038.0,YES
2026-06-12,13:28:11,SELL,29994.0,29993.75,30034.0,YES
2026-06-12,13:29:56,SELL,29986.25,29986.0,30028.0,YES
2026-06-12,13:31:55,SELL,29978.75,29978.5,30020.5,YES
2026-06-12,13:40:17,SELL,29983.0,29982.75,30010.25,YES
2026-06-12,13:46:01,SELL,29987.5,29987.25,30023.0,YES
2026-06-12,13:48:03,BUY,30012.5,0.25,30012.25,YES
2026-06-12,13:52:45,SELL,29989.25,29989.0,30017.0,YES
2026-06-12,13:56:01,SELL,29952.25,29952.0,30005.25,YES
2026-06-12,14:00:11,SELL,29957.25,29957.0,29983.0,YES
2026-06-12,14:02:32,SELL,29949.5,29949.25,29984.0,YES
2026-06-12,14:04:29,SELL,29937.75,29937.5,29971.0,YES
2026-06-12,14:06:16,SELL,29925.25,29925.0,29962.75,YES
2026-06-12,14:12:10,SELL,29957.75,29957.5,29993.5,YES
2026-06-12,14:14:16,SELL,29948.75,29948.5,30001.0,YES
2026-06-12,14:15:24,SELL,29927.5,29927.25,29962.25,YES
2026-06-12,14:17:45,SELL,29914.0,29913.75,29952.0,YES
2026-06-12,14:22:18,SELL,29907.0,29906.75,29933.25,YES
2026-06-12,14:35:28,SELL,29966.25,29966.0,29992.75,YES
2026-06-12,14:45:01,SELL,29993.0,29992.75,30011.25,YES
2026-06-12,14:47:40,SELL,29982.75,29982.5,30005.5,YES
2026-06-12,14:50:49,SELL,29976.25,29976.0,30005.0,YES
2026-06-12,14:56:07,SELL,29978.5,29978.25,30000.5,YES
2026-06-12,14:57:52,SELL,29938.25,29938.0,29990.5,YES
2026-06-12,14:59:31,SELL,29935.75,29935.5,29963.5,YES
2026-06-12,15:05:22,BUY,29992.75,0.25,29992.5,YES
2026-06-12,15:08:19,SELL,29975.25,29975.0,30004.0,YES
2026-06-12,15:10:53,SELL,29959.25,29959.0,29987.5,YES
2026-06-12,15:13:29,SELL,29949.0,29948.75,29982.75,YES
2026-06-12,15:16:55,SELL,29943.5,29943.25,29982.0,YES
2026-06-12,15:28:23,SELL,29972.5,29972.25,29989.5,YES
2026-06-12,15:30:49,SELL,29943.75,29943.5,29976.75,YES
2026-06-12,15:33:51,SELL,29901.0,29900.75,29927.0,YES
2026-06-12,15:35:13,SELL,29889.5,29889.25,29908.25,YES
2026-06-12,15:38:04,SELL,29922.75,29922.5,29954.75,YES
2026-06-12,15:39:38,SELL,29898.75,29898.5,29936.25,YES
2026-06-12,15:43:25,SELL,29914.0,29913.75,29952.0,YES
2026-06-12,15:45:42,SELL,29909.75,29909.5,29943.5,YES
2026-06-12,15:50:01,SELL,29919.75,29919.5,29948.5,YES
2026-06-12,15:53:50,SELL,29931.25,29931.0,29949.25,YES
2026-06-12,15:57:10,SELL,29954.25,29954.0,29975.25,YES
2026-06-12,15:59:05,SELL,29954.5,29954.25,29966.75,YES
2026-06-12,15:59:30,SELL,29947.25,29947.0,29961.25,YES
2026-06-12,15:59:46,SELL,29950.75,29950.5,29965.75,YES
2026-06-12,15:59:55,SELL,29953.25,29953.0,29960.5,YES
2026-06-12,15:59:58,SELL,29951.0,29950.75,29961.0,YES
2026-06-12,15:59:59,SELL,29946.5,29946.25,29954.5,YES
2026-06-12,16:00:30,SELL,29947.75,29947.5,29956.5,YES
2026-06-12,16:08:56,BUY,30002.75,0.25,30002.5,YES
2026-06-12,16:15:00,BUY,30012.0,0.25,30011.75,YES

SECTION B: DAILY SIGNAL TOTALS
Date,BUY_Signals,SELL_Signals,Total_Signals
2026-06-10,8,40,48
2026-06-11,26,273,299
2026-06-12,17,163,180

"SECTION C: RAW FILL SEQUENCE FROM BINARY LOGS (NQ range only, TM_7 account)"
Date,Fill_#,Fill_Time,Side,Qty_Delta,Pos_Before,Pos_After,Action,Fill_Price,Bid,Ask,Is_Ghost,Has_Strategy_Tag,Internal_OID,Raw_Msg
--- 2026-06-10 ---
2026-06-10,1,?,BUY,3,-3,0,EXIT,24534.0,24535.0,24538.0,GHOST,NO,3182303,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24535 Ask: 24538 Last: 24534
2026-06-10,2,?,BUY,3,0,3,ENTRY,24465.0,24464.0,24467.0,REAL,YES,3182645,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24464 Ask: 24467 Last: 24465
2026-06-10,3,?,SELL,3,3,0,EXIT,24438.0,24438.0,24440.0,REAL,YES,3182651,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24438 Ask: 24440 Last: 24438
2026-06-10,4,?,SELL,3,0,-3,ENTRY,24269.0,24267.0,24269.0,REAL,YES,3182764,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24267 Ask: 24269 Last: 24269
2026-06-10,5,?,BUY,3,-3,0,EXIT,24307.0,24306.0,24307.0,REAL,YES,3182770,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24306 Ask: 24307 Last: 24307
2026-06-10,6,?,SELL,3,0,-3,ENTRY,24292.0,24290.0,24292.0,REAL,YES,3182873,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24290 Ask: 24292 Last: 24292
2026-06-10,7,?,BUY,1,-3,-2,SCALE,24267.0,24260.0,24262.0,REAL,YES,3182883,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24260 Ask: 24262 Last: 24267
2026-06-10,8,?,BUY,2,-2,0,EXIT,24262.0,24260.0,24262.0,REAL,YES,3182933,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24260 Ask: 24262 Last: 24262
2026-06-10,9,?,SELL,3,0,-3,ENTRY,24272.0,24270.0,24272.0,REAL,YES,3183001,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24270 Ask: 24272 Last: 24272
2026-06-10,10,?,BUY,1,-3,-2,SCALE,24241.0,24240.0,24243.0,REAL,YES,3183009,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24240 Ask: 24243 Last: 24241
2026-06-10,11,?,BUY,1,-2,-1,SCALE,24209.0,24206.0,24210.0,REAL,YES,3183010,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24206 Ask: 24210 Last: 24209
2026-06-10,12,?,BUY,1,-1,0,EXIT,24233.0,24230.0,24233.0,REAL,YES,3183085,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24230 Ask: 24233 Last: 24233
2026-06-10,13,?,SELL,3,0,-3,ENTRY,24170.0,24167.0,24175.0,REAL,YES,3183109,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24167 Ask: 24175 Last: 24170
2026-06-10,14,?,BUY,1,-3,-2,SCALE,24138.0,24134.0,24141.0,REAL,YES,3183111,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24134 Ask: 24141 Last: 24138
2026-06-10,15,?,BUY,1,-2,-1,SCALE,24100.0,24096.0,24102.0,REAL,YES,3183112,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24096 Ask: 24102 Last: 24100
2026-06-10,16,?,BUY,1,-1,0,EXIT,24080.0,24077.0,24080.0,REAL,YES,3183130,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24077 Ask: 24080 Last: 24080
2026-06-10,17,?,SELL,3,0,-3,ENTRY,24142.0,24140.0,24143.0,REAL,YES,3183227,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24140 Ask: 24143 Last: 24142
2026-06-10,18,?,BUY,3,-3,0,EXIT,24169.0,24166.0,24169.0,REAL,YES,3183239,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24166 Ask: 24169 Last: 24169
2026-06-10,19,?,SELL,3,0,-3,ENTRY,24193.0,24191.0,24195.0,REAL,YES,3183279,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24191 Ask: 24195 Last: 24193
2026-06-10,20,?,BUY,1,-3,-2,SCALE,24161.0,24155.0,24160.0,REAL,YES,3183282,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24155 Ask: 24160 Last: 24161
2026-06-10,21,?,BUY,1,-2,-1,SCALE,24112.0,24111.0,24112.0,REAL,YES,3183283,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24111 Ask: 24112 Last: 24112
2026-06-10,22,?,BUY,1,-1,0,EXIT,24131.0,24128.0,24133.0,GHOST,NO,3183312,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24128 Ask: 24133 Last: 24131
2026-06-10,23,?,BUY,3,0,3,ENTRY,24131.0,24128.0,24133.0,REAL,YES,3183313,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24128 Ask: 24133 Last: 24131
2026-06-10,24,?,SELL,3,3,0,EXIT,24126.0,24122.0,24125.0,GHOST,NO,3183348,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24122 Ask: 24125 Last: 24126
2026-06-10,25,?,SELL,3,0,-3,ENTRY,24126.0,24122.0,24125.0,REAL,YES,3183349,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24122 Ask: 24125 Last: 24126
2026-06-10,26,?,BUY,3,-3,0,EXIT,24159.0,24156.0,24159.0,REAL,YES,3183367,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24156 Ask: 24159 Last: 24159
2026-06-10,27,?,SELL,3,0,-3,ENTRY,24237.0,24235.0,24238.0,REAL,YES,3183441,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24235 Ask: 24238 Last: 24237
2026-06-10,28,?,BUY,3,-3,0,EXIT,24271.0,24269.0,24271.0,REAL,YES,3183442,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24269 Ask: 24271 Last: 24271
2026-06-10,29,?,SELL,3,0,-3,ENTRY,24276.0,24276.0,24280.0,REAL,YES,3183526,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24276 Ask: 24280 Last: 24276
2026-06-10,30,?,BUY,3,-3,0,EXIT,24330.0,24327.0,24330.0,REAL,YES,3183546,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24327 Ask: 24330 Last: 24330
2026-06-10,31,?,SELL,3,0,-3,ENTRY,24314.0,24311.0,24315.0,REAL,YES,3183570,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24311 Ask: 24315 Last: 24314
2026-06-10,32,?,BUY,3,-3,0,EXIT,24338.0,24336.0,24338.0,REAL,YES,3183579,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24336 Ask: 24338 Last: 24338
2026-06-10,33,?,SELL,3,0,-3,ENTRY,24319.0,24319.0,24322.0,REAL,YES,3183607,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24319 Ask: 24322 Last: 24319
2026-06-10,34,?,BUY,3,-3,0,EXIT,24342.0,24339.0,24342.0,REAL,YES,3183621,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24339 Ask: 24342 Last: 24342
2026-06-10,35,?,SELL,3,0,-3,ENTRY,24326.0,24328.0,24331.0,REAL,YES,3183651,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24328 Ask: 24331 Last: 24326
2026-06-10,36,?,BUY,1,-3,-2,SCALE,24290.0,24287.0,24289.0,REAL,YES,3183664,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24287 Ask: 24289 Last: 24290
2026-06-10,37,?,BUY,2,-2,0,EXIT,24298.0,24296.0,24298.0,REAL,YES,3183692,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24296 Ask: 24298 Last: 24298
2026-06-10,38,?,BUY,3,0,3,ENTRY,24303.0,24302.0,24305.0,REAL,YES,3183722,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24302 Ask: 24305 Last: 24303
2026-06-10,39,?,SELL,3,3,0,EXIT,24282.0,24282.0,24284.0,REAL,YES,3183724,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24282 Ask: 24284 Last: 24282
2026-06-10,40,?,SELL,3,0,-3,ENTRY,24240.0,24239.0,24240.0,REAL,YES,3183969,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24239 Ask: 24240 Last: 24240
2026-06-10,41,?,BUY,1,-3,-2,SCALE,24210.0,24209.0,24210.0,REAL,YES,3183973,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24209 Ask: 24210 Last: 24210
2026-06-10,42,?,BUY,2,-2,0,EXIT,24215.0,24215.0,24217.0,REAL,YES,3184003,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24215 Ask: 24217 Last: 24215
2026-06-10,43,?,SELL,3,0,-3,ENTRY,24171.0,24162.0,24169.0,REAL,YES,3184054,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24162 Ask: 24169 Last: 24171
2026-06-10,44,?,BUY,3,-3,0,EXIT,24191.0,24190.0,24199.0,GHOST,NO,3184081,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24190 Ask: 24199 Last: 24191
2026-06-10,45,?,BUY,3,0,3,ENTRY,24191.0,24189.0,24198.0,REAL,YES,3184082,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24189 Ask: 24198 Last: 24191
2026-06-10,46,?,SELL,3,3,0,EXIT,24142.0,24139.0,24142.0,REAL,YES,3184097,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24139 Ask: 24142 Last: 24142
2026-06-10,47,?,SELL,3,0,-3,ENTRY,24149.0,24148.0,24151.0,REAL,YES,3184290,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24148 Ask: 24151 Last: 24149
2026-06-10,48,?,BUY,3,-3,0,EXIT,24188.0,24188.0,24190.0,REAL,YES,3184291,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24188 Ask: 24190 Last: 24188
2026-06-10,49,?,SELL,3,0,-3,ENTRY,24149.0,24139.0,24149.0,REAL,YES,3184319,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24139 Ask: 24149 Last: 24149
2026-06-10,50,?,BUY,3,-3,0,EXIT,24188.0,24188.0,24192.0,REAL,YES,3184335,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24188 Ask: 24192 Last: 24188
2026-06-10,51,?,SELL,3,0,-3,ENTRY,24183.0,24181.0,24184.0,REAL,YES,3184351,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24181 Ask: 24184 Last: 24183
2026-06-10,52,?,BUY,1,-3,-2,SCALE,24147.0,24143.0,24146.0,REAL,YES,3184364,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24143 Ask: 24146 Last: 24147
2026-06-10,53,?,BUY,1,-2,-1,SCALE,24113.0,24111.0,24112.0,REAL,YES,3184365,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24111 Ask: 24112 Last: 24113
2026-06-10,54,?,BUY,1,-1,0,EXIT,24125.0,24124.0,24125.0,REAL,YES,3184421,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24124 Ask: 24125 Last: 24125
2026-06-10,55,?,SELL,3,0,-3,ENTRY,24112.0,24110.0,24112.0,REAL,YES,3184439,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24110 Ask: 24112 Last: 24112
--- 2026-06-11 ---
2026-06-11,1,?,BUY,1,-3,-2,SCALE,23998.0,23998.0,23998.0,REAL,YES,3184442,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 23998 Ask: 23998 Last: 23998
2026-06-11,2,?,BUY,1,-2,-1,SCALE,23998.0,23998.0,23998.0,REAL,YES,3184441,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 23998 Ask: 23998 Last: 23998
2026-06-11,3,?,BUY,1,-1,0,EXIT,24006.0,24002.0,24019.0,GHOST,NO,3184459,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24002 Ask: 24019 Last: 24006
2026-06-11,4,?,BUY,3,0,3,ENTRY,24225.0,24223.0,24226.0,REAL,YES,3184607,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24223 Ask: 24226 Last: 24225
2026-06-11,5,?,SELL,3,3,0,EXIT,24171.0,24171.0,24176.0,REAL,YES,3184612,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24171 Ask: 24176 Last: 24171
2026-06-11,6,?,SELL,3,0,-3,ENTRY,24273.0,24272.0,24274.0,REAL,YES,3185130,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24272 Ask: 24274 Last: 24273
2026-06-11,7,?,BUY,1,-3,-2,SCALE,24241.0,24240.0,24242.0,REAL,YES,3185144,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24240 Ask: 24242 Last: 24241
2026-06-11,8,?,BUY,2,-2,0,EXIT,24264.0,24262.0,24264.0,REAL,YES,3185167,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24262 Ask: 24264 Last: 24264
2026-06-11,9,?,SELL,3,0,-3,ENTRY,24277.0,24276.0,24278.0,REAL,YES,3185209,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24276 Ask: 24278 Last: 24277
2026-06-11,10,?,BUY,1,-3,-2,SCALE,24249.0,24248.0,24251.0,REAL,YES,3185223,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24248 Ask: 24251 Last: 24249
2026-06-11,11,?,BUY,2,-2,0,EXIT,24279.0,24266.0,24283.0,REAL,YES,3185244,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24266 Ask: 24283 Last: 24279
2026-06-11,12,?,SELL,3,0,-3,ENTRY,24251.0,24248.0,24251.0,REAL,YES,3185250,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24248 Ask: 24251 Last: 24251
2026-06-11,13,?,BUY,1,-3,-2,SCALE,24224.0,24222.0,24228.0,REAL,YES,3185252,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24222 Ask: 24228 Last: 24224
2026-06-11,14,?,BUY,1,-2,-1,SCALE,24186.0,24186.0,24191.0,REAL,YES,3185253,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24186 Ask: 24191 Last: 24186
2026-06-11,15,?,BUY,1,-1,0,EXIT,24175.0,24171.0,24175.0,REAL,YES,3185269,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24171 Ask: 24175 Last: 24175
2026-06-11,16,?,SELL,3,0,-3,ENTRY,24104.0,24103.0,24109.0,REAL,YES,3185328,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24103 Ask: 24109 Last: 24104
2026-06-11,17,?,BUY,3,-3,0,EXIT,24155.0,24153.0,24155.0,REAL,YES,3185345,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24153 Ask: 24155 Last: 24155
2026-06-11,18,?,BUY,3,0,3,ENTRY,24179.0,24178.0,24181.0,REAL,YES,3185409,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24178 Ask: 24181 Last: 24179
2026-06-11,19,?,SELL,3,3,0,EXIT,24150.0,24149.0,24153.0,GHOST,NO,3185445,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24149 Ask: 24153 Last: 24150
2026-06-11,20,?,SELL,3,0,-3,ENTRY,24150.0,24149.0,24153.0,REAL,YES,3185446,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24149 Ask: 24153 Last: 24150
2026-06-11,21,?,BUY,1,-3,-2,SCALE,24113.0,24112.0,24115.0,REAL,YES,3185451,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24112 Ask: 24115 Last: 24113
2026-06-11,22,?,BUY,2,-2,0,EXIT,24128.0,24127.0,24128.0,REAL,YES,3185470,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24127 Ask: 24128 Last: 24128
2026-06-11,23,?,SELL,3,0,-3,ENTRY,24143.0,24142.0,24145.0,REAL,YES,3185551,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24142 Ask: 24145 Last: 24143
2026-06-11,24,?,BUY,3,-3,0,EXIT,24175.0,24171.0,24175.0,REAL,YES,3185555,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24171 Ask: 24175 Last: 24175
2026-06-11,25,?,SELL,3,0,-3,ENTRY,24172.0,24169.0,24173.0,REAL,YES,3185571,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24169 Ask: 24173 Last: 24172
2026-06-11,26,?,BUY,3,-3,0,EXIT,24221.0,24217.0,24221.0,REAL,YES,3185580,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24217 Ask: 24221 Last: 24221
2026-06-11,27,?,SELL,3,0,-3,ENTRY,24214.0,24211.0,24214.0,REAL,YES,3185620,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24211 Ask: 24214 Last: 24214
2026-06-11,28,?,BUY,1,-3,-2,SCALE,24172.0,24170.0,24173.0,REAL,YES,3185636,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24170 Ask: 24173 Last: 24172
2026-06-11,29,?,BUY,2,-2,0,EXIT,24194.0,24193.0,24194.0,REAL,YES,3185667,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24193 Ask: 24194 Last: 24194
2026-06-11,30,?,BUY,3,0,3,ENTRY,24220.0,24217.0,24220.0,REAL,YES,3185690,Trading Evaluator - Delayed (Filled). Info: Trade simulation fill. Bid: 24217 Ask: 24220 Last: 24220
