SECTION A: BAR SIGNAL LIST (from GraphData export - RAW)
Date,Bar_Time,Direction,Entry_Price,Target1,Stop_Loss,Auto_Executed
2026-06-11,10:14:20,SELL,29132.0,29131.75,29171.5,YES
2026-06-11,10:16:10,SELL,29138.25,29138.0,29175.0,YES
2026-06-11,10:16:32,SELL,29095.5,29095.25,29151.25,YES
2026-06-11,10:16:58,SELL,29077.5,29077.25,29114.75,YES
2026-06-11,10:17:12,BUY,29102.75,0.25,29102.5,YES
2026-06-11,10:17:45,SELL,29091.25,29091.0,29136.0,YES
2026-06-11,10:18:24,SELL,29062.0,29061.75,29121.0,YES
2026-06-11,10:18:56,SELL,29052.75,29052.5,29087.25,YES
2026-06-11,10:19:32,SELL,29048.5,29048.25,29075.25,YES
2026-06-11,10:21:19,SELL,29087.75,29087.5,29115.75,YES
2026-06-11,10:23:55,SELL,29182.25,29182.0,29208.0,YES
2026-06-11,10:25:33,SELL,29172.75,29172.5,29213.75,YES
2026-06-11,10:26:17,SELL,29167.75,29167.5,29223.25,YES
2026-06-11,10:26:46,SELL,29132.25,29132.0,29191.25,YES
2026-06-11,10:27:48,SELL,29120.75,29120.5,29158.75,YES
2026-06-11,10:30:10,SELL,29153.0,29152.75,29186.75,YES
2026-06-11,10:30:53,SELL,29131.5,29131.25,29193.0,YES
2026-06-11,10:32:04,SELL,29114.25,29114.0,29142.25,YES
2026-06-11,10:32:51,SELL,29097.5,29097.25,29159.0,YES
2026-06-11,10:35:44,BUY,29167.75,0.25,29167.5,YES
2026-06-11,10:36:57,SELL,29188.5,29188.25,29236.25,YES
2026-06-11,10:37:36,SELL,29157.25,29157.0,29237.0,YES
2026-06-11,10:39:07,SELL,29155.25,29155.0,29201.25,YES
2026-06-11,10:43:08,SELL,29168.5,29168.25,29207.75,YES
2026-06-11,10:44:13,SELL,29142.75,29142.5,29207.5,YES
2026-06-11,10:45:03,SELL,29109.0,29108.75,29157.75,YES
2026-06-11,10:45:39,SELL,29098.75,29098.5,29137.5,YES
2026-06-11,10:46:37,SELL,29093.0,29092.75,29137.0,YES
2026-06-11,10:47:22,SELL,29079.25,29079.0,29121.25,YES
2026-06-11,10:48:08,SELL,29068.75,29068.5,29124.25,YES
2026-06-11,10:49:51,SELL,29077.0,29076.75,29123.0,YES
2026-06-11,10:50:24,SELL,29050.75,29050.5,29090.25,YES
2026-06-11,10:52:54,SELL,29053.25,29053.0,29102.75,YES
2026-06-11,10:53:58,SELL,29035.75,29035.5,29084.75,YES
2026-06-11,10:55:00,SELL,29035.5,29035.25,29066.75,YES
2026-06-11,10:55:41,SELL,29002.75,29002.5,29053.75,YES
2026-06-11,10:56:07,SELL,28980.5,28980.25,29007.75,YES
2026-06-11,10:56:42,SELL,28956.5,28956.25,29008.0,YES
2026-06-11,10:57:26,SELL,28953.0,28952.75,28981.5,YES
2026-06-11,10:58:00,BUY,28975.25,0.25,28975.0,YES
2026-06-11,10:58:40,SELL,28959.0,28958.75,28992.75,YES
2026-06-11,10:58:51,SELL,28920.0,28919.75,28968.5,YES
2026-06-11,10:59:35,SELL,28911.0,28910.75,28946.25,YES
2026-06-11,11:00:10,SELL,28903.75,28903.5,28947.5,YES
2026-06-11,11:00:31,BUY,28940.25,0.25,28940.0,YES
2026-06-11,11:01:01,SELL,28893.25,28893.0,28941.5,YES
2026-06-11,11:01:24,SELL,28892.75,28892.5,28909.0,YES
2026-06-11,11:01:42,SELL,28871.75,28871.5,28900.25,YES
2026-06-11,11:04:23,SELL,28959.25,28959.0,28988.25,YES
2026-06-11,11:05:07,SELL,28955.75,28955.5,28992.25,YES
2026-06-11,11:05:58,SELL,28936.25,28936.0,28974.75,YES
2026-06-11,11:07:53,BUY,29037.75,0.25,29037.5,YES
2026-06-11,11:08:30,SELL,29009.5,29009.25,29050.5,YES
2026-06-11,11:14:01,SELL,29054.0,29053.75,29088.0,YES
2026-06-11,11:15:34,BUY,29091.75,0.25,29091.5,YES
2026-06-11,11:15:41,BUY,29117.75,0.25,29117.5,YES
2026-06-11,11:17:11,SELL,29097.75,29097.5,29126.75,YES
2026-06-11,11:18:02,SELL,29083.25,29083.0,29115.75,YES
2026-06-11,11:21:55,SELL,29112.75,29112.5,29151.75,YES
2026-06-11,11:23:08,SELL,29094.75,29094.5,29133.0,YES
2026-06-11,11:25:29,SELL,29095.5,29095.25,29135.5,YES
2026-06-11,11:27:49,SELL,29099.25,29099.0,29147.75,YES
2026-06-11,11:28:47,SELL,29063.5,29063.25,29123.5,YES
2026-06-11,11:30:20,SELL,29044.75,29044.5,29074.0,YES
2026-06-11,11:31:07,SELL,29040.75,29040.5,29087.0,YES
2026-06-11,11:32:59,SELL,29057.75,29057.5,29107.25,YES
2026-06-11,11:38:04,SELL,29140.75,29140.5,29172.0,YES
2026-06-11,11:41:01,SELL,29159.0,29158.75,29200.25,YES
2026-06-11,11:42:36,SELL,29156.75,29156.5,29186.5,YES
2026-06-11,11:43:48,SELL,29129.0,29128.75,29182.5,YES
2026-06-11,11:44:47,SELL,29084.5,29084.25,29134.5,YES
2026-06-11,11:48:07,SELL,29126.25,29126.0,29164.5,YES
2026-06-11,11:49:43,SELL,29112.75,29112.5,29148.5,YES
2026-06-11,11:52:02,SELL,29102.75,29102.5,29129.0,YES
2026-06-11,11:53:42,SELL,29078.25,29078.0,29123.5,YES
2026-06-11,11:55:22,SELL,29075.5,29075.25,29106.25,YES
2026-06-11,12:01:27,SELL,29168.0,29167.75,29210.75,YES
2026-06-11,12:02:33,SELL,29147.5,29147.25,29195.75,YES
2026-06-11,12:04:17,SELL,29122.75,29122.5,29175.25,YES
2026-06-11,12:12:19,BUY,29236.5,0.25,29236.25,YES
2026-06-11,12:12:49,BUY,29251.0,0.25,29250.75,YES
2026-06-11,12:13:55,SELL,29237.25,29237.0,29261.25,YES
2026-06-11,12:15:09,SELL,29231.5,29231.25,29259.5,YES
2026-06-11,12:15:53,SELL,29230.5,29230.25,29268.25,YES
2026-06-11,12:16:57,SELL,29227.25,29227.0,29257.75,YES
2026-06-11,12:21:02,SELL,29218.5,29218.25,29250.25,YES
2026-06-11,12:22:39,SELL,29184.5,29184.25,29215.0,YES
2026-06-11,12:24:01,SELL,29172.5,29172.25,29204.5,YES
2026-06-11,12:25:22,SELL,29153.0,29152.75,29192.5,YES
2026-06-11,12:26:46,SELL,29148.5,29148.25,29184.75,YES
2026-06-11,12:29:19,SELL,29138.75,29138.5,29178.0,YES
2026-06-11,12:30:01,SELL,29132.75,29132.5,29157.25,YES
2026-06-11,12:31:00,SELL,29121.25,29121.0,29154.75,YES
2026-06-11,12:32:07,SELL,29119.5,29119.25,29158.5,YES
2026-06-11,12:34:01,BUY,29198.5,0.25,29198.25,YES
2026-06-11,12:34:14,BUY,29233.0,0.25,29232.75,YES
2026-06-11,12:34:28,SELL,29211.5,29211.25,29262.0,YES
2026-06-11,12:37:56,SELL,29233.0,29232.75,29260.5,YES
2026-06-11,12:39:23,SELL,29197.75,29197.5,29240.5,YES
2026-06-11,12:40:48,SELL,29178.0,29177.75,29206.0,YES
2026-06-11,12:44:23,SELL,29165.75,29165.5,29193.0,YES
2026-06-11,12:45:52,SELL,29158.75,29158.5,29196.0,YES
2026-06-11,12:49:29,SELL,29153.75,29153.5,29192.75,YES
2026-06-11,12:50:51,SELL,29129.0,29128.75,29170.0,YES
2026-06-11,12:52:09,SELL,29121.25,29121.0,29158.5,YES
2026-06-11,12:53:08,SELL,29094.0,29093.75,29139.5,YES
2026-06-11,12:54:56,SELL,29092.75,29092.5,29127.5,YES
2026-06-11,12:59:20,SELL,29075.75,29075.5,29100.25,YES
2026-06-11,13:01:11,SELL,29058.75,29058.5,29096.5,YES
2026-06-11,13:02:27,SELL,29050.25,29050.0,29100.75,YES
2026-06-11,13:03:30,SELL,29023.75,29023.5,29071.25,YES
2026-06-11,13:06:36,SELL,29035.25,29035.0,29065.5,YES
2026-06-11,13:12:12,SELL,29069.75,29069.5,29102.25,YES
2026-06-11,13:14:55,SELL,29028.75,29028.5,29058.25,YES
2026-06-11,13:17:49,SELL,29010.75,29010.5,29056.5,YES
2026-06-11,13:18:42,SELL,28990.25,28990.0,29017.5,YES
2026-06-11,13:19:31,SELL,28977.75,28977.5,29002.25,YES
2026-06-11,13:22:39,SELL,28988.25,28988.0,29014.75,YES
2026-06-11,13:28:49,BUY,29149.0,0.25,29148.75,YES
2026-06-11,13:28:51,BUY,29225.75,0.25,29225.5,YES
2026-06-11,13:28:57,BUY,29271.25,0.25,29271.0,YES
2026-06-11,13:29:26,SELL,29269.5,29269.25,29322.75,YES
2026-06-11,13:29:59,BUY,29386.0,0.25,29385.75,YES
2026-06-11,13:30:03,BUY,29458.75,0.25,29458.5,YES
2026-06-11,13:30:07,SELL,29447.5,29447.25,29476.75,YES
2026-06-11,13:30:19,SELL,29471.75,29471.5,29520.5,YES
2026-06-11,13:30:29,SELL,29447.75,29447.5,29506.75,YES
2026-06-11,13:30:58,SELL,29457.5,29457.25,29519.0,YES
2026-06-11,13:31:15,SELL,29406.25,29406.0,29514.25,YES
2026-06-11,13:31:35,SELL,29396.25,29396.0,29465.75,YES
2026-06-11,13:34:09,SELL,29518.75,29518.5,29546.5,YES
2026-06-11,13:34:36,SELL,29499.5,29499.25,29558.0,YES
2026-06-11,13:35:32,SELL,29473.0,29472.75,29515.75,YES
2026-06-11,13:36:03,SELL,29453.25,29453.0,29493.0,YES
2026-06-11,13:36:36,SELL,29437.75,29437.5,29473.75,YES
2026-06-11,13:39:02,SELL,29443.5,29443.25,29484.5,YES
2026-06-11,13:41:30,SELL,29497.25,29497.0,29529.5,YES
2026-06-11,13:45:01,SELL,29565.25,29565.0,29595.25,YES
2026-06-11,13:45:38,SELL,29552.75,29552.5,29593.0,YES
2026-06-11,13:46:06,SELL,29533.25,29533.0,29571.5,YES
2026-06-11,13:46:39,SELL,29505.25,29505.0,29547.75,YES
2026-06-11,13:48:00,SELL,29495.0,29494.75,29539.0,YES
2026-06-11,13:49:17,SELL,29494.75,29494.5,29532.0,YES
2026-06-11,13:49:56,SELL,29475.25,29475.0,29502.5,YES
2026-06-11,13:50:39,SELL,29434.0,29433.75,29493.75,YES
2026-06-11,13:51:19,SELL,29419.5,29419.25,29448.0,YES
2026-06-11,13:53:50,SELL,29464.5,29464.25,29487.0,YES
2026-06-11,13:56:19,SELL,29455.25,29455.0,29486.75,YES
2026-06-11,13:59:27,BUY,29504.0,0.25,29503.75,YES
2026-06-11,14:01:12,SELL,29506.75,29506.5,29537.75,YES
2026-06-11,14:01:56,SELL,29494.25,29494.0,29547.5,YES
2026-06-11,14:02:10,SELL,29477.75,29477.5,29500.25,YES
2026-06-11,14:02:37,SELL,29466.75,29466.5,29501.5,YES
2026-06-11,14:03:15,SELL,29422.5,29422.25,29479.75,YES
2026-06-11,14:03:54,SELL,29401.5,29401.25,29444.75,YES
2026-06-11,14:05:22,SELL,29390.25,29390.0,29421.75,YES
2026-06-11,14:06:01,SELL,29363.25,29363.0,29402.5,YES
2026-06-11,14:09:09,SELL,29389.75,29389.5,29440.0,YES
2026-06-11,14:12:56,SELL,29435.25,29435.0,29461.5,YES
2026-06-11,14:19:51,SELL,29519.75,29519.5,29559.5,YES
2026-06-11,14:20:46,SELL,29512.5,29512.25,29553.0,YES
2026-06-11,14:21:42,SELL,29499.0,29498.75,29534.0,YES
2026-06-11,14:22:12,SELL,29473.25,29473.0,29525.0,YES
2026-06-11,14:25:50,SELL,29467.5,29467.25,29497.0,YES
2026-06-11,14:31:43,BUY,29526.5,0.25,29526.25,YES
2026-06-11,14:34:51,SELL,29478.0,29477.75,29503.75,YES
2026-06-11,14:38:18,SELL,29476.5,29476.25,29506.5,YES
2026-06-11,14:47:24,SELL,29536.25,29536.0,29549.0,YES
2026-06-11,14:48:21,BUY,29552.75,0.25,29552.5,YES
2026-06-11,14:50:16,BUY,29600.5,0.25,29600.25,YES
2026-06-11,14:51:00,SELL,29584.0,29583.75,29605.25,YES
2026-06-11,14:51:54,SELL,29561.25,29561.0,29589.5,YES
2026-06-11,14:54:37,SELL,29562.5,29562.25,29586.5,YES
2026-06-11,14:55:48,SELL,29533.75,29533.5,29569.25,YES
2026-06-11,15:02:00,SELL,29589.0,29588.75,29610.5,YES
2026-06-11,15:02:56,SELL,29588.75,29588.5,29607.5,YES
2026-06-11,15:04:13,SELL,29573.0,29572.75,29594.25,YES
2026-06-11,15:05:36,SELL,29571.5,29571.25,29602.25,YES
2026-06-11,15:06:22,SELL,29527.5,29527.25,29578.0,YES
2026-06-11,15:12:22,BUY,29663.25,0.25,29663.0,YES
2026-06-11,15:13:08,SELL,29631.75,29631.5,29667.25,YES
2026-06-11,15:14:43,SELL,29641.5,29641.25,29661.5,YES
2026-06-11,15:17:08,SELL,29662.75,29662.5,29687.25,YES
2026-06-11,15:20:21,SELL,29673.0,29672.75,29692.25,YES
2026-06-11,15:24:39,SELL,29668.25,29668.0,29683.75,YES
2026-06-11,15:31:17,SELL,29780.75,29780.5,29803.75,YES
2026-06-11,15:34:29,SELL,29810.75,29810.5,29834.75,YES
2026-06-11,15:36:08,SELL,29810.0,29809.75,29837.25,YES
2026-06-11,15:37:20,SELL,29802.5,29802.25,29831.25,YES
2026-06-11,15:38:26,SELL,29785.25,29785.0,29819.75,YES
2026-06-11,15:39:21,SELL,29772.75,29772.5,29800.5,YES
2026-06-11,15:43:43,SELL,29792.25,29792.0,29822.75,YES
2026-06-11,15:44:53,SELL,29777.25,29777.0,29804.75,YES
2026-06-11,15:45:33,SELL,29764.75,29764.5,29793.0,YES
2026-06-11,15:46:33,SELL,29762.25,29762.0,29779.75,YES
2026-06-11,15:47:14,SELL,29739.5,29739.25,29767.5,YES
2026-06-11,15:48:12,SELL,29737.0,29736.75,29765.5,YES
2026-06-11,15:49:14,SELL,29722.25,29722.0,29764.0,YES
2026-06-11,15:50:05,SELL,29717.25,29717.0,29745.25,YES
2026-06-11,15:50:48,SELL,29704.75,29704.5,29746.5,YES
2026-06-11,15:54:39,SELL,29765.5,29765.25,29783.25,YES
2026-06-11,15:55:04,SELL,29761.0,29760.75,29783.25,YES
2026-06-11,15:57:58,SELL,29777.0,29776.75,29789.5,YES
2026-06-11,15:58:36,SELL,29774.0,29773.75,29790.75,YES
2026-06-11,15:59:00,SELL,29766.25,29766.0,29783.0,YES
2026-06-11,15:59:29,SELL,29770.75,29770.5,29781.25,YES
2026-06-11,15:59:35,SELL,29758.25,29758.0,29774.75,YES
2026-06-11,15:59:40,SELL,29750.5,29750.25,29764.5,YES
2026-06-11,15:59:44,SELL,29750.25,29750.0,29756.5,YES
2026-06-11,15:59:58,SELL,29759.75,29759.5,29769.0,YES
2026-06-11,15:59:59,SELL,29752.0,29751.75,29764.0,YES
2026-06-11,16:00:00,SELL,29747.75,29747.5,29761.0,YES
2026-06-11,16:00:15,SELL,29734.75,29734.5,29756.5,YES
2026-06-11,16:00:40,SELL,29716.5,29716.25,29745.0,YES
2026-06-11,16:15:00,BUY,29811.75,0.25,29811.5,YES
2026-06-11,18:46:53,BUY,29875.0,0.25,29874.75,YES
2026-06-12,01:50:46,SELL,29696.5,29696.25,29774.25,YES
2026-06-12,02:20:40,SELL,29720.5,29720.25,29767.75,YES
2026-06-12,02:36:14,SELL,29690.75,29690.5,29734.25,YES
2026-06-12,02:47:14,SELL,29658.0,29657.75,29704.5,YES
2026-06-12,02:56:06,SELL,29627.75,29627.5,29686.75,YES
2026-06-12,03:05:46,SELL,29600.5,29600.25,29663.0,YES
2026-06-12,03:13:56,SELL,29593.75,29593.5,29620.5,YES
2026-06-12,04:28:31,SELL,29812.75,29812.5,29868.0,YES
2026-06-12,04:36:03,SELL,29762.75,29762.5,29829.75,YES
2026-06-12,05:26:57,BUY,29885.75,0.25,29885.5,YES
2026-06-12,05:37:44,SELL,29908.5,29908.25,29968.0,YES
2026-06-12,05:46:35,SELL,29906.75,29906.5,29946.5,YES
2026-06-12,06:06:29,SELL,29908.25,29908.0,29953.25,YES
2026-06-12,06:15:31,SELL,29895.5,29895.25,29950.5,YES
2026-06-12,06:21:49,SELL,29857.75,29857.5,29911.0,YES
2026-06-12,06:27:24,SELL,29831.0,29830.75,29884.0,YES
2026-06-12,06:49:37,SELL,29834.5,29834.25,29864.5,YES
2026-06-12,07:53:23,SELL,29907.75,29907.5,29944.75,YES
2026-06-12,08:03:12,SELL,29905.75,29905.5,29953.0,YES
2026-06-12,08:08:13,SELL,29871.25,29871.0,29922.0,YES
2026-06-12,08:17:47,SELL,29862.75,29862.5,29905.75,YES
2026-06-12,08:24:45,SELL,29847.0,29846.75,29894.5,YES
2026-06-12,08:30:03,SELL,29821.0,29820.75,29851.75,YES
2026-06-12,08:34:10,SELL,29807.75,29807.5,29840.25,YES
2026-06-12,08:38:21,SELL,29795.5,29795.25,29837.75,YES
2026-06-12,08:44:19,SELL,29764.0,29763.75,29806.75,YES
2026-06-12,08:47:43,SELL,29751.5,29751.25,29796.5,YES
2026-06-12,08:53:14,SELL,29743.0,29742.75,29778.75,YES
2026-06-12,08:55:11,SELL,29700.5,29700.25,29755.25,YES
2026-06-12,08:57:59,SELL,29676.0,29675.75,29718.75,YES
2026-06-12,09:00:58,SELL,29667.75,29667.5,29722.25,YES
2026-06-12,09:10:11,SELL,29721.0,29720.75,29748.0,YES
2026-06-12,09:21:22,SELL,29743.0,29742.75,29772.5,YES
2026-06-12,09:30:00,SELL,29760.5,29760.25,29795.0,YES
2026-06-12,09:30:04,SELL,29679.75,29679.5,29794.0,YES
2026-06-12,09:33:38,SELL,29622.75,29622.5,29649.5,YES
2026-06-12,10:00:20,BUY,29710.75,0.25,29710.5,YES
2026-06-12,10:03:55,BUY,29791.0,0.25,29790.75,YES
2026-06-12,10:04:19,SELL,29763.25,29763.0,29798.0,YES
2026-06-12,10:05:20,SELL,29752.75,29752.5,29793.75,YES
2026-06-12,10:06:51,BUY,29811.0,0.25,29810.75,YES
2026-06-12,10:07:51,BUY,29857.75,0.25,29857.5,YES
2026-06-12,10:11:51,SELL,29864.0,29863.75,29891.75,YES
2026-06-12,10:12:36,SELL,29844.5,29844.25,29877.5,YES
2026-06-12,10:13:26,SELL,29821.75,29821.5,29858.25,YES
2026-06-12,10:15:14,SELL,29826.25,29826.0,29860.5,YES
2026-06-12,10:17:59,SELL,29898.25,29898.0,29920.25,YES
2026-06-12,10:19:05,SELL,29883.5,29883.25,29912.5,YES
2026-06-12,10:21:24,SELL,29875.5,29875.25,29912.0,YES
