Database_Source,Account_Name,Symbol,Trade_ID,Entry_Time_NY,Exit_Time_NY,Side,Entry_Price,Exit_Price,Quantity,Profit_Loss_USD,Duration_Minutes,Hour_of_Day_NY,Day_of_Week
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,Tc1c9dbc64983,2024-06-27T06:31:49.520196,2024-06-27T06:31:49.844348,SHORT,18356.0,18358.0,6,-300.0,0,2,3
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,Tfc9f6f7efd3e,2024-06-27T07:40:53.550017,2024-06-27T07:49:04.072334,LONG,18387.0,18379.0,6,-1200.0,8,3,3
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,T7a81b3ae4ab5,2024-06-27T09:37:56.545504,2024-06-27T10:19:12.476671,SHORT,18336.0,18335.0,4,100.0,41,5,3
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,Td0f14ca07e43,2024-06-27T10:19:12.602034,2024-06-27T10:21:34.283877,LONG,18336.0,18340.0,4,400.0,2,6,3
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,Te41a5452cbcd,2024-06-27T13:53:38.357640,2024-06-27T13:57:52.082959,LONG,18391.0,18392.0,4,100.0,4,9,3
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,Tf1b2e9aa531c,2024-06-28T08:17:08.820096,2024-06-28T08:20:43.139661,LONG,18406.0,18396.0,6,-1500.0,3,4,4
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,Tec5d19a6efac,2024-06-28T09:36:22.393470,2024-06-28T10:18:39.210398,LONG,18497.0,18498.0,4,100.0,42,5,4
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,Tde499b283458,2024-06-28T13:31:24.904211,2024-06-28T13:48:14.582129,SHORT,18405.0,18404.0,4,100.0,16,9,4
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,Taca49f81aabd,2024-06-28T14:54:47.256440,2024-06-28T14:55:25.981723,LONG,18461.0,18449.0,6,-1800.0,0,10,4
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,T4b104634d814,2024-07-01T07:15:06.938814,2024-07-01T07:20:33.227499,LONG,18605.0,18609.0,4,400.0,5,3,0
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,T5e9974df38f7,2024-07-01T07:32:20.524518,2024-07-01T07:32:20.864428,LONG,18574.0,18569.0,6,-750.0,0,3,0
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,Tc28d4fd5405f,2024-07-01T08:45:11.302812,2024-07-01T08:45:11.834201,SHORT,18516.0,18518.0,6,-300.0,0,4,0
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,T82af5fbe15c0,2024-07-01T08:47:29.808863,2024-07-01T08:47:30.270950,SHORT,18508.0,18511.0,6,-450.0,0,4,0
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,T239f94516fec,2024-07-01T14:16:04.432098,2024-07-01T14:27:19.335025,LONG,18544.0,18515.0,6,-4350.0,11,10,0
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,Te8020ab2bc3b,2024-07-01T15:29:09.785320,2024-07-01T15:29:10.296403,SHORT,18495.0,18497.0,6,-300.0,0,11,0
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,T161d814d2df0,2024-07-02T00:31:55.759772,2024-07-02T00:34:20.032702,LONG,18477.0,18469.0,6,-1200.0,2,20,0
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,Tb4c52bc93be3,2024-07-02T07:00:44.227053,2024-07-02T07:11:13.953598,LONG,18448.0,18418.0,6,-4500.0,10,3,1
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,T3204896a7e8b,2024-07-02T08:16:35.567771,2024-07-02T08:21:03.759543,SHORT,18319.0,18330.0,6,-1650.0,4,4,1
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,T512ad7f5c9b9,2024-07-02T08:25:27.250590,2024-07-02T08:25:27.826497,SHORT,18314.0,18316.0,6,-300.0,0,4,1
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,Tcf51fc236c2d,2024-07-02T10:15:06.029594,2024-07-02T10:15:06.509048,SHORT,18266.0,18270.0,6,-600.0,0,6,1
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,Td3233ecc06f3,2024-07-02T12:57:59.081804,2024-07-02T12:58:51.626959,LONG,18219.0,18211.0,6,-1200.0,0,8,1
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,T029e0a8e7c91,2024-07-03T14:14:59.803765,2024-07-03T14:15:25.359584,LONG,18524.0,18516.0,6,-1200.0,0,10,2
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,T00e0557744b0,2024-07-08T04:53:43.561437,2024-07-08T04:53:44.125052,SHORT,18629.0,18633.0,6,-600.0,0,0,0
Pre_Fix_DB (processed_trades_backup_pre_ghost_fix),TM_10,FDAX,T91ec938e3fab,2024-07-08T06:35:06.247320,2024-07-08T06:37:41.605018,SHORT,18596.0,18611.0,6,-2250.0,2,2,0
