account,date,total_raw_fills,ghost_fills_dropped,bypass_mode_active,note_coverage_rate,dirty_trades,dirty_net,dirty_wins,clean_trades,clean_net,clean_wins,pnl_delta,pnl_delta_pct,flagged_for_review,flag_reason
ES_PB_3,2025-01-07,214,10,0,0.902,121,-2862.5,50,114,7012.5,63,9875.0,3.4498,1,"delta=+9,875 (345% of dirty_net)"
IPSPB1,2025-01-07,6,0,0,1.0,3,-3450.0,0,3,-3450.0,0,0.0,0.0,0,
IPSTMUD1,2025-01-07,24,0,0,0.958,14,-2400.0,7,14,-2400.0,7,0.0,0.0,0,
IPS_TM_10,2025-01-07,78,0,0,0.91,45,-7625.0,17,45,-7625.0,17,0.0,0.0,0,
IPS_TM_11,2025-01-07,51,0,0,0.922,29,-15500.0,13,29,-15500.0,13,0.0,0.0,0,
IPS_TM_12,2025-01-07,10,0,0,1.0,5,-4050.0,0,5,-4050.0,0,0.0,0.0,0,
IPS_TM_13,2025-01-07,6,0,0,1.0,3,-3375.0,0,3,-3375.0,0,0.0,0.0,0,
IPS_TM_3,2025-01-07,27,0,0,1.0,16,-1375.0,10,16,-1375.0,10,0.0,0.0,0,
IPS_TM_5,2025-01-07,161,0,0,0.894,89,-12825.0,35,89,-12825.0,35,0.0,0.0,0,
IPS_TM_5dupli,2025-01-07,76,0,0,0.921,44,-7475.0,17,44,-7475.0,17,0.0,0.0,0,
IPS_TM_6,2025-01-07,31,0,0,1.0,20,-1850.0,13,20,-1850.0,13,0.0,0.0,0,
IPS_TM_7,2025-01-07,27,0,0,1.0,16,-1375.0,10,16,-1375.0,10,0.0,0.0,0,
IPS_TM_8,2025-01-07,122,0,0,0.992,66,-18950.0,24,66,-18950.0,24,0.0,0.0,0,
PB_1,2025-01-07,78,0,0,0.91,40,-8225.0,16,40,-8225.0,16,0.0,0.0,0,
PB_2,2025-01-07,105,0,0,0.971,88,-4400.0,28,88,-4400.0,28,0.0,0.0,0,
PB_3,2025-01-07,101,0,0,1.0,58,-1850.0,30,58,-1850.0,30,0.0,0.0,0,
T-S_production,2025-01-07,144,15,0,0.715,92,-4287.5,53,75,42487.5,51,46775.0,10.9096,1,"delta=+46,775 (1091% of dirty_net)"
TM_1,2025-01-07,33,15,1,0.0,18,-3850.0,6,10,-10600.0,1,-6750.0,1.7532,1,"delta=-6,750 (175% of dirty_net)"
TM_10,2025-01-07,35,13,1,0.0,22,100.0,15,11,14825.0,9,14725.0,29.45,1,"delta=+14,725 (2945% of dirty_net)"
TM_11,2025-01-07,29,2,0,0.897,15,-3145.0,3,14,-12425.0,4,-9280.0,2.9507,1,"delta=-9,280 (295% of dirty_net)"
TM_2,2025-01-07,33,13,1,0.0,20,-4950.0,10,6,27400.0,6,32350.0,6.5354,1,"delta=+32,350 (654% of dirty_net)"
TM_3,2025-01-07,27,0,0,1.0,16,-1375.0,10,16,-1375.0,10,0.0,0.0,0,
TM_5,2025-01-07,171,0,0,0.737,93,-24675.0,25,93,-24675.0,25,0.0,0.0,0,
TM_6,2025-01-07,31,0,0,1.0,20,-1700.0,13,20,-1700.0,13,0.0,0.0,0,
TM_7,2025-01-07,74,0,0,0.892,43,-11225.0,21,43,-11225.0,21,0.0,0.0,0,
TM_8,2025-01-07,132,0,0,0.727,72,-25250.0,25,72,-25250.0,25,0.0,0.0,0,
TM_9,2025-01-07,28,13,1,0.0,15,-11000.0,4,4,25400.0,4,36400.0,3.3091,1,"delta=+36,400 (331% of dirty_net)"
TM_D-R-1_1,2025-01-07,191,3,0,0.969,129,-4900.0,102,119,1510.0,88,6410.0,1.3082,1,"delta=+6,410 (131% of dirty_net)"
TM_D-R-1_2,2025-01-07,141,3,0,0.957,95,2695.0,79,88,9580.0,67,6885.0,2.5547,1,"delta=+6,885 (255% of dirty_net)"
TM_U-D-1_1,2025-01-07,288,16,0,0.885,195,-5615.0,134,179,50550.0,122,56165.0,10.0027,1,"delta=+56,165 (1000% of dirty_net)"
TS_2,2025-01-07,28,0,0,0.964,16,-11750.0,5,16,-11750.0,5,0.0,0.0,0,
TS_3,2025-01-07,51,1,0,0.863,35,6425.0,28,32,-985.0,20,-7410.0,1.1533,1,"delta=-7,410 (115% of dirty_net)"
TS_4,2025-01-07,44,0,0,0.932,35,-200.0,18,35,-200.0,18,0.0,0.0,0,
TS_5,2025-01-07,47,0,0,1.0,28,-600.0,16,28,-600.0,16,0.0,0.0,0,
TS_6,2025-01-07,47,0,0,0.979,29,-5725.0,18,29,-5725.0,18,0.0,0.0,0,
TS_7,2025-01-07,5,0,0,1.0,3,-1010.0,1,3,-1010.0,1,0.0,0.0,0,
Tsufim-Prod,2025-01-07,25,4,0,0.68,14,-6475.0,5,12,-1825.0,6,4650.0,0.7181,1,"delta=+4,650 (72% of dirty_net)"
3Q_sim10,2025-01-08,2,0,0,1.0,1,-330.0,0,1,-330.0,0,0.0,0.0,0,
3Q_sim13,2025-01-08,47,3,0,0.787,25,-1810.0,4,22,1610.0,9,3420.0,1.8895,1,"delta=+3,420 (189% of dirty_net)"
3Q_sim14,2025-01-08,138,4,0,0.652,74,510.0,36,71,60.0,37,-450.0,0.8824,1,delta=-450 (88% of dirty_net)
3Q_sim15,2025-01-08,46,3,0,0.674,27,-130.0,14,24,-1900.0,10,-1770.0,3.54,1,"delta=-1,770 (354% of dirty_net)"
3Q_sim16,2025-01-08,6,1,0,0.833,4,260.0,4,2,120.0,2,-140.0,0.28,1,delta=-140 (28% of dirty_net)
3Q_sim19,2025-01-08,5,0,0,0.6,3,-880.0,1,3,-880.0,1,0.0,0.0,0,
3Q_sim7,2025-01-08,8,0,0,0.875,5,-1140.0,3,5,-1140.0,3,0.0,0.0,0,
ES-IPS_TM_11,2025-01-08,195,7,0,0.877,115,3037.5,47,108,-1675.0,41,-4712.5,1.5514,1,"delta=-4,712 (155% of dirty_net)"
ES-IPS_TM_12,2025-01-08,65,3,0,0.954,39,3700.0,17,35,5175.0,22,1475.0,0.3986,1,"delta=+1,475 (40% of dirty_net)"
ES-IPS_TM_13,2025-01-08,35,0,0,0.914,23,1975.0,15,23,1975.0,15,0.0,0.0,0,
ES-IPS_TM_3,2025-01-08,37,1,0,0.892,22,-1512.5,14,20,-3462.5,8,-1950.0,1.2893,1,"delta=-1,950 (129% of dirty_net)"
ES-IPS_TM_5,2025-01-08,1127,23,0,0.76,591,-8387.5,264,586,-9475.0,263,-1087.5,0.1297,0,
ES-IPS_TM_5dupl,2025-01-08,191,2,0,0.88,124,8225.0,90,120,12775.0,80,4550.0,0.5532,1,"delta=+4,550 (55% of dirty_net)"
ES-IPS_TM_6,2025-01-08,40,2,0,0.95,26,-2887.5,17,24,-7275.0,13,-4387.5,1.5195,1,"delta=-4,388 (152% of dirty_net)"
ES-IPS_TM_7,2025-01-08,38,2,0,0.868,22,-3487.5,10,20,-5337.5,6,-1850.0,0.5305,1,"delta=-1,850 (53% of dirty_net)"
ES-IPS_TM_8,2025-01-08,466,19,0,0.908,254,62.5,92,241,-13662.5,93,-13725.0,27.45,1,"delta=-13,725 (2745% of dirty_net)"
ES-PB_1,2025-01-08,184,2,0,0.832,112,3612.5,65,108,6325.0,64,2712.5,0.7509,1,"delta=+2,712 (75% of dirty_net)"
ES-TM_1,2025-01-08,117,49,1,0.0,68,-1425.0,28,36,8475.0,20,9900.0,6.9474,1,"delta=+9,900 (695% of dirty_net)"
ES-TM_10,2025-01-08,115,44,1,0.0,71,-3225.0,42,31,7087.5,15,10312.5,3.1977,1,"delta=+10,312 (320% of dirty_net)"
ES-TM_2,2025-01-08,110,42,1,0.0,68,-6862.5,39,39,7587.5,24,14450.0,2.1056,1,"delta=+14,450 (211% of dirty_net)"
ES-TM_3,2025-01-08,35,1,0,0.914,21,-1675.0,14,19,-3525.0,8,-1850.0,1.1045,1,"delta=-1,850 (110% of dirty_net)"
ES-TM_5,2025-01-08,2870,26,0,0.623,1494,-45037.5,483,1482,-42037.5,544,3000.0,0.0666,0,
ES-TM_6,2025-01-08,40,1,0,0.875,26,-3050.0,17,23,-5975.0,11,-2925.0,0.959,1,"delta=-2,925 (96% of dirty_net)"
ES-TM_7,2025-01-08,231,8,0,0.835,144,-3337.5,89,134,-4587.5,66,-1250.0,0.3745,1,"delta=-1,250 (37% of dirty_net)"
ES-TM_8,2025-01-08,2850,23,0,0.625,1479,-51087.5,442,1467,-42525.0,474,8562.5,0.1676,0,
ES-TM_9,2025-01-08,33,10,1,0.0,21,7125.0,17,12,5337.5,9,-1787.5,0.2509,1,"delta=-1,788 (25% of dirty_net)"
ES-TS_2,2025-01-08,91,3,0,0.813,61,1262.5,46,57,7012.5,34,5750.0,4.5545,1,"delta=+5,750 (455% of dirty_net)"
ES-TS_3,2025-01-08,61,1,0,0.803,41,3312.5,29,38,5037.5,27,1725.0,0.5208,1,"delta=+1,725 (52% of dirty_net)"
ES-TS_4,2025-01-08,169,2,0,0.87,114,-75.0,83,104,2412.5,57,2487.5,4.975,1,"delta=+2,488 (497% of dirty_net)"
ES-TS_5,2025-01-08,200,5,0,0.885,132,-1587.5,79,118,1187.5,63,2775.0,1.748,1,"delta=+2,775 (175% of dirty_net)"
ES-TS_6,2025-01-08,196,4,0,0.893,129,-3187.5,99,119,4125.0,70,7312.5,2.2941,1,"delta=+7,312 (229% of dirty_net)"
ES-TS_7,2025-01-08,6,0,0,1.0,4,-662.5,3,4,-662.5,3,0.0,0.0,0,
ES_PB_2,2025-01-08,246,6,0,0.919,148,950.0,74,142,-4300.0,60,-5250.0,5.5263,1,"delta=-5,250 (553% of dirty_net)"
ES_PB_3,2025-01-08,246,6,0,0.931,145,1550.0,82,141,-3700.0,62,-5250.0,3.3871,1,"delta=-5,250 (339% of dirty_net)"
IPSPB1,2025-01-08,10,0,0,1.0,6,-2675.0,2,6,-2675.0,2,0.0,0.0,0,
IPSTMUD1,2025-01-08,28,0,0,0.929,18,1475.0,13,18,1475.0,13,0.0,0.0,0,
IPS_TM_10,2025-01-08,96,0,0,0.906,62,12425.0,47,62,12425.0,47,0.0,0.0,0,
IPS_TM_11,2025-01-08,66,0,0,0.985,39,-3100.0,18,39,-3100.0,18,0.0,0.0,0,
IPS_TM_12,2025-01-08,13,0,0,1.0,7,-5650.0,1,7,-5650.0,1,0.0,0.0,0,
IPS_TM_13,2025-01-08,10,0,0,1.0,6,-2675.0,2,6,-2675.0,2,0.0,0.0,0,
IPS_TM_3,2025-01-08,46,0,0,1.0,26,-4325.0,12,26,-4325.0,12,0.0,0.0,0,
IPS_TM_5,2025-01-08,175,0,0,0.909,97,-10450.0,40,97,-10450.0,40,0.0,0.0,0,
IPS_TM_5dupli,2025-01-08,90,0,0,0.922,58,9500.0,43,58,9500.0,43,0.0,0.0,0,
IPS_TM_6,2025-01-08,38,0,0,1.0,23,-4275.0,11,23,-4275.0,11,0.0,0.0,0,
IPS_TM_7,2025-01-08,46,0,0,1.0,26,-4275.0,11,26,-4275.0,11,0.0,0.0,0,
IPS_TM_8,2025-01-08,153,0,0,0.987,88,850.0,44,88,850.0,44,0.0,0.0,0,
PB_1,2025-01-08,88,0,0,0.909,51,2525.0,28,51,2525.0,28,0.0,0.0,0,
PB_2,2025-01-08,114,0,0,0.947,90,-4000.0,30,90,-4000.0,30,0.0,0.0,0,
PB_3,2025-01-08,105,0,0,1.0,61,-1725.0,34,61,-1725.0,34,0.0,0.0,0,
T-S_production,2025-01-08,191,18,0,0.675,163,5725.0,99,143,-13437.5,70,-19162.5,3.3472,1,"delta=-19,162 (335% of dirty_net)"
TM_1,2025-01-08,33,13,1,0.0,20,2425.0,13,6,7975.0,4,5550.0,2.2887,1,"delta=+5,550 (229% of dirty_net)"
TM_10,2025-01-08,41,16,1,0.0,24,-6200.0,11,16,-3650.0,7,2550.0,0.4113,1,"delta=+2,550 (41% of dirty_net)"
TM_2,2025-01-08,51,22,1,0.0,29,-17425.0,12,14,4550.0,7,21975.0,1.2611,1,"delta=+21,975 (126% of dirty_net)"
TM_3,2025-01-08,46,0,0,1.0,26,-4325.0,12,26,-4325.0,12,0.0,0.0,0,
TM_5,2025-01-08,198,0,0,0.778,111,6200.0,56,111,6200.0,56,0.0,0.0,0,
TM_6,2025-01-08,38,0,0,1.0,23,-4350.0,11,23,-4350.0,11,0.0,0.0,0,
TM_7,2025-01-08,73,0,0,0.973,45,6150.0,23,45,6150.0,23,0.0,0.0,0,
TM_8,2025-01-08,166,0,0,0.789,90,-9400.0,38,90,-9400.0,38,0.0,0.0,0,
TM_9,2025-01-08,45,21,1,0.0,24,-20000.0,5,11,4150.0,6,24150.0,1.2075,1,"delta=+24,150 (121% of dirty_net)"
TM_D-R-1_2,2025-01-08,121,2,0,0.942,94,9425.0,69,89,11095.0,65,1670.0,0.1772,0,
TS_2,2025-01-08,42,0,0,1.0,28,2700.0,21,28,2700.0,21,0.0,0.0,0,
TS_4,2025-01-08,70,0,0,0.971,46,350.0,32,46,350.0,32,0.0,0.0,0,
TS_5,2025-01-08,77,0,0,1.0,48,5750.0,35,48,5750.0,35,0.0,0.0,0,
TS_6,2025-01-08,72,0,0,0.986,46,1100.0,37,46,1100.0,37,0.0,0.0,0,
TS_7,2025-01-08,2,0,0,1.0,1,-1350.0,0,1,-1350.0,0,0.0,0.0,0,
Tsufim-Prod,2025-01-08,31,6,0,0.516,18,-3000.0,8,13,-8850.0,4,-5850.0,1.95,1,"delta=-5,850 (195% of dirty_net)"
3Q_sim10,2025-01-09,9,0,0,0.778,5,220.0,2,5,220.0,2,0.0,0.0,0,
3Q_sim13,2025-01-09,18,0,0,0.833,11,1310.0,5,11,1310.0,5,0.0,0.0,0,
3Q_sim14,2025-01-09,103,0,0,0.718,57,-420.0,30,57,-420.0,30,0.0,0.0,0,
3Q_sim15,2025-01-09,22,0,0,0.864,13,-740.0,8,13,-740.0,8,0.0,0.0,0,
3Q_sim16,2025-01-09,2,0,0,1.0,1,-900.0,0,1,-900.0,0,0.0,0.0,0,
3Q_sim7,2025-01-09,2,0,0,1.0,1,-900.0,0,1,-900.0,0,0.0,0.0,0,
ES-IPS_TM_11,2025-01-09,10,0,0,1.0,6,1237.5,4,6,1237.5,4,0.0,0.0,0,
ES-IPS_TM_3,2025-01-09,8,0,0,1.0,5,75.0,3,5,75.0,3,0.0,0.0,0,
ES-IPS_TM_5,2025-01-09,89,0,0,0.899,49,-112.5,23,49,-112.5,23,0.0,0.0,0,
ES-IPS_TM_5dupl,2025-01-09,10,0,0,1.0,6,125.0,5,6,125.0,5,0.0,0.0,0,
ES-IPS_TM_6,2025-01-09,9,0,0,1.0,6,-725.0,4,6,-725.0,4,0.0,0.0,0,
ES-IPS_TM_7,2025-01-09,8,0,0,1.0,5,-162.5,3,5,-162.5,3,0.0,0.0,0,
ES-IPS_TM_8,2025-01-09,45,0,0,1.0,25,4712.5,17,25,4712.5,17,0.0,0.0,0,
ES-PB_1,2025-01-09,9,0,0,0.889,5,462.5,4,5,462.5,4,0.0,0.0,0,
ES-TM_10,2025-01-09,15,7,1,0.0,8,-1862.5,2,3,1362.5,3,3225.0,1.7315,1,"delta=+3,225 (173% of dirty_net)"
ES-TM_2,2025-01-09,15,7,1,0.0,8,-1912.5,2,3,1312.5,3,3225.0,1.6863,1,"delta=+3,225 (169% of dirty_net)"
ES-TM_3,2025-01-09,8,0,0,1.0,5,87.5,3,5,87.5,3,0.0,0.0,0,
ES-TM_5,2025-01-09,215,0,0,0.679,114,-5700.0,52,114,-5700.0,52,0.0,0.0,0,
ES-TM_6,2025-01-09,9,0,0,1.0,6,-725.0,4,6,-725.0,4,0.0,0.0,0,
ES-TM_7,2025-01-09,4,0,0,1.0,3,1450.0,3,3,1450.0,3,0.0,0.0,0,
ES-TM_8,2025-01-09,187,0,0,0.69,100,-1325.0,43,100,-1325.0,43,0.0,0.0,0,
ES-TM_9,2025-01-09,5,2,1,0.0,3,-462.5,2,2,1150.0,2,1612.5,3.225,1,"delta=+1,612 (322% of dirty_net)"
ES_PB_2,2025-01-09,19,0,0,0.842,12,1425.0,9,12,1425.0,9,0.0,0.0,0,
ES_PB_3,2025-01-09,20,0,0,0.95,12,200.0,8,12,200.0,8,0.0,0.0,0,
IPSPB1,2025-01-09,9,0,0,0.889,6,1475.0,5,6,1475.0,5,0.0,0.0,0,
IPSTMUD1,2025-01-09,32,0,0,0.969,26,-2350.0,10,26,-2350.0,10,0.0,0.0,0,
IPS_TM_10,2025-01-09,37,0,0,0.919,22,-4350.0,14,22,-4350.0,14,0.0,0.0,0,
IPS_TM_11,2025-01-09,18,0,0,0.944,10,-1025.0,4,10,-1025.0,4,0.0,0.0,0,
IPS_TM_12,2025-01-09,8,0,0,1.0,4,-3225.0,0,4,-3225.0,0,0.0,0.0,0,
IPS_TM_13,2025-01-09,9,0,0,0.889,6,1475.0,5,6,1475.0,5,0.0,0.0,0,
IPS_TM_3,2025-01-09,21,0,0,1.0,13,2150.0,10,13,2150.0,10,0.0,0.0,0,
IPS_TM_5,2025-01-09,94,0,0,0.819,52,-3025.0,22,52,-3025.0,22,0.0,0.0,0,
IPS_TM_5dupli,2025-01-09,37,0,0,0.919,22,-4350.0,14,22,-4350.0,14,0.0,0.0,0,
IPS_TM_6,2025-01-09,22,0,0,1.0,15,5875.0,12,15,5875.0,12,0.0,0.0,0,
IPS_TM_7,2025-01-09,21,0,0,1.0,13,2150.0,10,13,2150.0,10,0.0,0.0,0,
IPS_TM_8,2025-01-09,58,0,0,0.983,32,-3500.0,13,32,-3500.0,13,0.0,0.0,0,
PB_1,2025-01-09,35,0,0,0.943,19,-7050.0,6,19,-7050.0,6,0.0,0.0,0,
PB_2,2025-01-09,59,0,0,0.966,34,-5575.0,12,34,-5575.0,12,0.0,0.0,0,
PB_3,2025-01-09,55,0,0,1.0,31,-2125.0,15,31,-2125.0,15,0.0,0.0,0,
T-S_production,2025-01-09,10,0,0,1.0,6,87.5,5,6,87.5,5,0.0,0.0,0,
TM_1,2025-01-09,15,7,1,0.0,8,-1325.0,2,4,4675.0,3,6000.0,4.5283,1,"delta=+6,000 (453% of dirty_net)"
TM_10,2025-01-09,17,8,1,0.0,9,-7425.0,3,5,-8850.0,0,-1425.0,0.1919,0,
TM_11,2025-01-09,12,0,0,0.917,7,2810.0,6,7,2810.0,6,0.0,0.0,0,
TM_2,2025-01-09,13,6,1,0.0,7,-3975.0,3,4,-7350.0,0,-3375.0,0.8491,1,"delta=-3,375 (85% of dirty_net)"
TM_3,2025-01-09,21,0,0,1.0,13,2150.0,10,13,2150.0,10,0.0,0.0,0,
TM_5,2025-01-09,81,0,0,0.765,43,-7125.0,18,43,-7125.0,18,0.0,0.0,0,
TM_6,2025-01-09,22,0,0,1.0,15,5875.0,12,15,5875.0,12,0.0,0.0,0,
TM_7,2025-01-09,26,0,0,0.923,14,-9250.0,4,14,-9250.0,4,0.0,0.0,0,
TM_8,2025-01-09,61,0,0,0.738,31,-9100.0,10,31,-9100.0,10,0.0,0.0,0,
TM_9,2025-01-09,12,6,1,0.0,6,-4900.0,2,3,-8350.0,0,-3450.0,0.7041,1,"delta=-3,450 (70% of dirty_net)"
TM_D-R-1_1,2025-01-09,99,0,0,0.98,68,1225.0,57,68,1225.0,57,0.0,0.0,0,
TM_D-R-1_2,2025-01-09,87,0,0,0.977,59,3110.0,47,59,3110.0,47,0.0,0.0,0,
TM_U-D-1_1,2025-01-09,46,0,0,0.978,31,-1700.0,19,31,-1700.0,19,0.0,0.0,0,
TS_2,2025-01-09,6,0,0,0.833,4,225.0,3,4,225.0,3,0.0,0.0,0,
TS_4,2025-01-09,27,0,0,0.815,14,-4150.0,4,14,-4150.0,4,0.0,0.0,0,
TS_5,2025-01-09,25,0,0,0.92,14,-2450.0,7,14,-2450.0,7,0.0,0.0,0,
TS_6,2025-01-09,27,0,0,0.889,14,-1975.0,6,14,-1975.0,6,0.0,0.0,0,
Tsufim-Prod,2025-01-09,4,2,1,0.0,2,-1800.0,1,0,0,0,1800.0,1.0,1,"delta=+1,800 (100% of dirty_net)"
3Q_sim10,2025-01-10,11,1,0,0.909,6,-1890.0,1,5,-3630.0,1,-1740.0,0.9206,1,"delta=-1,740 (92% of dirty_net)"
3Q_sim13,2025-01-10,110,4,0,0.855,58,-6590.0,9,58,-15140.0,10,-8550.0,1.2974,1,"delta=-8,550 (130% of dirty_net)"
3Q_sim14,2025-01-10,224,12,0,0.629,122,-6410.0,47,118,-17160.0,49,-10750.0,1.6771,1,"delta=-10,750 (168% of dirty_net)"
3Q_sim15,2025-01-10,59,4,0,0.678,33,-1550.0,16,29,-4080.0,14,-2530.0,1.6323,1,"delta=-2,530 (163% of dirty_net)"
3Q_sim16,2025-01-10,12,0,0,0.917,8,90.0,7,8,90.0,7,0.0,0.0,0,
3Q_sim19,2025-01-10,16,1,0,0.812,11,190.0,7,10,1840.0,8,1650.0,3.3,1,"delta=+1,650 (330% of dirty_net)"
3Q_sim7,2025-01-10,21,0,0,0.667,15,780.0,10,15,780.0,10,0.0,0.0,0,
ES-IPS_TM_11,2025-01-10,220,14,0,0.855,127,8037.5,60,120,-13375.0,48,-21412.5,2.6641,1,"delta=-21,412 (266% of dirty_net)"
ES-IPS_TM_12,2025-01-10,72,2,0,0.903,42,-1975.0,14,41,-3775.0,15,-1800.0,0.9114,1,"delta=-1,800 (91% of dirty_net)"
ES-IPS_TM_13,2025-01-10,20,1,0,0.9,12,-2312.5,5,9,-2487.5,2,-175.0,0.0757,0,
ES-IPS_TM_3,2025-01-10,43,0,0,0.814,26,1975.0,19,26,1975.0,19,0.0,0.0,0,
ES-IPS_TM_5,2025-01-10,1228,40,0,0.761,637,-36337.5,262,625,-48375.0,235,-12037.5,0.3313,1,"delta=-12,038 (33% of dirty_net)"
ES-IPS_TM_5dupl,2025-01-10,210,10,0,0.871,122,15375.0,73,119,-6600.0,56,-21975.0,1.4293,1,"delta=-21,975 (143% of dirty_net)"
ES-IPS_TM_6,2025-01-10,47,1,0,0.787,31,3562.5,22,29,4425.0,23,862.5,0.2421,1,delta=+862 (24% of dirty_net)
ES-IPS_TM_7,2025-01-10,43,0,0,0.814,26,-25.0,15,26,-25.0,15,0.0,0.0,0,
ES-IPS_TM_8,2025-01-10,531,29,0,0.878,291,10937.5,140,272,-41712.5,110,-52650.0,4.8137,1,"delta=-52,650 (481% of dirty_net)"
ES-PB_1,2025-01-10,206,11,0,0.845,112,15262.5,62,108,11712.5,65,-3550.0,0.2326,1,"delta=-3,550 (23% of dirty_net)"
ES-TM_1,2025-01-10,86,35,1,0.0,51,1887.5,33,29,19150.0,21,17262.5,9.1457,1,"delta=+17,262 (915% of dirty_net)"
ES-TM_10,2025-01-10,147,55,1,0.0,91,-9587.5,53,58,26487.5,37,36075.0,3.7627,1,"delta=+36,075 (376% of dirty_net)"
ES-TM_2,2025-01-10,151,57,1,0.0,93,-10737.5,58,59,13825.0,39,24562.5,2.2875,1,"delta=+24,562 (229% of dirty_net)"
ES-TM_3,2025-01-10,43,0,0,0.884,26,1687.5,19,26,1687.5,19,0.0,0.0,0,
ES-TM_5,2025-01-10,3204,33,0,0.62,1658,-53987.5,529,1647,-42025.0,727,11962.5,0.2216,1,"delta=+11,962 (22% of dirty_net)"
ES-TM_6,2025-01-10,46,0,0,0.761,30,4050.0,22,30,4050.0,22,0.0,0.0,0,
ES-TM_7,2025-01-10,236,9,0,0.852,147,-1825.0,91,143,-6287.5,73,-4462.5,2.4452,1,"delta=-4,462 (245% of dirty_net)"
ES-TM_8,2025-01-10,3155,34,0,0.617,1634,-49550.0,525,1618,-33500.0,576,16050.0,0.3239,1,"delta=+16,050 (32% of dirty_net)"
ES-TM_9,2025-01-10,42,16,1,0.0,26,162.5,17,11,10212.5,9,10050.0,20.1,1,"delta=+10,050 (2010% of dirty_net)"
ES-TS_2,2025-01-10,89,5,0,0.831,58,-7100.0,39,55,-11037.5,26,-3937.5,0.5546,1,"delta=-3,938 (55% of dirty_net)"
ES-TS_3,2025-01-10,42,1,0,0.833,25,-7512.5,11,22,-3050.0,8,4462.5,0.594,1,"delta=+4,462 (59% of dirty_net)"
ES-TS_4,2025-01-10,97,4,0,0.825,64,-2437.5,41,61,-9050.0,26,-6612.5,2.7128,1,"delta=-6,612 (271% of dirty_net)"
ES-TS_5,2025-01-10,223,10,0,0.857,141,-9087.5,81,131,-13412.5,66,-4325.0,0.4759,1,"delta=-4,325 (48% of dirty_net)"
ES-TS_6,2025-01-10,223,11,0,0.861,142,-9250.0,101,133,-8562.5,64,687.5,0.0743,0,
ES-TS_7,2025-01-10,4,0,0,1.0,3,700.0,3,3,700.0,3,0.0,0.0,0,
ES_PB_2,2025-01-10,273,10,0,0.883,165,-275.0,80,157,825.0,80,1100.0,2.2,1,"delta=+1,100 (220% of dirty_net)"
ES_PB_3,2025-01-10,289,15,0,0.872,168,-2887.5,91,162,-5937.5,80,-3050.0,1.0563,1,"delta=-3,050 (106% of dirty_net)"
IPSPB1,2025-01-10,17,0,0,1.0,11,3750.0,9,11,3750.0,9,0.0,0.0,0,
IPSTMUD1,2025-01-10,25,0,0,1.0,13,-3250.0,7,13,-3250.0,7,0.0,0.0,0,
IPS_TM_10,2025-01-10,85,0,0,0.953,68,12975.0,41,68,12975.0,41,0.0,0.0,0,
IPS_TM_11,2025-01-10,62,0,0,0.871,52,4050.0,23,52,4050.0,23,0.0,0.0,0,
IPS_TM_12,2025-01-10,9,0,0,1.0,4,-3900.0,0,4,-3900.0,0,0.0,0.0,0,
IPS_TM_13,2025-01-10,17,0,0,1.0,11,3675.0,9,11,3675.0,9,0.0,0.0,0,
IPS_TM_3,2025-01-10,51,0,0,0.961,28,-4325.0,10,28,-4325.0,10,0.0,0.0,0,
IPS_TM_5,2025-01-10,222,0,0,0.874,116,-4250.0,46,116,-4250.0,46,0.0,0.0,0,
IPS_TM_5dupli,2025-01-10,85,0,0,0.953,68,12975.0,41,68,12975.0,41,0.0,0.0,0,
IPS_TM_6,2025-01-10,55,0,0,0.964,32,-7475.0,15,32,-7475.0,15,0.0,0.0,0,
IPS_TM_7,2025-01-10,53,0,0,0.943,29,-4775.0,10,29,-4775.0,10,0.0,0.0,0,
IPS_TM_8,2025-01-10,179,0,0,0.966,157,1100.0,76,157,1100.0,76,0.0,0.0,0,
PB_1,2025-01-10,93,0,0,0.849,68,21150.0,47,68,21150.0,47,0.0,0.0,0,
PB_2,2025-01-10,121,0,0,0.959,83,-4575.0,36,83,-4575.0,36,0.0,0.0,0,
PB_3,2025-01-10,109,0,0,1.0,58,-1975.0,32,58,-1975.0,32,0.0,0.0,0,
T-S_production,2025-01-10,214,21,0,0.664,126,20425.0,74,120,-21025.0,60,-41450.0,2.0294,1,"delta=-41,450 (203% of dirty_net)"
TM_1,2025-01-10,35,18,1,0.0,18,-1925.0,10,7,-8850.0,0,-6925.0,3.5974,1,"delta=-6,925 (360% of dirty_net)"
TM_10,2025-01-10,72,27,1,0.0,48,4050.0,24,25,16875.0,16,12825.0,3.1667,1,"delta=+12,825 (317% of dirty_net)"
TM_11,2025-01-10,20,3,0,0.85,10,-3500.0,2,8,-8430.0,2,-4930.0,1.4086,1,"delta=-4,930 (141% of dirty_net)"
TM_2,2025-01-10,50,18,1,0.0,31,6700.0,17,18,-725.0,11,-7425.0,1.1082,1,"delta=-7,425 (111% of dirty_net)"
TM_3,2025-01-10,51,0,0,0.961,28,-4325.0,10,28,-4325.0,10,0.0,0.0,0,
TM_5,2025-01-10,282,0,0,0.787,264,-16575.0,95,264,-16575.0,95,0.0,0.0,0,
TM_6,2025-01-10,55,0,0,0.964,32,-7400.0,15,32,-7400.0,15,0.0,0.0,0,
TM_7,2025-01-10,89,0,0,0.978,74,-4950.0,35,74,-4950.0,35,0.0,0.0,0,
