
========== Verifying Case: 3Q_sim14 (Jan 19-20) ==========
Parsing BINARY file (Flex-Scan): TradeActivityLog_2026-01-19_UTC.3Q_sim14.data
  Loaded 169 candidate prices from Binary windows (Total Records Searched: 82).
Parsing BINARY file (Flex-Scan): TradeActivityLog_2026-01-20_UTC.3Q_sim14.data
  Loaded 211 candidate prices from Binary windows (Total Records Searched: 92).
Parsing TEXT file: 3q_sim14_01192026_TradesList.txt
  Loaded 6 trades from Text.
  Total Text Trades: 6

  --- Matching Results ---
  Time                 | Price      | Symbol     | Status          | Binary Match
  2025-12-04 05:45:42  | 59.20      | CLF26      | MATCHED         | Bin found @ 59.20
  2025-12-04 06:51:26  | 59.27      | CLF26      | MATCHED         | Bin found @ 59.29
  2025-12-04 06:51:26  | 59.27      | CLF26      | MATCHED         | Bin found @ 59.29
  2025-12-04 07:20:36  | 59.26      | CLF26      | MATCHED         | Bin found @ 59.25
  2025-12-04 07:30:17  | 59.28      | CLF26      | MATCHED         | Bin found @ 59.30
  2025-12-04 07:30:17  | 59.28      | CLF26      | MATCHED         | Bin found @ 59.30
  2025-12-04 08:09:11  | 59.34      | CLF26      | MATCHED         | Bin found @ 59.34
  2025-12-04 08:14:29  | 59.41      | CLF26      | MATCHED         | Bin found @ 59.41
  2025-12-04 08:14:29  | 59.41      | CLF26      | MATCHED         | Bin found @ 59.41
  2025-12-04 08:21:09  | 59.39      | CLF26      | MATCHED         | Bin found @ 59.39
  2025-12-04 08:27:13  | 59.32      | CLF26      | MATCHED         | Bin found @ 59.32
  2025-12-04 08:45:58  | 59.40      | CLF26      | MATCHED         | Bin found @ 59.39
  2025-12-04 08:45:58  | 59.40      | CLF26      | MATCHED         | Bin found @ 59.39
  2025-12-04 08:56:50  | 59.43      | CLF26      | MATCHED         | Bin found @ 59.44
  2025-12-04 09:02:02  | 59.22      | CLF26      | MATCHED         | Bin found @ 59.24
  2025-12-04 09:02:02  | 59.22      | CLF26      | MATCHED         | Bin found @ 59.24
  2025-12-04 09:08:30  | 59.28      | CLF26      | MATCHED         | Bin found @ 59.30
  2025-12-04 09:11:37  | 59.27      | CLF26      | MATCHED         | Bin found @ 59.29
  2025-12-04 09:11:37  | 59.27      | CLF26      | MATCHED         | Bin found @ 59.29
  2025-12-04 09:15:38  | 59.23      | CLF26      | MATCHED         | Bin found @ 59.25
  2025-12-04 09:15:38  | 59.23      | CLF26      | MATCHED         | Bin found @ 59.25
  2025-12-04 09:15:38  | 59.23      | CLF26      | MATCHED         | Bin found @ 59.25
  2025-12-04 09:18:39  | 59.14      | CLF26      | MATCHED         | Bin found @ 59.13
  2025-12-04 09:24:24  | 59.11      | CLF26      | MATCHED         | Bin found @ 59.13
  2025-12-04 09:30:22  | 59.05      | CLF26      | MATCHED         | Bin found @ 59.04
  2025-12-04 09:43:15  | 58.89      | CLF26      | MATCHED         | Bin found @ 58.89
  2025-12-04 09:43:15  | 58.89      | CLF26      | MATCHED         | Bin found @ 58.89
  2025-12-04 09:46:50  | 58.91      | CLF26      | MATCHED         | Bin found @ 58.90
  2025-12-04 09:46:50  | 58.91      | CLF26      | MATCHED         | Bin found @ 58.90
  2025-12-04 09:54:55  | 58.93      | CLF26      | MATCHED         | Bin found @ 58.94
  2025-12-04 09:54:55  | 58.93      | CLF26      | MATCHED         | Bin found @ 58.94
  2025-12-04 10:07:26  | 58.96      | CLF26      | MATCHED         | Bin found @ 58.97
  2025-12-04 10:25:29  | 59.12      | CLF26      | MATCHED         | Bin found @ 59.13
  2025-12-04 10:25:29  | 59.12      | CLF26      | MATCHED         | Bin found @ 59.13
  2025-12-04 10:27:43  | 59.14      | CLF26      | MATCHED         | Bin found @ 59.13
  2025-12-04 10:27:43  | 59.14      | CLF26      | MATCHED         | Bin found @ 59.13
  2025-12-04 10:41:01  | 59.34      | CLF26      | MATCHED         | Bin found @ 59.33
  2025-12-04 10:41:01  | 59.34      | CLF26      | MATCHED         | Bin found @ 59.33
  2025-12-04 10:41:01  | 59.34      | CLF26      | MATCHED         | Bin found @ 59.34
  2025-12-04 10:43:47  | 59.45      | CLF26      | MATCHED         | Bin found @ 59.46
  2025-12-04 10:43:47  | 59.45      | CLF26      | MATCHED         | Bin found @ 59.46
  2025-12-04 10:47:11  | 59.45      | CLF26      | MATCHED         | Bin found @ 59.46
  2025-12-04 10:47:11  | 59.45      | CLF26      | MATCHED         | Bin found @ 59.46
  2025-12-04 10:51:01  | 59.48      | CLF26      | MATCHED         | Bin found @ 59.48
  2025-12-04 10:51:01  | 59.48      | CLF26      | MATCHED         | Bin found @ 59.48
  2025-12-04 10:53:35  | 59.59      | CLF26      | MATCHED         | Bin found @ 59.60
  2025-12-04 10:53:35  | 59.59      | CLF26      | MATCHED         | Bin found @ 59.60
  2025-12-04 10:53:35  | 59.59      | CLF26      | MATCHED         | Bin found @ 59.60
  2025-12-04 11:01:55  | 59.49      | CLF26      | MATCHED         | Bin found @ 59.51
  2025-12-04 11:01:55  | 59.49      | CLF26      | MATCHED         | Bin found @ 59.51
  2025-12-04 11:20:39  | 59.62      | CLF26      | MATCHED         | Bin found @ 59.64
  2025-12-04 11:20:39  | 59.62      | CLF26      | MATCHED         | Bin found @ 59.64
  2025-12-04 11:20:39  | 59.62      | CLF26      | MATCHED         | Bin found @ 59.64
  2025-12-04 11:32:04  | 59.83      | CLF26      | MATCHED         | Bin found @ 59.82
  2025-12-04 11:32:04  | 59.83      | CLF26      | MATCHED         | Bin found @ 59.82
  2025-12-04 11:34:35  | 59.98      | CLF26      | MATCHED         | Bin found @ 59.98
  2025-12-04 11:34:35  | 59.98      | CLF26      | MATCHED         | Bin found @ 59.98
  2025-12-04 11:34:35  | 59.98      | CLF26      | MATCHED         | Bin found @ 59.98
  2025-12-04 11:36:29  | 59.84      | CLF26      | MATCHED         | Bin found @ 59.86
  2025-12-04 11:36:29  | 59.84      | CLF26      | MATCHED         | Bin found @ 59.86
  2025-12-04 11:40:13  | 59.88      | CLF26      | MATCHED         | Bin found @ 59.90
  2025-12-04 11:40:13  | 59.88      | CLF26      | MATCHED         | Bin found @ 59.90
  2025-12-04 11:40:13  | 59.88      | CLF26      | MATCHED         | Bin found @ 59.90
  2025-12-04 11:40:13  | 59.88      | CLF26      | MATCHED         | Bin found @ 59.90
  2025-12-04 11:41:43  | 59.87      | CLF26      | MATCHED         | Bin found @ 59.86
  2025-12-04 11:41:43  | 59.87      | CLF26      | MATCHED         | Bin found @ 59.86
  2025-12-04 11:50:13  | 59.87      | CLF26      | MATCHED         | Bin found @ 59.86
  2025-12-04 11:50:13  | 59.87      | CLF26      | MATCHED         | Bin found @ 59.86
  2025-12-04 11:52:42  | 59.88      | CLF26      | MATCHED         | Bin found @ 59.90
  2025-12-04 11:58:55  | 59.88      | CLF26      | MATCHED         | Bin found @ 59.90
  2025-12-04 11:58:55  | 59.88      | CLF26      | MATCHED         | Bin found @ 59.90
  2025-12-04 11:58:55  | 59.88      | CLF26      | MATCHED         | Bin found @ 59.90
  2025-12-04 12:08:48  | 59.80      | CLF26      | MATCHED         | Bin found @ 59.79
  2025-12-04 12:08:48  | 59.80      | CLF26      | MATCHED         | Bin found @ 59.79
  2025-12-04 13:35:43  | 59.91      | CLF26      | MATCHED         | Bin found @ 59.90
  2025-12-04 13:35:43  | 59.91      | CLF26      | MATCHED         | Bin found @ 59.90
  2025-12-04 13:35:43  | 59.91      | CLF26      | MATCHED         | Bin found @ 59.90
  2025-12-04 14:13:45  | 59.79      | CLF26      | MATCHED         | Bin found @ 59.79
  2025-12-04 14:15:34  | 59.71      | CLF26      | MATCHED         | Bin found @ 59.71
  2025-12-04 14:17:49  | 59.74      | CLF26      | MATCHED         | Bin found @ 59.74
  2025-12-04 14:22:41  | 59.65      | CLF26      | MATCHED         | Bin found @ 59.66
  2025-12-04 14:26:26  | 59.68      | CLF26      | MATCHED         | Bin found @ 59.67
  2025-12-04 14:26:26  | 59.68      | CLF26      | MATCHED         | Bin found @ 59.67
  2025-12-04 15:11:22  | 59.68      | CLF26      | MATCHED         | Bin found @ 59.67
  2025-12-04 15:34:24  | 59.69      | CLF26      | MATCHED         | Bin found @ 59.71
  2025-12-04 15:34:24  | 59.69      | CLF26      | MATCHED         | Bin found @ 59.71
  2025-12-04 18:39:30  | 59.73      | CLF26      | MATCHED         | Bin found @ 59.74
  2025-12-04 20:00:02  | 59.63      | CLF26      | MATCHED         | Bin found @ 59.65
  2025-12-04 22:29:40  | 59.50      | CLF26      | MATCHED         | Bin found @ 59.51

  Final Stats: 236/236 Matched. (Gap Closed: Verifying All Recorded Days)
